language,set_name,range_ordinal,range_start,range_end
go,sym_identifier_character_set_2,172,3517,3517
go,sym_identifier_character_set_2,173,3520,3526
go,sym_identifier_character_set_2,174,3530,3530
go,sym_identifier_character_set_2,175,3535,3540
go,sym_identifier_character_set_2,176,3542,3542
go,sym_identifier_character_set_2,177,3544,3551
go,sym_identifier_character_set_2,178,3558,3567
go,sym_identifier_character_set_2,179,3570,3571
go,sym_identifier_character_set_2,180,3585,3642
go,sym_identifier_character_set_2,181,3648,3662
go,sym_identifier_character_set_2,182,3664,3673
go,sym_identifier_character_set_2,183,3713,3714
go,sym_identifier_character_set_2,184,3716,3716
go,sym_identifier_character_set_2,185,3718,3722
go,sym_identifier_character_set_2,186,3724,3747
go,sym_identifier_character_set_2,187,3749,3749
go,sym_identifier_character_set_2,188,3751,3773
go,sym_identifier_character_set_2,189,3776,3780
go,sym_identifier_character_set_2,190,3782,3782
go,sym_identifier_character_set_2,191,3784,3790
go,sym_identifier_character_set_2,192,3792,3801
go,sym_identifier_character_set_2,193,3804,3807
go,sym_identifier_character_set_2,194,3840,3840
go,sym_identifier_character_set_2,195,3864,3865
go,sym_identifier_character_set_2,196,3872,3881
go,sym_identifier_character_set_2,197,3893,3893
go,sym_identifier_character_set_2,198,3895,3895
go,sym_identifier_character_set_2,199,3897,3897
go,sym_identifier_character_set_2,200,3902,3911
go,sym_identifier_character_set_2,201,3913,3948
go,sym_identifier_character_set_2,202,3953,3972
go,sym_identifier_character_set_2,203,3974,3991
go,sym_identifier_character_set_2,204,3993,4028
go,sym_identifier_character_set_2,205,4038,4038
go,sym_identifier_character_set_2,206,4096,4169
go,sym_identifier_character_set_2,207,4176,4253
go,sym_identifier_character_set_2,208,4256,4293
go,sym_identifier_character_set_2,209,4295,4295
go,sym_identifier_character_set_2,210,4301,4301
go,sym_identifier_character_set_2,211,4304,4346
go,sym_identifier_character_set_2,212,4348,4680
go,sym_identifier_character_set_2,213,4682,4685
go,sym_identifier_character_set_2,214,4688,4694
go,sym_identifier_character_set_2,215,4696,4696
go,sym_identifier_character_set_2,216,4698,4701
go,sym_identifier_character_set_2,217,4704,4744
go,sym_identifier_character_set_2,218,4746,4749
go,sym_identifier_character_set_2,219,4752,4784
go,sym_identifier_character_set_2,220,4786,4789
go,sym_identifier_character_set_2,221,4792,4798
go,sym_identifier_character_set_2,222,4800,4800
go,sym_identifier_character_set_2,223,4802,4805
go,sym_identifier_character_set_2,224,4808,4822
go,sym_identifier_character_set_2,225,4824,4880
go,sym_identifier_character_set_2,226,4882,4885
go,sym_identifier_character_set_2,227,4888,4954
go,sym_identifier_character_set_2,228,4957,4959
go,sym_identifier_character_set_2,229,4969,4977
go,sym_identifier_character_set_2,230,4992,5007
go,sym_identifier_character_set_2,231,5024,5109
go,sym_identifier_character_set_2,232,5112,5117
go,sym_identifier_character_set_2,233,5121,5740
go,sym_identifier_character_set_2,234,5743,5759
go,sym_identifier_character_set_2,235,5761,5786
go,sym_identifier_character_set_2,236,5792,5866
go,sym_identifier_character_set_2,237,5870,5880
go,sym_identifier_character_set_2,238,5888,5909
go,sym_identifier_character_set_2,239,5919,5940
go,sym_identifier_character_set_2,240,5952,5971
go,sym_identifier_character_set_2,241,5984,5996
go,sym_identifier_character_set_2,242,5998,6000
go,sym_identifier_character_set_2,243,6002,6003
go,sym_identifier_character_set_2,244,6016,6099
go,sym_identifier_character_set_2,245,6103,6103
go,sym_identifier_character_set_2,246,6108,6109
go,sym_identifier_character_set_2,247,6112,6121
go,sym_identifier_character_set_2,248,6155,6157
go,sym_identifier_character_set_2,249,6159,6169
go,sym_identifier_character_set_2,250,6176,6264
go,sym_identifier_character_set_2,251,6272,6314
go,sym_identifier_character_set_2,252,6320,6389
go,sym_identifier_character_set_2,253,6400,6430
go,sym_identifier_character_set_2,254,6432,6443
go,sym_identifier_character_set_2,255,6448,6459
go,sym_identifier_character_set_2,256,6470,6509
go,sym_identifier_character_set_2,257,6512,6516
go,sym_identifier_character_set_2,258,6528,6571
go,sym_identifier_character_set_2,259,6576,6601
go,sym_identifier_character_set_2,260,6608,6618
go,sym_identifier_character_set_2,261,6656,6683
go,sym_identifier_character_set_2,262,6688,6750
go,sym_identifier_character_set_2,263,6752,6780
go,sym_identifier_character_set_2,264,6783,6793
go,sym_identifier_character_set_2,265,6800,6809
go,sym_identifier_character_set_2,266,6823,6823
go,sym_identifier_character_set_2,267,6832,6845
go,sym_identifier_character_set_2,268,6847,6862
go,sym_identifier_character_set_2,269,6912,6988
go,sym_identifier_character_set_2,270,6992,7001
go,sym_identifier_character_set_2,271,7019,7027
go,sym_identifier_character_set_2,272,7040,7155
go,sym_identifier_character_set_2,273,7168,7223
go,sym_identifier_character_set_2,274,7232,7241
go,sym_identifier_character_set_2,275,7245,7293
go,sym_identifier_character_set_2,276,7296,7306
go,sym_identifier_character_set_2,277,7312,7354
go,sym_identifier_character_set_2,278,7357,7359
go,sym_identifier_character_set_2,279,7376,7378
go,sym_identifier_character_set_2,280,7380,7418
go,sym_identifier_character_set_2,281,7424,7957
go,sym_identifier_character_set_2,282,7960,7965
go,sym_identifier_character_set_2,283,7968,8005
go,sym_identifier_character_set_2,284,8008,8013
go,sym_identifier_character_set_2,285,8016,8023
go,sym_identifier_character_set_2,286,8025,8025
go,sym_identifier_character_set_2,287,8027,8027
go,sym_identifier_character_set_2,288,8029,8029
go,sym_identifier_character_set_2,289,8031,8061
go,sym_identifier_character_set_2,290,8064,8116
go,sym_identifier_character_set_2,291,8118,8124
go,sym_identifier_character_set_2,292,8126,8126
go,sym_identifier_character_set_2,293,8130,8132
go,sym_identifier_character_set_2,294,8134,8140
go,sym_identifier_character_set_2,295,8144,8147
go,sym_identifier_character_set_2,296,8150,8155
go,sym_identifier_character_set_2,297,8160,8172
go,sym_identifier_character_set_2,298,8178,8180
go,sym_identifier_character_set_2,299,8182,8188
go,sym_identifier_character_set_2,300,8204,8205
go,sym_identifier_character_set_2,301,8255,8256
go,sym_identifier_character_set_2,302,8276,8276
go,sym_identifier_character_set_2,303,8305,8305
go,sym_identifier_character_set_2,304,8319,8319
go,sym_identifier_character_set_2,305,8336,8348
go,sym_identifier_character_set_2,306,8400,8412
go,sym_identifier_character_set_2,307,8417,8417
go,sym_identifier_character_set_2,308,8421,8432
go,sym_identifier_character_set_2,309,8450,8450
go,sym_identifier_character_set_2,310,8455,8455
go,sym_identifier_character_set_2,311,8458,8467
go,sym_identifier_character_set_2,312,8469,8469
go,sym_identifier_character_set_2,313,8472,8477
go,sym_identifier_character_set_2,314,8484,8484
go,sym_identifier_character_set_2,315,8486,8486
go,sym_identifier_character_set_2,316,8488,8488
go,sym_identifier_character_set_2,317,8490,8505
go,sym_identifier_character_set_2,318,8508,8511
go,sym_identifier_character_set_2,319,8517,8521
go,sym_identifier_character_set_2,320,8526,8526
go,sym_identifier_character_set_2,321,8544,8584
go,sym_identifier_character_set_2,322,11264,11492
go,sym_identifier_character_set_2,323,11499,11507
go,sym_identifier_character_set_2,324,11520,11557
go,sym_identifier_character_set_2,325,11559,11559
go,sym_identifier_character_set_2,326,11565,11565
go,sym_identifier_character_set_2,327,11568,11623
go,sym_identifier_character_set_2,328,11631,11631
go,sym_identifier_character_set_2,329,11647,11670
go,sym_identifier_character_set_2,330,11680,11686
go,sym_identifier_character_set_2,331,11688,11694
go,sym_identifier_character_set_2,332,11696,11702
go,sym_identifier_character_set_2,333,11704,11710
go,sym_identifier_character_set_2,334,11712,11718
go,sym_identifier_character_set_2,335,11720,11726
go,sym_identifier_character_set_2,336,11728,11734
go,sym_identifier_character_set_2,337,11736,11742
go,sym_identifier_character_set_2,338,11744,11775
go,sym_identifier_character_set_2,339,12293,12295
go,sym_identifier_character_set_2,340,12321,12335
go,sym_identifier_character_set_2,341,12337,12341
go,sym_identifier_character_set_2,342,12344,12348
go,sym_identifier_character_set_2,343,12353,12438
go,sym_identifier_character_set_2,344,12441,12442
go,sym_identifier_character_set_2,345,12445,12447
go,sym_identifier_character_set_2,346,12449,12543
go,sym_identifier_character_set_2,347,12549,12591
go,sym_identifier_character_set_2,348,12593,12686
go,sym_identifier_character_set_2,349,12704,12735
go,sym_identifier_character_set_2,350,12784,12799
go,sym_identifier_character_set_2,351,13312,19903
go,sym_identifier_character_set_2,352,19968,42124
go,sym_identifier_character_set_2,353,42192,42237
go,sym_identifier_character_set_2,354,42240,42508
go,sym_identifier_character_set_2,355,42512,42539
go,sym_identifier_character_set_2,356,42560,42607
go,sym_identifier_character_set_2,357,42612,42621
go,sym_identifier_character_set_2,358,42623,42737
go,sym_identifier_character_set_2,359,42775,42783
go,sym_identifier_character_set_2,360,42786,42888
go,sym_identifier_character_set_2,361,42891,42957
go,sym_identifier_character_set_2,362,42960,42961
go,sym_identifier_character_set_2,363,42963,42963
go,sym_identifier_character_set_2,364,42965,42972
go,sym_identifier_character_set_2,365,42994,43047
go,sym_identifier_character_set_2,366,43052,43052
go,sym_identifier_character_set_2,367,43072,43123
go,sym_identifier_character_set_2,368,43136,43205
go,sym_identifier_character_set_2,369,43216,43225
go,sym_identifier_character_set_2,370,43232,43255
go,sym_identifier_character_set_2,371,43259,43259
go,sym_identifier_character_set_2,372,43261,43309
go,sym_identifier_character_set_2,373,43312,43347
go,sym_identifier_character_set_2,374,43360,43388
go,sym_identifier_character_set_2,375,43392,43456
go,sym_identifier_character_set_2,376,43471,43481
go,sym_identifier_character_set_2,377,43488,43518
go,sym_identifier_character_set_2,378,43520,43574
go,sym_identifier_character_set_2,379,43584,43597
go,sym_identifier_character_set_2,380,43600,43609
go,sym_identifier_character_set_2,381,43616,43638
go,sym_identifier_character_set_2,382,43642,43714
go,sym_identifier_character_set_2,383,43739,43741
go,sym_identifier_character_set_2,384,43744,43759
go,sym_identifier_character_set_2,385,43762,43766
go,sym_identifier_character_set_2,386,43777,43782
go,sym_identifier_character_set_2,387,43785,43790
go,sym_identifier_character_set_2,388,43793,43798
go,sym_identifier_character_set_2,389,43808,43814
go,sym_identifier_character_set_2,390,43816,43822
go,sym_identifier_character_set_2,391,43824,43866
go,sym_identifier_character_set_2,392,43868,43881
go,sym_identifier_character_set_2,393,43888,44010
go,sym_identifier_character_set_2,394,44012,44013
go,sym_identifier_character_set_2,395,44016,44025
go,sym_identifier_character_set_2,396,44032,55203
go,sym_identifier_character_set_2,397,55216,55238
go,sym_identifier_character_set_2,398,55243,55291
go,sym_identifier_character_set_2,399,63744,64109
go,sym_identifier_character_set_2,400,64112,64217
go,sym_identifier_character_set_2,401,64256,64262
go,sym_identifier_character_set_2,402,64275,64279
go,sym_identifier_character_set_2,403,64285,64296
go,sym_identifier_character_set_2,404,64298,64310
go,sym_identifier_character_set_2,405,64312,64316
go,sym_identifier_character_set_2,406,64318,64318
go,sym_identifier_character_set_2,407,64320,64321
go,sym_identifier_character_set_2,408,64323,64324
go,sym_identifier_character_set_2,409,64326,64433
go,sym_identifier_character_set_2,410,64467,64605
go,sym_identifier_character_set_2,411,64612,64829
go,sym_identifier_character_set_2,412,64848,64911
go,sym_identifier_character_set_2,413,64914,64967
go,sym_identifier_character_set_2,414,65008,65017
go,sym_identifier_character_set_2,415,65024,65039
go,sym_identifier_character_set_2,416,65056,65071
go,sym_identifier_character_set_2,417,65075,65076
go,sym_identifier_character_set_2,418,65101,65103
go,sym_identifier_character_set_2,419,65137,65137
go,sym_identifier_character_set_2,420,65139,65139
go,sym_identifier_character_set_2,421,65143,65143
go,sym_identifier_character_set_2,422,65145,65145
go,sym_identifier_character_set_2,423,65147,65147
go,sym_identifier_character_set_2,424,65149,65149
go,sym_identifier_character_set_2,425,65151,65276
go,sym_identifier_character_set_2,426,65296,65305
go,sym_identifier_character_set_2,427,65313,65338
go,sym_identifier_character_set_2,428,65343,65343
go,sym_identifier_character_set_2,429,65345,65370
go,sym_identifier_character_set_2,430,65381,65470
go,sym_identifier_character_set_2,431,65474,65479
go,sym_identifier_character_set_2,432,65482,65487
go,sym_identifier_character_set_2,433,65490,65495
go,sym_identifier_character_set_2,434,65498,65500
go,sym_identifier_character_set_2,435,65536,65547
go,sym_identifier_character_set_2,436,65549,65574
go,sym_identifier_character_set_2,437,65576,65594
go,sym_identifier_character_set_2,438,65596,65597
go,sym_identifier_character_set_2,439,65599,65613
go,sym_identifier_character_set_2,440,65616,65629
go,sym_identifier_character_set_2,441,65664,65786
go,sym_identifier_character_set_2,442,65856,65908
go,sym_identifier_character_set_2,443,66045,66045
go,sym_identifier_character_set_2,444,66176,66204
go,sym_identifier_character_set_2,445,66208,66256
go,sym_identifier_character_set_2,446,66272,66272
go,sym_identifier_character_set_2,447,66304,66335
go,sym_identifier_character_set_2,448,66349,66378
go,sym_identifier_character_set_2,449,66384,66426
go,sym_identifier_character_set_2,450,66432,66461
go,sym_identifier_character_set_2,451,66464,66499
go,sym_identifier_character_set_2,452,66504,66511
go,sym_identifier_character_set_2,453,66513,66517
go,sym_identifier_character_set_2,454,66560,66717
go,sym_identifier_character_set_2,455,66720,66729
go,sym_identifier_character_set_2,456,66736,66771
go,sym_identifier_character_set_2,457,66776,66811
go,sym_identifier_character_set_2,458,66816,66855
go,sym_identifier_character_set_2,459,66864,66915
go,sym_identifier_character_set_2,460,66928,66938
go,sym_identifier_character_set_2,461,66940,66954
go,sym_identifier_character_set_2,462,66956,66962
go,sym_identifier_character_set_2,463,66964,66965
go,sym_identifier_character_set_2,464,66967,66977
go,sym_identifier_character_set_2,465,66979,66993
go,sym_identifier_character_set_2,466,66995,67001
go,sym_identifier_character_set_2,467,67003,67004
go,sym_identifier_character_set_2,468,67008,67059
go,sym_identifier_character_set_2,469,67072,67382
go,sym_identifier_character_set_2,470,67392,67413
go,sym_identifier_character_set_2,471,67424,67431
go,sym_identifier_character_set_2,472,67456,67461
go,sym_identifier_character_set_2,473,67463,67504
go,sym_identifier_character_set_2,474,67506,67514
go,sym_identifier_character_set_2,475,67584,67589
go,sym_identifier_character_set_2,476,67592,67592
go,sym_identifier_character_set_2,477,67594,67637
go,sym_identifier_character_set_2,478,67639,67640
go,sym_identifier_character_set_2,479,67644,67644
go,sym_identifier_character_set_2,480,67647,67669
go,sym_identifier_character_set_2,481,67680,67702
go,sym_identifier_character_set_2,482,67712,67742
go,sym_identifier_character_set_2,483,67808,67826
go,sym_identifier_character_set_2,484,67828,67829
go,sym_identifier_character_set_2,485,67840,67861
go,sym_identifier_character_set_2,486,67872,67897
go,sym_identifier_character_set_2,487,67968,68023
go,sym_identifier_character_set_2,488,68030,68031
go,sym_identifier_character_set_2,489,68096,68099
go,sym_identifier_character_set_2,490,68101,68102
go,sym_identifier_character_set_2,491,68108,68115
go,sym_identifier_character_set_2,492,68117,68119
go,sym_identifier_character_set_2,493,68121,68149
go,sym_identifier_character_set_2,494,68152,68154
go,sym_identifier_character_set_2,495,68159,68159
go,sym_identifier_character_set_2,496,68192,68220
go,sym_identifier_character_set_2,497,68224,68252
go,sym_identifier_character_set_2,498,68288,68295
go,sym_identifier_character_set_2,499,68297,68326
go,sym_identifier_character_set_2,500,68352,68405
go,sym_identifier_character_set_2,501,68416,68437
go,sym_identifier_character_set_2,502,68448,68466
go,sym_identifier_character_set_2,503,68480,68497
go,sym_identifier_character_set_2,504,68608,68680
go,sym_identifier_character_set_2,505,68736,68786
go,sym_identifier_character_set_2,506,68800,68850
go,sym_identifier_character_set_2,507,68864,68903
go,sym_identifier_character_set_2,508,68912,68921
go,sym_identifier_character_set_2,509,68928,68965
go,sym_identifier_character_set_2,510,68969,68973
go,sym_identifier_character_set_2,511,68975,68997
go,sym_identifier_character_set_2,512,69248,69289
go,sym_identifier_character_set_2,513,69291,69292
go,sym_identifier_character_set_2,514,69296,69297
go,sym_identifier_character_set_2,515,69314,69316
go,sym_identifier_character_set_2,516,69372,69404
go,sym_identifier_character_set_2,517,69415,69415
go,sym_identifier_character_set_2,518,69424,69456
go,sym_identifier_character_set_2,519,69488,69509
go,sym_identifier_character_set_2,520,69552,69572
go,sym_identifier_character_set_2,521,69600,69622
go,sym_identifier_character_set_2,522,69632,69702
go,sym_identifier_character_set_2,523,69734,69749
go,sym_identifier_character_set_2,524,69759,69818
go,sym_identifier_character_set_2,525,69826,69826
go,sym_identifier_character_set_2,526,69840,69864
go,sym_identifier_character_set_2,527,69872,69881
go,sym_identifier_character_set_2,528,69888,69940
go,sym_identifier_character_set_2,529,69942,69951
go,sym_identifier_character_set_2,530,69956,69959
go,sym_identifier_character_set_2,531,69968,70003
go,sym_identifier_character_set_2,532,70006,70006
go,sym_identifier_character_set_2,533,70016,70084
go,sym_identifier_character_set_2,534,70089,70092
go,sym_identifier_character_set_2,535,70094,70106
go,sym_identifier_character_set_2,536,70108,70108
go,sym_identifier_character_set_2,537,70144,70161
go,sym_identifier_character_set_2,538,70163,70199
go,sym_identifier_character_set_2,539,70206,70209
go,sym_identifier_character_set_2,540,70272,70278
go,sym_identifier_character_set_2,541,70280,70280
go,sym_identifier_character_set_2,542,70282,70285
go,sym_identifier_character_set_2,543,70287,70301
go,sym_identifier_character_set_2,544,70303,70312
go,sym_identifier_character_set_2,545,70320,70378
go,sym_identifier_character_set_2,546,70384,70393
go,sym_identifier_character_set_2,547,70400,70403
go,sym_identifier_character_set_2,548,70405,70412
go,sym_identifier_character_set_2,549,70415,70416
go,sym_identifier_character_set_2,550,70419,70440
go,sym_identifier_character_set_2,551,70442,70448
go,sym_identifier_character_set_2,552,70450,70451
go,sym_identifier_character_set_2,553,70453,70457
go,sym_identifier_character_set_2,554,70459,70468
go,sym_identifier_character_set_2,555,70471,70472
go,sym_identifier_character_set_2,556,70475,70477
go,sym_identifier_character_set_2,557,70480,70480
go,sym_identifier_character_set_2,558,70487,70487
go,sym_identifier_character_set_2,559,70493,70499
go,sym_identifier_character_set_2,560,70502,70508
go,sym_identifier_character_set_2,561,70512,70516
go,sym_identifier_character_set_2,562,70528,70537
go,sym_identifier_character_set_2,563,70539,70539
go,sym_identifier_character_set_2,564,70542,70542
go,sym_identifier_character_set_2,565,70544,70581
go,sym_identifier_character_set_2,566,70583,70592
go,sym_identifier_character_set_2,567,70594,70594
go,sym_identifier_character_set_2,568,70597,70597
go,sym_identifier_character_set_2,569,70599,70602
go,sym_identifier_character_set_2,570,70604,70611
go,sym_identifier_character_set_2,571,70625,70626
go,sym_identifier_character_set_2,572,70656,70730
go,sym_identifier_character_set_2,573,70736,70745
go,sym_identifier_character_set_2,574,70750,70753
go,sym_identifier_character_set_2,575,70784,70853
go,sym_identifier_character_set_2,576,70855,70855
go,sym_identifier_character_set_2,577,70864,70873
go,sym_identifier_character_set_2,578,71040,71093
go,sym_identifier_character_set_2,579,71096,71104
go,sym_identifier_character_set_2,580,71128,71133
go,sym_identifier_character_set_2,581,71168,71232
go,sym_identifier_character_set_2,582,71236,71236
go,sym_identifier_character_set_2,583,71248,71257
go,sym_identifier_character_set_2,584,71296,71352
go,sym_identifier_character_set_2,585,71360,71369
go,sym_identifier_character_set_2,586,71376,71395
go,sym_identifier_character_set_2,587,71424,71450
go,sym_identifier_character_set_2,588,71453,71467
go,sym_identifier_character_set_2,589,71472,71481
go,sym_identifier_character_set_2,590,71488,71494
go,sym_identifier_character_set_2,591,71680,71738
go,sym_identifier_character_set_2,592,71840,71913
go,sym_identifier_character_set_2,593,71935,71942
go,sym_identifier_character_set_2,594,71945,71945
go,sym_identifier_character_set_2,595,71948,71955
go,sym_identifier_character_set_2,596,71957,71958
go,sym_identifier_character_set_2,597,71960,71989
go,sym_identifier_character_set_2,598,71991,71992
go,sym_identifier_character_set_2,599,71995,72003
go,sym_identifier_character_set_2,600,72016,72025
go,sym_identifier_character_set_2,601,72096,72103
go,sym_identifier_character_set_2,602,72106,72151
go,sym_identifier_character_set_2,603,72154,72161
go,sym_identifier_character_set_2,604,72163,72164
go,sym_identifier_character_set_2,605,72192,72254
go,sym_identifier_character_set_2,606,72263,72263
go,sym_identifier_character_set_2,607,72272,72345
go,sym_identifier_character_set_2,608,72349,72349
go,sym_identifier_character_set_2,609,72368,72440
go,sym_identifier_character_set_2,610,72640,72672
go,sym_identifier_character_set_2,611,72688,72697
go,sym_identifier_character_set_2,612,72704,72712
go,sym_identifier_character_set_2,613,72714,72758
go,sym_identifier_character_set_2,614,72760,72768
go,sym_identifier_character_set_2,615,72784,72793
go,sym_identifier_character_set_2,616,72818,72847
go,sym_identifier_character_set_2,617,72850,72871
go,sym_identifier_character_set_2,618,72873,72886
go,sym_identifier_character_set_2,619,72960,72966
go,sym_identifier_character_set_2,620,72968,72969
go,sym_identifier_character_set_2,621,72971,73014
go,sym_identifier_character_set_2,622,73018,73018
go,sym_identifier_character_set_2,623,73020,73021
go,sym_identifier_character_set_2,624,73023,73031
go,sym_identifier_character_set_2,625,73040,73049
go,sym_identifier_character_set_2,626,73056,73061
go,sym_identifier_character_set_2,627,73063,73064
go,sym_identifier_character_set_2,628,73066,73102
go,sym_identifier_character_set_2,629,73104,73105
go,sym_identifier_character_set_2,630,73107,73112
go,sym_identifier_character_set_2,631,73120,73129
go,sym_identifier_character_set_2,632,73440,73462
go,sym_identifier_character_set_2,633,73472,73488
go,sym_identifier_character_set_2,634,73490,73530
go,sym_identifier_character_set_2,635,73534,73538
go,sym_identifier_character_set_2,636,73552,73562
go,sym_identifier_character_set_2,637,73648,73648
go,sym_identifier_character_set_2,638,73728,74649
go,sym_identifier_character_set_2,639,74752,74862
go,sym_identifier_character_set_2,640,74880,75075
go,sym_identifier_character_set_2,641,77712,77808
go,sym_identifier_character_set_2,642,77824,78895
go,sym_identifier_character_set_2,643,78912,78933
go,sym_identifier_character_set_2,644,78944,82938
go,sym_identifier_character_set_2,645,82944,83526
go,sym_identifier_character_set_2,646,90368,90425
go,sym_identifier_character_set_2,647,92160,92728
go,sym_identifier_character_set_2,648,92736,92766
go,sym_identifier_character_set_2,649,92768,92777
go,sym_identifier_character_set_2,650,92784,92862
go,sym_identifier_character_set_2,651,92864,92873
go,sym_identifier_character_set_2,652,92880,92909
go,sym_identifier_character_set_2,653,92912,92916
go,sym_identifier_character_set_2,654,92928,92982
go,sym_identifier_character_set_2,655,92992,92995
go,sym_identifier_character_set_2,656,93008,93017
go,sym_identifier_character_set_2,657,93027,93047
go,sym_identifier_character_set_2,658,93053,93071
go,sym_identifier_character_set_2,659,93504,93548
go,sym_identifier_character_set_2,660,93552,93561
go,sym_identifier_character_set_2,661,93760,93823
go,sym_identifier_character_set_2,662,93952,94026
go,sym_identifier_character_set_2,663,94031,94087
go,sym_identifier_character_set_2,664,94095,94111
go,sym_identifier_character_set_2,665,94176,94177
go,sym_identifier_character_set_2,666,94179,94180
go,sym_identifier_character_set_2,667,94192,94193
go,sym_identifier_character_set_2,668,94208,100343
go,sym_identifier_character_set_2,669,100352,101589
go,sym_identifier_character_set_2,670,101631,101640
go,sym_identifier_character_set_2,671,110576,110579
go,sym_identifier_character_set_2,672,110581,110587
go,sym_identifier_character_set_2,673,110589,110590
go,sym_identifier_character_set_2,674,110592,110882
go,sym_identifier_character_set_2,675,110898,110898
go,sym_identifier_character_set_2,676,110928,110930
go,sym_identifier_character_set_2,677,110933,110933
go,sym_identifier_character_set_2,678,110948,110951
go,sym_identifier_character_set_2,679,110960,111355
go,sym_identifier_character_set_2,680,113664,113770
go,sym_identifier_character_set_2,681,113776,113788
go,sym_identifier_character_set_2,682,113792,113800
go,sym_identifier_character_set_2,683,113808,113817
go,sym_identifier_character_set_2,684,113821,113822
go,sym_identifier_character_set_2,685,118000,118009
go,sym_identifier_character_set_2,686,118528,118573
go,sym_identifier_character_set_2,687,118576,118598
go,sym_identifier_character_set_2,688,119141,119145
go,sym_identifier_character_set_2,689,119149,119154
go,sym_identifier_character_set_2,690,119163,119170
go,sym_identifier_character_set_2,691,119173,119179
go,sym_identifier_character_set_2,692,119210,119213
go,sym_identifier_character_set_2,693,119362,119364
go,sym_identifier_character_set_2,694,119808,119892
go,sym_identifier_character_set_2,695,119894,119964
go,sym_identifier_character_set_2,696,119966,119967
go,sym_identifier_character_set_2,697,119970,119970
go,sym_identifier_character_set_2,698,119973,119974
go,sym_identifier_character_set_2,699,119977,119980
go,sym_identifier_character_set_2,700,119982,119993
go,sym_identifier_character_set_2,701,119995,119995
go,sym_identifier_character_set_2,702,119997,120003
go,sym_identifier_character_set_2,703,120005,120069
go,sym_identifier_character_set_2,704,120071,120074
go,sym_identifier_character_set_2,705,120077,120084
go,sym_identifier_character_set_2,706,120086,120092
go,sym_identifier_character_set_2,707,120094,120121
go,sym_identifier_character_set_2,708,120123,120126
go,sym_identifier_character_set_2,709,120128,120132
go,sym_identifier_character_set_2,710,120134,120134
go,sym_identifier_character_set_2,711,120138,120144
go,sym_identifier_character_set_2,712,120146,120485
go,sym_identifier_character_set_2,713,120488,120512
go,sym_identifier_character_set_2,714,120514,120538
go,sym_identifier_character_set_2,715,120540,120570
go,sym_identifier_character_set_2,716,120572,120596
go,sym_identifier_character_set_2,717,120598,120628
go,sym_identifier_character_set_2,718,120630,120654
go,sym_identifier_character_set_2,719,120656,120686
go,sym_identifier_character_set_2,720,120688,120712
go,sym_identifier_character_set_2,721,120714,120744
go,sym_identifier_character_set_2,722,120746,120770
go,sym_identifier_character_set_2,723,120772,120779
go,sym_identifier_character_set_2,724,120782,120831
go,sym_identifier_character_set_2,725,121344,121398
go,sym_identifier_character_set_2,726,121403,121452
go,sym_identifier_character_set_2,727,121461,121461
go,sym_identifier_character_set_2,728,121476,121476
go,sym_identifier_character_set_2,729,121499,121503
go,sym_identifier_character_set_2,730,121505,121519
go,sym_identifier_character_set_2,731,122624,122654
go,sym_identifier_character_set_2,732,122661,122666
go,sym_identifier_character_set_2,733,122880,122886
go,sym_identifier_character_set_2,734,122888,122904
go,sym_identifier_character_set_2,735,122907,122913
go,sym_identifier_character_set_2,736,122915,122916
go,sym_identifier_character_set_2,737,122918,122922
go,sym_identifier_character_set_2,738,122928,122989
go,sym_identifier_character_set_2,739,123023,123023
go,sym_identifier_character_set_2,740,123136,123180
go,sym_identifier_character_set_2,741,123184,123197
go,sym_identifier_character_set_2,742,123200,123209
go,sym_identifier_character_set_2,743,123214,123214
go,sym_identifier_character_set_2,744,123536,123566
go,sym_identifier_character_set_2,745,123584,123641
go,sym_identifier_character_set_2,746,124112,124153
go,sym_identifier_character_set_2,747,124368,124410
go,sym_identifier_character_set_2,748,124896,124902
go,sym_identifier_character_set_2,749,124904,124907
go,sym_identifier_character_set_2,750,124909,124910
go,sym_identifier_character_set_2,751,124912,124926
go,sym_identifier_character_set_2,752,124928,125124
go,sym_identifier_character_set_2,753,125136,125142
go,sym_identifier_character_set_2,754,125184,125259
go,sym_identifier_character_set_2,755,125264,125273
go,sym_identifier_character_set_2,756,126464,126467
go,sym_identifier_character_set_2,757,126469,126495
go,sym_identifier_character_set_2,758,126497,126498
go,sym_identifier_character_set_2,759,126500,126500
go,sym_identifier_character_set_2,760,126503,126503
go,sym_identifier_character_set_2,761,126505,126514
go,sym_identifier_character_set_2,762,126516,126519
go,sym_identifier_character_set_2,763,126521,126521
go,sym_identifier_character_set_2,764,126523,126523
go,sym_identifier_character_set_2,765,126530,126530
go,sym_identifier_character_set_2,766,126535,126535
go,sym_identifier_character_set_2,767,126537,126537
go,sym_identifier_character_set_2,768,126539,126539
go,sym_identifier_character_set_2,769,126541,126543
go,sym_identifier_character_set_2,770,126545,126546
go,sym_identifier_character_set_2,771,126548,126548
go,sym_identifier_character_set_2,772,126551,126551
go,sym_identifier_character_set_2,773,126553,126553
go,sym_identifier_character_set_2,774,126555,126555
go,sym_identifier_character_set_2,775,126557,126557
go,sym_identifier_character_set_2,776,126559,126559
go,sym_identifier_character_set_2,777,126561,126562
go,sym_identifier_character_set_2,778,126564,126564
