canonical_semantic_id,evidence_languages,feature_count,semantic_axes,relation_axes,categories,origins,source_languages,features
UASF_0163,java;kotlin,10,control.flow;data.flow;effects.control;evaluation.order;nodes.expression;types.structure,,control_patterns;uncategorized,java;kotlin,kotlin;java,JAVA::java.assert_semantics;JAVA::java.foreach_desugaring;JAVA::java.labeled_break_continue;JAVA::java.pattern_instanceof;JAVA::java.pattern_switch_exhaustiveness;JAVA::java.record_patterns;JAVA::java.switch_expression;KOTLIN::kotlin.labeled_control_flow;KOTLIN::kotlin.when_exhaustiveness;KOTLIN::kotlin.when_expression
UASF_0164,rust,1,control.flow;data.flow;evaluation.order;lowering.pipeline;types.structure,,uncategorized,rust,rust,RUST::rust.generator_coroutine
UASF_0165,kotlin,1,control.flow;data.flow;evaluation.order;operations;types.structure,,uncategorized,kotlin,kotlin,KOTLIN::kotlin.range_progression_iteration
UASF_0166,rust,1,control.flow;data.flow;evaluation.order;types.structure,,uncategorized,rust,rust,RUST::rust.loop_break_value
UASF_0167,csharp,1,control.flow;data.flow;types.origin,,types_nullability,csharp,csharp,CSHARP::nullable_flow_analysis
UASF_0168,go,2,control.flow;effect.graph,control.flow;effect.graph,control,go,go,GO::go.defer;GO::go.panic_recover
UASF_0169,r,1,control.flow;effect.graph;effects.control;evaluation.order,,uncategorized,r,r,R::r.on_exit_cleanup
UASF_0170,java;kotlin,5,control.flow;effect.graph;effects.control;evaluation.order;runtime.contract,,exceptions_resources;uncategorized,java;kotlin,kotlin;java,JAVA::java.checked_unchecked_exceptions;JAVA::java.try_catch_finally;JAVA::java.try_with_resources_suppression;KOTLIN::kotlin.exception_throw_catch_finally;KOTLIN::kotlin.try_expression
UASF_0171,r,1,control.flow;effect.graph;effects.control;runtime.contract;types.structure,,uncategorized,r,r,R::r.condition_system
UASF_0172,rust,1,control.flow;effect.graph;evaluation.order;ownership.lifetime,,uncategorized,rust,rust,RUST::rust.destructor_order
UASF_0173,rust,1,control.flow;effect.graph;evaluation.order;ownership.lifetime;runtime.contract,,uncategorized,rust,rust,RUST::rust.drop_semantics
UASF_0174,csharp,1,control.flow;effect.graph;lowering.pipeline,,async_iterators,csharp,csharp,CSHARP::async_await_csharp
UASF_0175,csharp,1,control.flow;effect.graph;operations,,async_iterators,csharp,csharp,CSHARP::await_foreach
UASF_0176,csharp,4,control.flow;effect.graph;runtime.contract,,async_iterators;exceptions_resources,csharp,csharp,CSHARP::await_using;CSHARP::exception_filters;CSHARP::try_finally_unwind;CSHARP::using_dispose_pattern
UASF_0177,go,1,control.flow;effect.graph;types.structure,control.flow;effect.graph;types.graph,expression,go,go,GO::go.type_assertion
UASF_0178,c;cpp;csharp;go;java;kotlin;python;r;rust,1,control.flow;effects.control;evaluation.order,binding.graph;control.flow;data.flow,control,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::switch_match
UASF_0183,c;cpp;csharp;go;java;kotlin;python;r;rust,3,control.flow;effects.control;evaluation.order,control.flow;effect.graph,control,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::defer_cleanup;GEN::exception_try;GEN::throw_raise
UASF_0184,rust,1,control.flow;effects.control;evaluation.order;operations;types.structure,,uncategorized,rust,rust,RUST::rust.result_question_operator
UASF_0185,r,1,control.flow;effects.control;evaluation.order;runtime.contract,,uncategorized,r,r,R::r.restarts_unwind
UASF_0186,rust,1,control.flow;effects.control;types.structure,,uncategorized,rust,rust,RUST::rust.never_type_divergence
UASF_0187,csharp,2,control.flow;evaluation.order;operations,,null_control,csharp,csharp,CSHARP::conditional_access;CSHARP::null_coalescing
UASF_0188,csharp,1,control.flow;lowering.pipeline;runtime.contract,,async_iterators,csharp,csharp,CSHARP::yield_iterators
UASF_0189,csharp,2,control.flow;operations,,patterns_control,csharp,csharp,CSHARP::relational_logical_patterns;CSHARP::switch_expressions
UASF_0190,csharp,1,control.flow;operations;types.structure,,patterns_control,csharp,csharp,CSHARP::list_patterns
UASF_0191,r,1,conversion.semantics;data.flow;effect.graph;operations;runtime.contract,,uncategorized,r,r,R::r.vector_recycling
UASF_0192,r,1,conversion.semantics;data.flow;evaluation.order;operations;runtime.contract,,uncategorized,r,r,R::r.na_propagation
UASF_0193,c;cpp,1,conversion.semantics;nodes.expression;value.category,,value_categories,cpp,cpp,CPP::cpp_value_categories
UASF_0194,c;cpp;csharp,4,conversion.semantics;operations,,call_resolution;numeric_types;types_conversions,cpp;csharp,cpp;csharp,CPP::c_unsigned_wrap;CSHARP::explicit_numeric_conversions;CSHARP::implicit_numeric_conversions;CSHARP::params_collections
UASF_0195,rust,2,conversion.semantics;operations;ownership.lifetime;types.structure,,uncategorized,rust,rust,RUST::rust.autoderef_autoref;RUST::rust.deref_coercion
UASF_0196,csharp,1,conversion.semantics;operations;runtime.contract,,types_conversions,csharp,csharp,CSHARP::checked_unchecked_context
UASF_0197,java;r,15,conversion.semantics;operations;runtime.contract;types.origin;types.structure,,types_conversions_generics;uncategorized,java;r,r;java,JAVA::java.array_covariance_store_check;JAVA::java.binary_numeric_promotion;JAVA::java.boxing_unboxing;JAVA::java.capture_conversion;JAVA::java.generic_erasure;JAVA::java.ieee754_always_strict;JAVA::java.intersection_types;JAVA::java.null_reference_semantics;JAVA::java.primitive_widening_narrowing;JAVA::java.raw_types;JAVA::java.type_inference_constraints;JAVA::java.unsigned_absence_signed_wrap;JAVA::java.var_local_inference;JAVA::java.wildcard_extends_super;R::r.coercion_lattice
UASF_0198,c;cpp,1,conversion.semantics;operations;types.structure,,numeric_types,cpp,cpp,CPP::c_integer_promotions
UASF_0199,c;cpp,1,conversion.semantics;overload.resolution;types.structure,,overload_templates,cpp,cpp,CPP::cpp_overload_resolution
UASF_0200,c;cpp,1,conversion.semantics;pointer.provenance,,pointer_memory,cpp,cpp,CPP::c_array_decay
UASF_0201,csharp,1,conversion.semantics;runtime.contract,,types_conversions,csharp,csharp,CSHARP::boxing_unboxing
UASF_0202,csharp,1,conversion.semantics;types.origin,,types_inference,csharp,csharp,CSHARP::target_typed_expressions
UASF_0203,c;cpp;csharp;go;java;kotlin;python;r;rust,2,conversion.semantics;types.origin;types.structure,constraint.graph;types.graph,type,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::generic_constraint;GEN::type_inference
UASF_0204,c;cpp;csharp;go;java;kotlin;python;rust,1,conversion.semantics;types.origin;types.structure,dispatch.graph;types.graph,type,generic,python;rust;cpp;kotlin;java;csharp;go,GEN::overload_resolution
UASF_0205,c;cpp;csharp;go;java;kotlin;python;r;rust,2,conversion.semantics;types.origin;types.structure,effect.graph;types.graph,type,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::function_type;GEN::map_type
UASF_0206,c;cpp;csharp;go;java;kotlin;python;rust,1,conversion.semantics;types.origin;types.structure,layout.graph;types.graph,type,generic,python;rust;cpp;kotlin;java;csharp;go,GEN::union_sum
UASF_0207,c;cpp;csharp;go;java;kotlin;python;r;rust,2,conversion.semantics;types.origin;types.structure,memory.graph;types.graph,type,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::pointer;GEN::reference
UASF_0208,c;cpp;csharp;go;java;kotlin;python;r;rust,8,conversion.semantics;types.origin;types.structure,types.graph,type,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::array_type;GEN::optional_nullable;GEN::primitive_bool;GEN::primitive_float;GEN::primitive_integer;GEN::primitive_string;GEN::subtyping;GEN::tuple_type
UASF_0209,csharp,3,conversion.semantics;types.structure,,types_generics;types_nullability;types_tuples,csharp,csharp,CSHARP::generic_variance;CSHARP::nullable_value_types;CSHARP::tuple_names_and_conversion
UASF_0210,c;cpp,1,coroutine.state_machine;evaluation.order;operations,,coroutines,cpp,cpp,CPP::cpp_co_await
UASF_0211,r,1,data.flow;effect.graph;memory.model;ownership.lifetime;runtime.contract,,uncategorized,r,r,R::r.copy_on_modify_named
UASF_0212,rust,1,data.flow;effect.graph;operations;ownership.lifetime;runtime.contract,,uncategorized,rust,rust,RUST::rust.move_semantics
UASF_0213,r,1,data.flow;effect.graph;purity;runtime.contract,,uncategorized,r,r,R::r.rng_state
UASF_0214,go,1,data.flow;effect.graph;types.structure,data.flow;effect.graph;types.graph,type,go,go,GO::go.map
UASF_0215,java,2,data.flow;effects.control;evaluation.order;nodes.expression;operations,,evaluation_operations,java,java,JAVA::java.left_to_right_evaluation;JAVA::java.short_circuit_boolean
UASF_0216,r,1,data.flow;evaluation.order;nodes.declaration;runtime.contract;scope.binding,,uncategorized,r,r,R::r.default_argument_lazy
UASF_0218,csharp;java;python;r;rust,1,data.flow;evaluation.order;nodes.expression;operations,binding.graph;control.flow;data.flow,expression,generic,python;r;rust;java;csharp,GEN::comprehension
UASF_0222,c;cpp;csharp;go;java;kotlin;python;rust,1,data.flow;evaluation.order;nodes.expression;operations,concurrency.graph;control.flow;effect.graph,expression,generic,python;rust;cpp;kotlin;java;csharp;go,GEN::await
UASF_0223,c;cpp;csharp;go;java;kotlin;python;r;rust,1,data.flow;evaluation.order;nodes.expression;operations,control.flow;effect.graph,expression,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::yield
UASF_0226,c;cpp;csharp;go;java;kotlin;python;r;rust,1,data.flow;evaluation.order;nodes.expression;operations,data.flow;types.graph,expression,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::cast_conversion
UASF_0227,r,1,data.flow;evaluation.order;nodes.expression;runtime.contract,,uncategorized,r,r,R::r.missing_argument
UASF_0228,r,1,data.flow;evaluation.order;operations;runtime.contract,,uncategorized,r,r,R::r.one_based_index
UASF_0229,r,1,data.flow;evaluation.order;operations;runtime.contract;types.structure,,uncategorized,r,r,R::r.vectorized_operation
UASF_0230,rust,1,data.flow;memory.model;ownership.lifetime;runtime.contract,,uncategorized,rust,rust,RUST::rust.aliasing_model
UASF_0231,go,2,data.flow;memory.model;types.structure,data.flow;memory.graph;types.graph,type,go,go,GO::go.slice;GO::go.pointer
UASF_0232,r,2,data.flow;operations;runtime.contract,,uncategorized,r,r,R::r.double_bracket_index;R::r.negative_index_exclusion
UASF_0233,r,1,data.flow;operations;runtime.contract;scope.binding,,uncategorized,r,r,R::r.dollar_member_partial_match
UASF_0234,r,1,data.flow;operations;runtime.contract;types.structure,,uncategorized,r,r,R::r.logical_index
UASF_0235,csharp,1,data.flow;ownership.lifetime;types.structure,,refs_memory,csharp,csharp,CSHARP::ref_returns_locals
UASF_0237,r,1,dialect.extension;effect.graph;nodes.declaration;operations;runtime.contract;scope.binding,,uncategorized,r,r,R::r.s3_dispatch
UASF_0238,rust,1,dialect.extension;effect.graph;operations;runtime.contract,,uncategorized,rust,rust,RUST::rust.unsafe_block
UASF_0239,r,1,dialect.extension;evaluation.order;nodes.expression;operations;runtime.contract;scope.binding,,uncategorized,r,r,R::r.quote_substitute_eval
UASF_0240,r,1,dialect.extension;memory.model;runtime.contract;types.structure,,uncategorized,r,r,R::r.altrep
UASF_0241,r,1,dialect.extension;nodes.declaration;operations;runtime.contract;scope.binding;types.structure,,uncategorized,r,r,R::r.s4_dispatch
UASF_0242,rust,1,dialect.extension;nodes.declaration;runtime.contract;types.structure,,uncategorized,rust,rust,RUST::rust.unsafe_trait_impl
UASF_0243,r,1,dialect.extension;nodes.expression;operations;runtime.contract;types.structure,,uncategorized,r,r,R::r.language_object_pairlist
UASF_0244,csharp,1,dialect.extension;nodes.expression;runtime.contract,,metaprogramming,csharp,csharp,CSHARP::expression_trees
UASF_0245,csharp,1,dialect.extension;runtime.contract,,metadata_runtime,csharp,csharp,CSHARP::reflection_dynamic_runtime
UASF_0246,c;cpp,1,effect.graph;memory.model;object.lifetime,,pointer_memory,cpp,cpp,CPP::cpp_new_delete
UASF_0247,rust,1,effect.graph;memory.model;ownership.lifetime;runtime.contract,,uncategorized,rust,rust,RUST::rust.cell_refcell
UASF_0248,rust,2,effect.graph;memory.model;ownership.lifetime;runtime.contract;types.structure,,uncategorized,rust,rust,RUST::rust.interior_mutability;RUST::rust.smart_pointer_ownership
UASF_0249,c;cpp,1,effect.graph;memory.model;types.structure,,pointer_memory,cpp,cpp,CPP::c_qualifiers
UASF_0250,csharp,1,effect.graph;nodes.declaration;runtime.contract,,object_members,csharp,csharp,CSHARP::events
UASF_0251,r,1,effect.graph;nodes.expression;operations;runtime.contract;types.structure,,uncategorized,r,r,R::r.attributes
UASF_0252,csharp,1,effect.graph;ownership.lifetime,,refs_memory,csharp,csharp,CSHARP::readonly_refs
UASF_0253,csharp,1,effect.graph;ownership.lifetime;types.structure,,refs_memory,csharp,csharp,CSHARP::ref_out_in_parameters
UASF_0254,c;cpp;csharp;go;java;kotlin;python;r;rust,1,effect.graph;purity;runtime.contract,binding.graph;effect.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::global_state
UASF_0255,c;cpp;csharp;go;java;kotlin;python;r;rust,1,effect.graph;purity;runtime.contract,data.flow;effect.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::mutation
UASF_0256,c;cpp;csharp;go;java;kotlin;python;r;rust,1,effect.graph;purity;runtime.contract,dispatch.graph;types.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::dynamic_dispatch
UASF_0257,c;cpp;csharp;go;java;kotlin;python;r;rust,5,effect.graph;purity;runtime.contract,effect.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::filesystem;GEN::io;GEN::network;GEN::random;GEN::time
UASF_0258,c;cpp;csharp;go;java;kotlin;python;r;rust,1,effect.graph;purity;runtime.contract,effect.graph;memory.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::allocation
UASF_0259,c;cpp;csharp;go;java;kotlin;python;r;rust,1,effect.graph;purity;runtime.contract,effect.graph;types.graph,effect,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::reflection
UASF_0260,csharp,1,effect.graph;runtime.contract;synchronization,,concurrency_memory,csharp,csharp,CSHARP::lock_monitor_semantics
UASF_0261,c;cpp,2,effects.control;exception.unwind;object.lifetime,,exceptions;ownership_lifetime,cpp,cpp,CPP::cpp_raii_destructors;CPP::cpp_stack_unwind
UASF_0262,c;cpp,1,effects.control;exception.unwind;runtime.contract,,exceptions,cpp,cpp,CPP::cpp_exceptions
UASF_0263,c;cpp,2,evaluation.order;language.unspecified_behavior,,evaluation_ub;undefined_behavior,cpp,cpp,CPP::c_unspecified_eval_order;CPP::cpp_unspecified_behavior
UASF_0264,c;cpp,1,evaluation.order;object.lifetime;types.structure,,object_lifetime,cpp,cpp,CPP::c_vla
UASF_0265,c;cpp,1,exception.unwind;runtime.contract;validation.contract,,exceptions,cpp,cpp,CPP::cpp_noexcept
UASF_0266,c;cpp,1,initialization.order;nodes.expression,,initialization,cpp,cpp,CPP::c_designated_initializers
UASF_0267,c;cpp,1,initialization.order;object.lifetime,,initialization,cpp,cpp,CPP::cpp_ctor_initialization_order
UASF_0268,c;cpp,1,initialization.order;runtime.contract;storage.duration,,initialization,cpp,cpp,CPP::cpp_static_initialization
UASF_0269,c;cpp,1,language.implementation_defined;runtime.contract,,undefined_behavior,cpp,cpp,CPP::cpp_impl_defined
UASF_0270,c;cpp,1,language.implementation_defined;types.structure,,numeric_types,cpp,cpp,CPP::c_char_signedness
UASF_0271,c;cpp,2,language.undefined_behavior;memory.model;pointer.provenance,,pointer_memory,cpp,cpp,CPP::c_effective_type_aliasing;CPP::c_pointer_provenance
UASF_0272,c;cpp,1,language.undefined_behavior;object.lifetime;types.structure,,object_lifetime,cpp,cpp,CPP::c_union_active_member
UASF_0273,c;cpp,1,language.undefined_behavior;operations;runtime.contract,,undefined_behavior,cpp,cpp,CPP::c_signed_overflow_ub
UASF_0274,c;cpp,1,language.undefined_behavior;runtime.contract;validation.contract,,undefined_behavior,cpp,cpp,CPP::cpp_ub_model
UASF_0275,c;cpp,1,linkage.odr;module.semantics;name.resolution,,modules_linkage,cpp,cpp,CPP::cpp_modules
UASF_0276,c;cpp,1,linkage.odr;scope.binding,,modules_linkage,cpp,cpp,CPP::c_linkage
UASF_0277,java,3,lowering.pipeline;memory.model;ownership.lifetime;runtime.contract;types.structure,,jvm_runtime_object_model,java,java,JAVA::java.class_loading_linking_initialization;JAVA::java.object_identity_hash_monitor;JAVA::java.string_interning
UASF_0278,csharp,1,lowering.pipeline;memory.model;runtime.contract,,async_iterators,csharp,csharp,CSHARP::async_state_machine
UASF_0279,rust,1,lowering.pipeline;nodes.declaration;nodes.expression;scope.binding,,uncategorized,rust,rust,RUST::rust.hir_lowering
UASF_0280,csharp,1,lowering.pipeline;nodes.declaration;scope.binding,,declarations,csharp,csharp,CSHARP::top_level_statements
UASF_0281,csharp,1,lowering.pipeline;runtime.contract,,async_iterators,csharp,csharp,CSHARP::iterator_state_machine
UASF_0282,c;cpp,1,memory.model;object.lifetime;pointer.provenance,,pointer_memory,cpp,cpp,CPP::cpp_placement_new
UASF_0283,csharp,1,memory.model;operations;ownership.lifetime,,unsafe_memory,csharp,csharp,CSHARP::stackalloc
UASF_0284,c;cpp,1,memory.model;operations;pointer.provenance,,pointer_memory,cpp,cpp,CPP::c_pointer_arithmetic
UASF_0285,csharp,1,memory.model;operations;types.structure,,refs_memory,csharp,csharp,CSHARP::span_like_semantics
UASF_0286,csharp,1,memory.model;ownership.lifetime;runtime.contract,,unsafe_memory,csharp,csharp,CSHARP::fixed_and_pinning
UASF_0287,csharp,1,memory.model;ownership.lifetime;types.structure,,refs_memory,csharp,csharp,CSHARP::ref_structs
UASF_0288,csharp,1,memory.model;runtime.contract;types.structure,,object_model,csharp,csharp,CSHARP::struct_value_semantics
UASF_0289,csharp,2,memory.ordering;runtime.contract;synchronization,,concurrency_memory,csharp,csharp,CSHARP::interlocked_atomic_semantics;CSHARP::volatile_semantics
UASF_0290,c;cpp,1,module.semantics;preprocessor.semantics,,preprocessor,cpp,cpp,CPP::cpp_include_model
UASF_0291,go,1,name.resolution;operations;types.structure,dispatch.graph;types.graph,type,go,go,GO::go.interface
UASF_0292,c;cpp,1,name.resolution;overload.resolution;scope.binding,,overload_templates,cpp,cpp,CPP::cpp_adl
UASF_0293,c;cpp,1,name.resolution;scope.binding;validation.contract,,object_model,cpp,cpp,CPP::cpp_access_friend
UASF_0294,rust,1,nodes.declaration;nodes.expression;operations;types.structure,,uncategorized,rust,rust,RUST::rust.enum_variant_semantics
UASF_0295,rust,1,nodes.declaration;nodes.expression;types.origin;types.structure,,uncategorized,rust,rust,RUST::rust.impl_trait
UASF_0296,c;cpp,1,nodes.declaration;nodes.expression;types.structure,,compiler_ir,cpp,cpp,CPP::clang_ast_semantic_nodes
UASF_0297,csharp,1,nodes.declaration;operations;runtime.contract,,object_model,csharp,csharp,CSHARP::record_semantics
UASF_0298,rust,2,nodes.declaration;operations;scope.binding;types.structure,,uncategorized,rust,rust,RUST::rust.trait_definition;RUST::rust.trait_impl
UASF_0299,rust,2,nodes.declaration;ownership.lifetime;scope.binding;types.structure,,uncategorized,rust,rust,RUST::rust.higher_ranked_lifetimes;RUST::rust.lifetime_parameters
UASF_0300,rust,2,nodes.declaration;scope.binding;types.origin;types.structure,,uncategorized,rust,rust,RUST::rust.associated_types;RUST::rust.generic_bounds
UASF_0301,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,annotation.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::attribute_annotation
UASF_0302,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,binding.graph;data.flow,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::constant
UASF_0303,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,binding.graph;data.flow;effect.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::variable
UASF_0305,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,binding.graph;types.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::generic
UASF_0306,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,control.flow;data.flow;effect.graph;scope.binding,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::function
UASF_0307,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,dispatch.graph;scope.binding;types.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::interface_trait
UASF_0308,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,layout.graph;scope.binding;types.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::struct
UASF_0309,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,layout.graph;types.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::enum
UASF_0310,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,scope.binding,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::visibility
UASF_0311,c;cpp;csharp;go;java;kotlin;python;r;rust,1,nodes.declaration;scope.binding;types.structure,scope.binding;types.graph,declaration,generic,python;r;rust;cpp;kotlin;java;csharp;go,GEN::class
UASF_0312,rust,1,nodes.declaration;types.origin;types.structure,,uncategorized,rust,rust,RUST::rust.where_clauses
UASF_0313,c;cpp,1,nodes.expression;object.lifetime,,initialization,cpp,cpp,CPP::c_compound_literals
UASF_0314,r,1,nodes.expression;operations;runtime.contract;types.origin;types.structure,,uncategorized,r,r,R::r.atomic_vector
UASF_0315,r,2,nodes.expression;operations;runtime.contract;types.structure,,uncategorized,r,r,R::r.list_pairlist;R::r.na_value
UASF_0316,c;cpp,1,nodes.expression;operations;template.instantiation,,overload_templates,cpp,cpp,CPP::cpp_fold_expressions
UASF_0317,c;cpp,1,nodes.expression;template.instantiation,,overload_templates,cpp,cpp,CPP::cpp_parameter_packs
UASF_0318,c;cpp,1,object.lifetime;operations;ownership.lifetime,,ownership_lifetime,cpp,cpp,CPP::cpp_copy_move
UASF_0319,c;cpp,1,object.lifetime;ownership.lifetime;value.category,,ownership_lifetime,cpp,cpp,CPP::cpp_reference_binding
UASF_0320,c;cpp,1,object.lifetime;storage.duration,,object_lifetime,cpp,cpp,CPP::c_storage_duration
UASF_0321,c;cpp,1,object.lifetime;value.category,,ownership_lifetime,cpp,cpp,CPP::cpp_temp_materialization
UASF_0322,c;cpp,1,operations;overload.resolution,,overload_templates,cpp,cpp,CPP::cpp_operator_overload
UASF_0323,rust,2,operations;ownership.lifetime;runtime.contract;types.structure,,uncategorized,rust,rust,RUST::rust.copy_semantics;RUST::rust.pin_unpin
UASF_0324,r,2,operations;runtime.contract;types.origin;types.structure,,uncategorized,r,r,R::r.complex_type;R::r.raw_type
UASF_0325,csharp;r;rust,3,operations;runtime.contract;types.structure,,object_members;uncategorized,csharp;r;rust,r;rust;csharp,CSHARP::delegates_multicast;R::r.nan_inf_semantics;RUST::rust.operator_traits
UASF_0326,rust,1,operations;scope.binding;types.origin;types.structure,,uncategorized,rust,rust,RUST::rust.method_resolution
UASF_0327,rust,1,operations;scope.binding;types.structure,,uncategorized,rust,rust,RUST::rust.blanket_impl
UASF_0328,c;cpp,1,overload.resolution;template.instantiation,,overload_templates,cpp,cpp,CPP::cpp_partial_specialization
UASF_0329,c;cpp,1,overload.resolution;template.instantiation;types.origin,,overload_templates,cpp,cpp,CPP::cpp_template_deduction
UASF_0330,rust,1,ownership.lifetime;scope.binding;types.origin;types.structure,,uncategorized,rust,rust,RUST::rust.opaque_types
UASF_0331,csharp,1,runtime.contract;types.structure,,types_numeric,csharp,csharp,CSHARP::native_integer_nint_nuint
UASF_0332,c;cpp,1,scope.binding;types.origin;validation.contract,,compiler_ir,cpp,cpp,CPP::clang_sema_constraints
UASF_0333,c;cpp;csharp,2,types.origin;types.structure,,numeric_types;types_nullability,cpp;csharp,cpp;csharp,CPP::cpp_auto_decltype;CSHARP::nullable_reference_annotations
UASF_0334,go,1,types.structure;validation.contract,constraint.graph;types.graph,type,go,go,GO::go.generics
