canonical_semantic_id,signature_hash,source_feature_count,language_label_count,language_labels,evidence_channels,semantic_axes,relation_axes,categories,source_features
UASF_0123,cf210b837ffa95575ac52ce1,5,1,java,BASE_553_MATRIX,compiletime.semantics;dialect.extension;lowering.pipeline;nodes.declaration;types.structure,,compiletime_metadata,JAVA::java.annotation_processing;JAVA::java.bridge_synthetic_methods;JAVA::java.classfile_lowering;JAVA::java.compile_time_constants;JAVA::java.preview_feature_gating
UASF_0124,10b42f0813fd8c2c537d08b2,1,1,r,BASE_553_MATRIX,compiletime.semantics;dialect.extension;lowering.pipeline;runtime.contract,,uncategorized,R::r.bytecode_compiler
UASF_0125,013e768fa0f95634d28518fa,1,1,rust,BASE_553_MATRIX,compiletime.semantics;dialect.extension;nodes.declaration,,uncategorized,RUST::rust.attributes_cfg
UASF_0126,55ca6e91b86bb07dc74edd0c,1,1,rust,BASE_553_MATRIX,compiletime.semantics;dialect.extension;runtime.contract,,uncategorized,RUST::rust.feature_gates
UASF_0127,8a6bfce296f0a77bffdc6040,2,2,rust;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,compiletime.semantics;effect.graph;evaluation.order;operations;runtime.contract,,uncategorized,RUST::rust.const_eval;ZIG::source.compile_time_eval
UASF_0128,f7410729a307a3853fc46d14,1,1,csharp,BASE_553_MATRIX,compiletime.semantics;nodes.declaration,,declarations,CSHARP::required_members
UASF_0129,85e8ed56ccaa1f52f517fd01,1,1,csharp,BASE_553_MATRIX,compiletime.semantics;nodes.declaration;runtime.contract,,metadata_runtime,CSHARP::attributes_metadata
UASF_0130,cbe797178be8aa714d44f3cf,2,1,rust,BASE_553_MATRIX,compiletime.semantics;nodes.declaration;scope.binding,,uncategorized,RUST::rust.crate_module_resolution;RUST::rust.visibility_privacy
UASF_0131,b1dca7adc0c8a2d6c2573865,2,1,rust,BASE_553_MATRIX,compiletime.semantics;nodes.declaration;types.origin;types.structure,,uncategorized,RUST::rust.associated_consts;RUST::rust.const_generics
UASF_0132,b341059d605579d038c28214,1,1,rust,BASE_553_MATRIX,compiletime.semantics;operations;types.structure,,uncategorized,RUST::rust.specialization
UASF_0133,4ca64fe48e872c6c7a454e1d,1,1,cpp,BASE_553_MATRIX,compiletime.semantics;overload.resolution;template.instantiation,,overload_templates,CPP::cpp_sfinae
UASF_0134,2021393f18b1b27d352deaf4,1,1,cpp,BASE_553_MATRIX,compiletime.semantics;overload.resolution;types.structure,,overload_templates,CPP::cpp_concepts_constraints
UASF_0135,5298853e2c6481184918c0f7,2,1,cpp,BASE_553_MATRIX,compiletime.semantics;preprocessor.semantics,,preprocessor,CPP::cpp_preprocessor_conditional;CPP::cpp_preprocessor_macro
UASF_0136,4ab4a9f9c360ea2f3aa132fe,1,1,rust,BASE_553_MATRIX,compiletime.semantics;runtime.contract;scope.binding;types.structure,,uncategorized,RUST::rust.coherence_orphan
UASF_0137,4fd22adc97a57d0aef578811,1,1,cpp,BASE_553_MATRIX,compiletime.semantics;template.instantiation;types.structure,,overload_templates,CPP::cpp_templates
UASF_0138,ab6275fc7a6a0fdc19b862c4,1,1,csharp,BASE_553_MATRIX,compiletime.semantics;types.origin,,types_nullability,CSHARP::null_forgiving_operator
UASF_0139,60b5cd36d0b2ee3d5afde30e,4,1,kotlin,BASE_553_MATRIX,concurrency.model;control.flow;data.flow;evaluation.order;lowering.pipeline;runtime.contract;synchronization,,uncategorized,KOTLIN::kotlin.continuation_state_machine;KOTLIN::kotlin.coroutine_suspension_points;KOTLIN::kotlin.suspend_lambda;KOTLIN::kotlin.suspend_resume
UASF_0140,8d30b69f20e17b5473639741,1,1,rust,BASE_553_MATRIX,concurrency.model;control.flow;data.flow;evaluation.order;operations,,uncategorized,RUST::rust.async_await
UASF_0141,11cbc549c05175c880071f03,1,1,rust,BASE_553_MATRIX,concurrency.model;control.flow;data.flow;evaluation.order;ownership.lifetime,,uncategorized,RUST::rust.await_suspension
UASF_0142,2635754683c2609029d46e9e,2,1,go,BASE_553_MATRIX,concurrency.model;control.flow;effect.graph,concurrency.graph;control.flow;effect.graph,concurrency,GO::go.statement;GO::go.select
UASF_0143,434dc736ead8d10a63ead2f1,1,1,rust,BASE_553_MATRIX,concurrency.model;control.flow;operations;runtime.contract,,uncategorized,RUST::rust.future_poll
UASF_0144,ecfd02438378270fbe12ddd0,1,1,go,BASE_553_MATRIX,concurrency.model;data.flow;effect.graph,concurrency.graph;data.flow;effect.graph,concurrency,GO::go.channel
UASF_0145,dd820666b44057a8b0684bb9,8,1,java,BASE_553_MATRIX,concurrency.model;data.flow;effect.graph;memory.ordering;runtime.contract;synchronization,,concurrency_memory_model,JAVA::java.atomic_varhandle_ordering;JAVA::java.final_field_memory_semantics;JAVA::java.happens_before_jmm;JAVA::java.monitor_synchronized;JAVA::java.structured_concurrency;JAVA::java.thread_interruption;JAVA::java.virtual_threads;JAVA::java.volatile_semantics
UASF_0146,aee20d3088636c5e2e5545a4,1,1,rust,BASE_553_MATRIX,concurrency.model;effect.graph;memory.ordering;operations;synchronization,,uncategorized,RUST::rust.atomic_ordering
UASF_0147,42a8af93490759fb48441b2c,1,1,go,BASE_553_MATRIX,concurrency.model;memory.model,concurrency.graph;memory.graph,concurrency,GO::go.memory_model
UASF_0148,cf64b7b6f8dcf2fe694654ff,1,1,rust,BASE_553_MATRIX,concurrency.model;memory.model;memory.ordering;runtime.contract;synchronization,,uncategorized,RUST::rust.thread_memory_model
UASF_0149,a6f02221775fe81753eb00b2,1,1,rust,BASE_553_MATRIX,concurrency.model;memory.ordering;ownership.lifetime;types.structure,,uncategorized,RUST::rust.send_sync_auto_traits
UASF_0150,c9d8e5f9596c6edad098bd37,1,1,c,BASE_553_MATRIX,concurrency.model;memory.ordering;synchronization,,concurrency_memory,CPP::c_atomic_memory_order
UASF_0151,fd98eb582c5c936ce6622807,3,3,generic_archetype;julia;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,concurrency.model;memory.ordering;synchronization,concurrency.graph;control.flow,concurrency,GEN::task_async;JULIA::source.task_concurrency;SWIFT::source.task_async
UASF_0152,4895473432b7e27bd5e8c4d7,2,2,generic_archetype;julia,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,concurrency.model;memory.ordering;synchronization,concurrency.graph;data.flow;effect.graph,concurrency,GEN::channel;JULIA::source.channel
UASF_0153,4168ca234d1b70a835e93a30,5,3,generic_archetype;julia;nim,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,concurrency.model;memory.ordering;synchronization,concurrency.graph;effect.graph,concurrency,GEN::lock_mutex;GEN::thread;JULIA::source.lock_mutex;JULIA::source.thread_concurrency;NIM::source.thread
UASF_0154,81640d07a7c61ef02d24263e,3,3,generic_archetype;julia;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,concurrency.model;memory.ordering;synchronization,concurrency.graph;effect.graph;memory.graph,concurrency,GEN::atomic;JULIA::source.atomic;ZIG::source.atomic
UASF_0155,d2c0ebab0136120caa0f9664,2,2,generic_archetype;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,concurrency.model;memory.ordering;synchronization,concurrency.graph;memory.graph,concurrency,GEN::memory_model;ZIG::source.memory_model
UASF_0156,ccd612fa664def7907056248,1,1,c,BASE_553_MATRIX,concurrency.model;storage.duration,,concurrency_memory,CPP::c_thread_local
UASF_0157,242cfd7fa1951d1212c797e1,8,1,kotlin,BASE_553_MATRIX,control.flow;conversion.semantics;data.flow;evaluation.order;operations;runtime.contract;types.structure,,uncategorized,KOTLIN::kotlin.definitely_non_null_type;KOTLIN::kotlin.elvis_operator;KOTLIN::kotlin.non_null_assertion;KOTLIN::kotlin.null_safety_flow;KOTLIN::kotlin.nullable_type;KOTLIN::kotlin.platform_flexible_type;KOTLIN::kotlin.safe_call;KOTLIN::kotlin.smart_cast
UASF_0158,d814baa745afd1812237831c,1,1,cpp,BASE_553_MATRIX,control.flow;coroutine.state_machine;object.lifetime,,coroutines,CPP::cpp_coroutine_lowering
UASF_0159,552151f13e75c63c02ae4312,1,1,cpp,BASE_553_MATRIX,control.flow;coroutine.state_machine;operations,,coroutines,CPP::cpp_co_yield
UASF_0160,d82032d780408a5ad4bafc4b,1,2,c;cpp,BASE_553_MATRIX,control.flow;data.flow;effect.graph,,compiler_ir,CPP::clang_cfg
UASF_0161,59ba1e6c48e5338bf758763f,1,1,rust,BASE_553_MATRIX,control.flow;data.flow;effect.graph;evaluation.order,,uncategorized,RUST::rust.match_guards
UASF_0162,d5ac87389617c569b770d1ff,1,1,rust,BASE_553_MATRIX,control.flow;data.flow;effect.graph;evaluation.order;lowering.pipeline,,uncategorized,RUST::rust.mir_semantics
UASF_0163,db4053da7b96665d1101908d,10,2,java;kotlin,BASE_553_MATRIX,control.flow;data.flow;effects.control;evaluation.order;nodes.expression;types.structure,,control_patterns;uncategorized,JAVA::java.assert_semantics;JAVA::java.foreach_desugaring;JAVA::java.labeled_break_continue;JAVA::java.pattern_instanceof;JAVA::java.pattern_switch_exhaustiveness;JAVA::java.record_patterns;JAVA::java.switch_expression;KOTLIN::kotlin.labeled_control_flow;KOTLIN::kotlin.when_exhaustiveness;KOTLIN::kotlin.when_expression
UASF_0164,4250525689c9aabf13dd0ad9,1,1,rust,BASE_553_MATRIX,control.flow;data.flow;evaluation.order;lowering.pipeline;types.structure,,uncategorized,RUST::rust.generator_coroutine
UASF_0165,0406e41fcc86769706aeed6b,1,1,kotlin,BASE_553_MATRIX,control.flow;data.flow;evaluation.order;operations;types.structure,,uncategorized,KOTLIN::kotlin.range_progression_iteration
UASF_0166,7f6e06222e05d8204a698027,1,1,rust,BASE_553_MATRIX,control.flow;data.flow;evaluation.order;types.structure,,uncategorized,RUST::rust.loop_break_value
UASF_0167,fec3e3d9cd5633d045c54319,1,1,csharp,BASE_553_MATRIX,control.flow;data.flow;types.origin,,types_nullability,CSHARP::nullable_flow_analysis
UASF_0168,7c2781040e21ce4273c1bbe0,2,1,go,BASE_553_MATRIX,control.flow;effect.graph,control.flow;effect.graph,control,GO::go.defer;GO::go.panic_recover
UASF_0169,c21759d0cd775dcc5a8d8407,1,1,r,BASE_553_MATRIX,control.flow;effect.graph;effects.control;evaluation.order,,uncategorized,R::r.on_exit_cleanup
UASF_0170,e333dd0af853fa771b3d69b0,5,2,java;kotlin,BASE_553_MATRIX,control.flow;effect.graph;effects.control;evaluation.order;runtime.contract,,exceptions_resources;uncategorized,JAVA::java.checked_unchecked_exceptions;JAVA::java.try_catch_finally;JAVA::java.try_with_resources_suppression;KOTLIN::kotlin.exception_throw_catch_finally;KOTLIN::kotlin.try_expression
UASF_0171,59f2f320c49c9bb0a1edea68,1,1,r,BASE_553_MATRIX,control.flow;effect.graph;effects.control;runtime.contract;types.structure,,uncategorized,R::r.condition_system
UASF_0172,8fb064c3e6d92bc3f8088ab4,1,1,rust,BASE_553_MATRIX,control.flow;effect.graph;evaluation.order;ownership.lifetime,,uncategorized,RUST::rust.destructor_order
UASF_0173,ad77a9bfdf6e6130c0d759c2,1,1,rust,BASE_553_MATRIX,control.flow;effect.graph;evaluation.order;ownership.lifetime;runtime.contract,,uncategorized,RUST::rust.drop_semantics
UASF_0174,ace79fe4d617c380831fd941,1,1,csharp,BASE_553_MATRIX,control.flow;effect.graph;lowering.pipeline,,async_iterators,CSHARP::async_await_csharp
UASF_0175,a5d309733b761881e0e2f91d,1,1,csharp,BASE_553_MATRIX,control.flow;effect.graph;operations,,async_iterators,CSHARP::await_foreach
UASF_0176,d91510041102f62dbe6a0dba,4,1,csharp,BASE_553_MATRIX,control.flow;effect.graph;runtime.contract,,async_iterators;exceptions_resources,CSHARP::await_using;CSHARP::exception_filters;CSHARP::try_finally_unwind;CSHARP::using_dispose_pattern
UASF_0177,47f79e5ec02d9b7d85571543,1,1,go,BASE_553_MATRIX,control.flow;effect.graph;types.structure,control.flow;effect.graph;types.graph,expression,GO::go.type_assertion
UASF_0178,f3c5b99ae15ccabce04a1c58,4,4,generic_archetype;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order,binding.graph;control.flow;data.flow,control,GEN::switch_match;NIM::source.switch_match;SWIFT::source.switch_match;ZIG::source.switch_match
UASF_0179,06ae2752ed8fd3562903adfe,1,1,generic_archetype,BASE_553_MATRIX,control.flow;effects.control;evaluation.order,binding.graph;control.flow;data.flow;effect.graph,control,GEN::foreach_iteration
UASF_0180,9a20140a5d94d0d8f5e12865,11,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order,control.flow,control,GEN::break;GEN::continue;GEN::goto_label;JULIA::source.break_control;JULIA::source.continue_control;NIM::source.break_control;NIM::source.continue_control;SWIFT::source.break_control;SWIFT::source.continue_control;ZIG::source.break_control;ZIG::source.continue_control
UASF_0181,8e56798ef79f91e11db58694,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order,control.flow;data.flow,control,GEN::return;JULIA::source.return_control;NIM::source.return_control;SWIFT::source.return_control;ZIG::source.return_control
UASF_0182,fcac79eee22c686af6710555,15,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order,control.flow;data.flow;effect.graph,control,GEN::for;GEN::if;GEN::while;JULIA::source.for_control;JULIA::source.if_control;JULIA::source.while_control;NIM::source.for_control;NIM::source.if_control;NIM::source.while_control;SWIFT::source.for_control;SWIFT::source.if_control;SWIFT::source.while_control;ZIG::source.for_control;ZIG::source.if_control;ZIG::source.while_control
UASF_0183,8c4c024aa055000ef0cf02eb,13,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order,control.flow;effect.graph,control,GEN::defer_cleanup;GEN::exception_try;GEN::throw_raise;JULIA::source.throw_control;JULIA::source.try_control;NIM::source.defer_cleanup;NIM::source.exception_try;NIM::source.throw_raise;SWIFT::source.defer_cleanup;SWIFT::source.exception_try;SWIFT::source.throw_raise;ZIG::source.defer_cleanup;ZIG::source.errdefer_cleanup
UASF_0184,bbaf70c0925309b7b029f073,2,2,rust;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,control.flow;effects.control;evaluation.order;operations;types.structure,,uncategorized,RUST::rust.result_question_operator;ZIG::source.try_error_propagation
UASF_0185,a8c322e9444ec23356229b6f,1,1,r,BASE_553_MATRIX,control.flow;effects.control;evaluation.order;runtime.contract,,uncategorized,R::r.restarts_unwind
UASF_0186,ff4d01ca433461ba26a91e92,1,1,rust,BASE_553_MATRIX,control.flow;effects.control;types.structure,,uncategorized,RUST::rust.never_type_divergence
UASF_0187,247a7201aa42fde23b1a8b51,2,1,csharp,BASE_553_MATRIX,control.flow;evaluation.order;operations,,null_control,CSHARP::conditional_access;CSHARP::null_coalescing
UASF_0188,45cf6731cad1846dc0131971,1,1,csharp,BASE_553_MATRIX,control.flow;lowering.pipeline;runtime.contract,,async_iterators,CSHARP::yield_iterators
UASF_0189,32dab01d402b3c0eebd60c1c,2,1,csharp,BASE_553_MATRIX,control.flow;operations,,patterns_control,CSHARP::relational_logical_patterns;CSHARP::switch_expressions
UASF_0190,e1d565f84b6d850ff8dadeaf,1,1,csharp,BASE_553_MATRIX,control.flow;operations;types.structure,,patterns_control,CSHARP::list_patterns
UASF_0191,3ca15db2f586e724f3cf55eb,1,1,r,BASE_553_MATRIX,conversion.semantics;data.flow;effect.graph;operations;runtime.contract,,uncategorized,R::r.vector_recycling
UASF_0192,18cb0f512c850e6991c5fad7,1,1,r,BASE_553_MATRIX,conversion.semantics;data.flow;evaluation.order;operations;runtime.contract,,uncategorized,R::r.na_propagation
UASF_0193,15ac3702829b9b546928817d,1,1,cpp,BASE_553_MATRIX,conversion.semantics;nodes.expression;value.category,,value_categories,CPP::cpp_value_categories
UASF_0194,3245f3ffd8f8f19669a5c2c9,4,2,c;csharp,BASE_553_MATRIX,conversion.semantics;operations,,call_resolution;numeric_types;types_conversions,CPP::c_unsigned_wrap;CSHARP::explicit_numeric_conversions;CSHARP::implicit_numeric_conversions;CSHARP::params_collections
UASF_0195,2059eb3c6b77c70318ebd88c,2,1,rust,BASE_553_MATRIX,conversion.semantics;operations;ownership.lifetime;types.structure,,uncategorized,RUST::rust.autoderef_autoref;RUST::rust.deref_coercion
UASF_0196,09ecaf820a66e8768268f377,1,1,csharp,BASE_553_MATRIX,conversion.semantics;operations;runtime.contract,,types_conversions,CSHARP::checked_unchecked_context
UASF_0197,45ea230b3f85224de06d72e2,15,2,java;r,BASE_553_MATRIX,conversion.semantics;operations;runtime.contract;types.origin;types.structure,,types_conversions_generics;uncategorized,JAVA::java.array_covariance_store_check;JAVA::java.binary_numeric_promotion;JAVA::java.boxing_unboxing;JAVA::java.capture_conversion;JAVA::java.generic_erasure;JAVA::java.ieee754_always_strict;JAVA::java.intersection_types;JAVA::java.null_reference_semantics;JAVA::java.primitive_widening_narrowing;JAVA::java.raw_types;JAVA::java.type_inference_constraints;JAVA::java.unsigned_absence_signed_wrap;JAVA::java.var_local_inference;JAVA::java.wildcard_extends_super;R::r.coercion_lattice
UASF_0198,033995a4b4780a320ac6f0e6,1,1,c,BASE_553_MATRIX,conversion.semantics;operations;types.structure,,numeric_types,CPP::c_integer_promotions
UASF_0199,0db1157ab5171cd12d86b293,1,1,cpp,BASE_553_MATRIX,conversion.semantics;overload.resolution;types.structure,,overload_templates,CPP::cpp_overload_resolution
UASF_0200,cd767798596f43952800b8af,1,1,c,BASE_553_MATRIX,conversion.semantics;pointer.provenance,,pointer_memory,CPP::c_array_decay
UASF_0201,741f99f90b0d7cb172fac0cd,1,1,csharp,BASE_553_MATRIX,conversion.semantics;runtime.contract,,types_conversions,CSHARP::boxing_unboxing
UASF_0202,31f8abab089e483bdfbe4807,1,1,csharp,BASE_553_MATRIX,conversion.semantics;types.origin,,types_inference,CSHARP::target_typed_expressions
UASF_0203,3f4e01c3d746ace77d81b354,9,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,constraint.graph;types.graph,type,GEN::generic_constraint;GEN::type_inference;JULIA::source.type_inference;JULIA::source.where_constraint;NIM::source.generic_constraint;NIM::source.type_inference;SWIFT::source.generic_constraint;SWIFT::source.type_inference;ZIG::source.type_inference
UASF_0204,65a2506bfab2de2100e15385,4,4,generic_archetype;julia;nim;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,dispatch.graph;types.graph,type,GEN::overload_resolution;JULIA::source.multiple_dispatch_resolution;NIM::source.overload_resolution;SWIFT::source.overload_resolution
UASF_0205,426d68a8056035791f029f38,7,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,effect.graph;types.graph,type,GEN::function_type;GEN::map_type;JULIA::source.function_type;NIM::source.function_type;SWIFT::source.function_type;SWIFT::source.map_type;ZIG::source.function_type
UASF_0206,0894de76dfd27d09e1fd74c8,4,3,generic_archetype;julia;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,layout.graph;types.graph,type,GEN::union_sum;JULIA::source.union_type;ZIG::source.error_union_type;ZIG::source.union_type
UASF_0207,46f352d872cf0bd64c8e241c,8,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,memory.graph;types.graph,type,GEN::pointer;GEN::reference;JULIA::source.ptr_type;NIM::source.pointer_type;NIM::source.reference_type;SWIFT::source.pointer;SWIFT::source.reference_type;ZIG::source.pointer_type
UASF_0208,2580720804b128a9e11ffeb7,35,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,conversion.semantics;types.origin;types.structure,types.graph,type,GEN::array_type;GEN::optional_nullable;GEN::primitive_bool;GEN::primitive_float;GEN::primitive_integer;GEN::primitive_string;GEN::subtyping;GEN::tuple_type;JULIA::source.array_type;JULIA::source.bool_type;JULIA::source.float_type;JULIA::source.integer_type;JULIA::source.nullable_union;JULIA::source.string_type;JULIA::source.tuple_type;NIM::source.array_type;NIM::source.bool_type;NIM::source.float_type;NIM::source.integer_type;NIM::source.string_type;NIM::source.tuple_type;SWIFT::source.array_type;SWIFT::source.bool_type;SWIFT::source.float_type;SWIFT::source.integer_type;SWIFT::source.optional_nullable;SWIFT::source.string_type;SWIFT::source.subtyping;SWIFT::source.tuple_type;ZIG::source.array_type;ZIG::source.bool_type;ZIG::source.float_type;ZIG::source.integer_type;ZIG::source.optional_type;ZIG::source.tuple_type
UASF_0209,c885d4685d93c5d5d880d925,3,1,csharp,BASE_553_MATRIX,conversion.semantics;types.structure,,types_generics;types_nullability;types_tuples,CSHARP::generic_variance;CSHARP::nullable_value_types;CSHARP::tuple_names_and_conversion
UASF_0210,1f326b8d0ff9fa9f10d31686,1,1,cpp,BASE_553_MATRIX,coroutine.state_machine;evaluation.order;operations,,coroutines,CPP::cpp_co_await
UASF_0211,e8e49e924cfdae49f37e9297,1,1,r,BASE_553_MATRIX,data.flow;effect.graph;memory.model;ownership.lifetime;runtime.contract,,uncategorized,R::r.copy_on_modify_named
UASF_0212,638aac70e142513ebdba586d,1,1,rust,BASE_553_MATRIX,data.flow;effect.graph;operations;ownership.lifetime;runtime.contract,,uncategorized,RUST::rust.move_semantics
UASF_0213,770d5e42b44ab95715db429d,1,1,r,BASE_553_MATRIX,data.flow;effect.graph;purity;runtime.contract,,uncategorized,R::r.rng_state
UASF_0214,dd6d49a2aaea5a388387b1a9,1,1,go,BASE_553_MATRIX,data.flow;effect.graph;types.structure,data.flow;effect.graph;types.graph,type,GO::go.map
UASF_0215,9cd6e7175a0af853d131e6c4,2,1,java,BASE_553_MATRIX,data.flow;effects.control;evaluation.order;nodes.expression;operations,,evaluation_operations,JAVA::java.left_to_right_evaluation;JAVA::java.short_circuit_boolean
UASF_0216,46730a9c7efc2023aa93d641,1,1,r,BASE_553_MATRIX,data.flow;evaluation.order;nodes.declaration;runtime.contract;scope.binding,,uncategorized,R::r.default_argument_lazy
UASF_0217,92112e64c21130b03eb0167c,4,4,generic_archetype;julia;nim;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,binding.graph;capture.graph;effect.graph,expression,GEN::closure_lambda;JULIA::source.closure_lambda;NIM::source.closure_lambda;SWIFT::source.closure_lambda
UASF_0218,42d7b662747ea4e9d18e7024,2,2,generic_archetype;julia,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,binding.graph;control.flow;data.flow,expression,GEN::comprehension;JULIA::source.comprehension
UASF_0219,c48411c54f834b0de90fa36d,14,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,binding.graph;data.flow,expression,GEN::identifier;GEN::member_access;GEN::pattern;JULIA::source.identifier_ref;JULIA::source.member_access;NIM::source.identifier;NIM::source.member_access;NIM::source.pattern;SWIFT::source.identifier;SWIFT::source.member_access;SWIFT::source.pattern;ZIG::source.identifier;ZIG::source.member_access;ZIG::source.pattern_destructure
UASF_0220,4de20464805e6b7f70894e82,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,binding.graph;data.flow;effect.graph,expression,GEN::assignment;JULIA::source.assignment;NIM::source.assignment;SWIFT::source.assignment;ZIG::source.assignment
UASF_0221,8b7cc9d0c0d87763f92177c9,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,call.graph;data.flow;effect.graph,expression,GEN::call;JULIA::source.call;NIM::source.call;SWIFT::source.call;ZIG::source.call
UASF_0222,ffe41cb5eab0c65ce0839ed6,2,2,generic_archetype;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,concurrency.graph;control.flow;effect.graph,expression,GEN::await;SWIFT::source.await
UASF_0223,b16b1365970e2f93bcff177c,3,3,generic_archetype;nim;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,control.flow;effect.graph,expression,GEN::yield;NIM::source.yield;SWIFT::source.yield
UASF_0224,8049537a16da09c6e3ec9a29,31,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,data.flow,expression,GEN::array_list;GEN::literal_boolean;GEN::literal_null;GEN::literal_numeric;GEN::literal_string;GEN::set;GEN::tuple;JULIA::source.array_literal;JULIA::source.boolean_literal;JULIA::source.numeric_literal;JULIA::source.string_literal;JULIA::source.tuple_literal;NIM::source.array_literal;NIM::source.null_literal;NIM::source.numeric_literal;NIM::source.set_literal;NIM::source.set_type;NIM::source.string_literal;NIM::source.tuple_literal;SWIFT::source.array_literal;SWIFT::source.boolean_literal;SWIFT::source.null_literal;SWIFT::source.numeric_literal;SWIFT::source.string_literal;SWIFT::source.tuple_literal;ZIG::source.array_literal;ZIG::source.boolean_literal;ZIG::source.null_literal;ZIG::source.numeric_literal;ZIG::source.string_literal;ZIG::source.tuple_literal
UASF_0225,d736949578be84548ee2b56a,21,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,data.flow;effect.graph,expression,GEN::binary_op;GEN::index;GEN::map_dict;GEN::slice;GEN::unary_op;JULIA::source.binary_operation;JULIA::source.indexing;JULIA::source.unary_operation;NIM::source.binary_operation;NIM::source.indexing;NIM::source.map_literal;NIM::source.slice;NIM::source.unary_operation;SWIFT::source.binary_operation;SWIFT::source.indexing;SWIFT::source.map_literal;SWIFT::source.unary_operation;ZIG::source.binary_operation;ZIG::source.indexing;ZIG::source.slice;ZIG::source.unary_operation
UASF_0226,868ba177ecb7297d5aab900a,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,data.flow;evaluation.order;nodes.expression;operations,data.flow;types.graph,expression,GEN::cast_conversion;JULIA::source.cast_conversion;NIM::source.cast_conversion;SWIFT::source.cast_conversion;ZIG::source.cast_conversion
UASF_0227,f290e31ac4f3e414e93b3134,1,1,r,BASE_553_MATRIX,data.flow;evaluation.order;nodes.expression;runtime.contract,,uncategorized,R::r.missing_argument
UASF_0228,f52d6710a50464aa6f51989f,1,1,r,BASE_553_MATRIX,data.flow;evaluation.order;operations;runtime.contract,,uncategorized,R::r.one_based_index
UASF_0229,71899dfe58a74dce5b28bb39,1,1,r,BASE_553_MATRIX,data.flow;evaluation.order;operations;runtime.contract;types.structure,,uncategorized,R::r.vectorized_operation
UASF_0230,3bfe8ee80d128523fec00dd4,1,1,rust,BASE_553_MATRIX,data.flow;memory.model;ownership.lifetime;runtime.contract,,uncategorized,RUST::rust.aliasing_model
