state_id,language,rule,symbol,path
S000527,cpp,initializer_pair,subscript_range_designator,$.members[0].members[0].content.content.members[2]
S000527,cpp,initializer_pair,expression,$.members[0].members[2].content.members[0]
S000527,cpp,initializer_pair,initializer_list,$.members[0].members[2].content.members[1]
S000527,cpp,initializer_pair,_field_identifier,$.members[1].members[0].content
S000527,cpp,initializer_pair,expression,$.members[1].members[2].content.members[0]
S000527,cpp,initializer_pair,initializer_list,$.members[1].members[2].content.members[1]
S000528,cpp,subscript_designator,expression,$.members[1]
S000529,cpp,subscript_range_designator,expression,$.members[1].content
S000529,cpp,subscript_range_designator,expression,$.members[3].content
S000530,cpp,field_designator,_field_identifier,$.members[1]
S000532,cpp,char_literal,escape_sequence,$.members[1].content.members[0]
S000533,cpp,concatenated_string,identifier,$.content.members[0].members[0]
S000533,cpp,concatenated_string,string_literal,$.content.members[0].members[1]
S000533,cpp,concatenated_string,raw_string_literal,$.content.members[0].members[2]
S000533,cpp,concatenated_string,string_literal,$.content.members[1].members[0]
S000533,cpp,concatenated_string,raw_string_literal,$.content.members[1].members[1]
S000533,cpp,concatenated_string,identifier,$.content.members[2].content.members[0]
S000533,cpp,concatenated_string,string_literal,$.content.members[2].content.members[1]
S000533,cpp,concatenated_string,raw_string_literal,$.content.members[2].content.members[2]
S000534,cpp,string_literal,escape_sequence,$.members[1].content.members[1]
S000541,cpp,_type_identifier,identifier,$.content
S000542,cpp,_field_identifier,identifier,$.content
S000543,cpp,_statement_identifier,identifier,$.content
S000544,cpp,_empty_declaration,type_specifier,$.members[0]
S000545,cpp,macro_type_specifier,identifier,$.content.members[0].content
S000545,cpp,macro_type_specifier,type_descriptor,$.content.members[2].content
S000547,cpp,preproc_if_in_block,_preproc_expression,$.content.members[1].content
S000547,cpp,preproc_if_in_block,_block_item,$.content.members[3].content
S000547,cpp,preproc_if_in_block,preproc_else_in_block,$.content.members[4].content.members[0].members[0].content
S000547,cpp,preproc_if_in_block,preproc_elif_in_block,$.content.members[4].content.members[0].members[1].content
S000547,cpp,preproc_if_in_block,preproc_elifdef_in_block,$.content.members[4].content.members[0].members[2].content
S000548,cpp,preproc_ifdef_in_block,identifier,$.content.members[1].content
S000548,cpp,preproc_ifdef_in_block,_block_item,$.content.members[2].content
S000548,cpp,preproc_ifdef_in_block,preproc_else_in_block,$.content.members[3].content.members[0].members[0].content
S000548,cpp,preproc_ifdef_in_block,preproc_elif_in_block,$.content.members[3].content.members[0].members[1].content
S000548,cpp,preproc_ifdef_in_block,preproc_elifdef_in_block,$.content.members[3].content.members[0].members[2].content
S000549,cpp,preproc_else_in_block,_block_item,$.content.members[1].content
S000550,cpp,preproc_elif_in_block,_preproc_expression,$.content.members[1].content
S000550,cpp,preproc_elif_in_block,_block_item,$.content.members[3].content
S000550,cpp,preproc_elif_in_block,preproc_else_in_block,$.content.members[4].content.members[0].members[0].content
S000550,cpp,preproc_elif_in_block,preproc_elif_in_block,$.content.members[4].content.members[0].members[1].content
S000550,cpp,preproc_elif_in_block,preproc_elifdef_in_block,$.content.members[4].content.members[0].members[2].content
S000551,cpp,preproc_elifdef_in_block,identifier,$.content.members[1].content
S000551,cpp,preproc_elifdef_in_block,_block_item,$.content.members[2].content
S000551,cpp,preproc_elifdef_in_block,preproc_else_in_block,$.content.members[3].content.members[0].members[0].content
S000551,cpp,preproc_elifdef_in_block,preproc_elif_in_block,$.content.members[3].content.members[0].members[1].content
S000551,cpp,preproc_elifdef_in_block,preproc_elifdef_in_block,$.content.members[3].content.members[0].members[2].content
S000552,cpp,placeholder_type_specifier,qualified_type_identifier,$.content.members[0].content.members[0].members[0].content
S000552,cpp,placeholder_type_specifier,template_type,$.content.members[0].content.members[0].members[1]
S000552,cpp,placeholder_type_specifier,_type_identifier,$.content.members[0].content.members[0].members[2]
S000552,cpp,placeholder_type_specifier,auto,$.content.members[1].members[0]
S000552,cpp,placeholder_type_specifier,decltype_auto,$.content.members[1].members[1].content
S000554,cpp,decltype_auto,auto,$.members[2]
S000555,cpp,decltype,expression,$.members[2]
S000556,cpp,annotation,expression,$.members[1]
S000557,cpp,_class_declaration,attribute_specifier,$.members[0].content.members[0]
S000557,cpp,_class_declaration,alignas_qualifier,$.members[0].content.members[1]
S000557,cpp,_class_declaration,ms_declspec_modifier,$.members[1].members[0]
S000557,cpp,_class_declaration,attribute_declaration,$.members[2].content
S000557,cpp,_class_declaration,_class_declaration_item,$.members[3]
S000558,cpp,_class_declaration_item,_class_name,$.content.members[0].members[0].content
S000558,cpp,_class_declaration_item,_class_name,$.content.members[0].members[1].members[0].members[0].content
S000558,cpp,_class_declaration_item,virtual_specifier,$.content.members[0].members[1].members[1].members[0]
S000558,cpp,_class_declaration_item,base_class_clause,$.content.members[0].members[1].members[2].members[0]
S000558,cpp,_class_declaration_item,field_declaration_list,$.content.members[0].members[1].members[3].content
S000558,cpp,_class_declaration_item,attribute_specifier,$.content.members[1].members[0]
S000559,cpp,class_specifier,_class_declaration,$.members[1]
S000560,cpp,_class_name,_type_identifier,$.content.members[0]
S000560,cpp,_class_name,template_type,$.content.members[1]
S000560,cpp,_class_name,splice_type_specifier,$.content.members[2]
S000560,cpp,_class_name,qualified_type_identifier,$.content.members[3].content
S000562,cpp,explicit_function_specifier,expression,$.members[1].content.members[2]
S000563,cpp,base_class_clause,attribute_declaration,$.members[1].members[0].members[0].content
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[0].members[1].members[0].members[0]
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[0].members[1].members[0].members[1].members[0]
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[0].members[1].members[0].members[2].members[1].members[0]
S000563,cpp,base_class_clause,_class_name,$.members[1].members[0].members[2]
S000563,cpp,base_class_clause,attribute_declaration,$.members[1].members[1].content.members[1].members[0].content
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[1].content.members[1].members[1].members[0].members[0]
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[1].content.members[1].members[1].members[0].members[1].members[0]
S000563,cpp,base_class_clause,access_specifier,$.members[1].members[1].content.members[1].members[1].members[0].members[2].members[1].members[0]
S000563,cpp,base_class_clause,_class_name,$.members[1].members[1].content.members[1].members[2]
S000564,cpp,_enum_base_clause,qualified_type_identifier,$.content.members[1].content.members[0].content
S000564,cpp,_enum_base_clause,_type_identifier,$.content.members[1].content.members[1]
S000564,cpp,_enum_base_clause,primitive_type,$.content.members[1].content.members[2]
S000564,cpp,_enum_base_clause,sized_type_specifier,$.content.members[1].content.members[3]
S000565,cpp,dependent_type,type_specifier,$.content.content.members[1]
S000566,cpp,module_name,identifier,$.members[0]
S000566,cpp,module_name,identifier,$.members[1].content.members[1]
S000567,cpp,module_partition,module_name,$.members[1]
S000568,cpp,module_declaration,module_name,$.members[2].content
S000568,cpp,module_declaration,module_partition,$.members[3].content.members[0]
S000568,cpp,module_declaration,attribute_declaration,$.members[4].members[0]
S000569,cpp,export_declaration,_block_item,$.content.members[1].members[0]
S000569,cpp,export_declaration,declaration_list,$.content.members[1].members[1]
S000570,cpp,import_declaration,module_name,$.members[1].members[0].content
S000570,cpp,import_declaration,module_partition,$.members[1].members[1].content
S000570,cpp,import_declaration,string_literal,$.members[1].members[2].content.members[0]
S000570,cpp,import_declaration,system_lib_string,$.members[1].members[2].content.members[1]
S000570,cpp,import_declaration,attribute_declaration,$.members[2].members[0]
S000573,cpp,template_declaration,template_parameter_list,$.members[1].content
S000573,cpp,template_declaration,requires_clause,$.members[2].members[0]
S000573,cpp,template_declaration,_empty_declaration,$.members[3].members[0]
S000573,cpp,template_declaration,alias_declaration,$.members[3].members[1]
S000573,cpp,template_declaration,declaration,$.members[3].members[2]
S000573,cpp,template_declaration,template_declaration,$.members[3].members[3]
S000573,cpp,template_declaration,function_definition,$.members[3].members[4]
S000573,cpp,template_declaration,concept_definition,$.members[3].members[5]
S000573,cpp,template_declaration,friend_declaration,$.members[3].members[6]
S000573,cpp,template_declaration,constructor_or_destructor_declaration,$.members[3].members[7].content
S000573,cpp,template_declaration,constructor_or_destructor_definition,$.members[3].members[8].content
S000573,cpp,template_declaration,operator_cast_declaration,$.members[3].members[9].content
S000573,cpp,template_declaration,operator_cast_definition,$.members[3].members[10].content
S000574,cpp,template_instantiation,_declaration_specifiers,$.content.members[2].members[0]
S000574,cpp,template_instantiation,_declarator,$.content.members[3].content
S000575,cpp,template_parameter_list,parameter_declaration,$.members[1].members[0].members[0].members[0]
S000575,cpp,template_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[0].members[1]
S000575,cpp,template_parameter_list,type_parameter_declaration,$.members[1].members[0].members[0].members[2]
S000575,cpp,template_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[0].members[3]
S000575,cpp,template_parameter_list,variadic_type_parameter_declaration,$.members[1].members[0].members[0].members[4]
S000575,cpp,template_parameter_list,optional_type_parameter_declaration,$.members[1].members[0].members[0].members[5]
S000575,cpp,template_parameter_list,template_template_parameter_declaration,$.members[1].members[0].members[0].members[6]
S000575,cpp,template_parameter_list,parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[0]
S000575,cpp,template_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[1]
S000575,cpp,template_parameter_list,type_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[2]
S000575,cpp,template_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[3]
S000575,cpp,template_parameter_list,variadic_type_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[4]
S000575,cpp,template_parameter_list,optional_type_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[5]
S000575,cpp,template_parameter_list,template_template_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[6]
S000576,cpp,type_parameter_declaration,_type_identifier,$.content.members[1].members[0]
S000577,cpp,variadic_type_parameter_declaration,_type_identifier,$.content.members[2].members[0]
S000578,cpp,optional_type_parameter_declaration,_type_identifier,$.members[1].members[0].content
S000578,cpp,optional_type_parameter_declaration,type_specifier,$.members[3].content
S000579,cpp,template_template_parameter_declaration,template_parameter_list,$.members[1].content
S000579,cpp,template_template_parameter_declaration,type_parameter_declaration,$.members[2].members[0]
S000579,cpp,template_template_parameter_declaration,variadic_type_parameter_declaration,$.members[2].members[1]
S000579,cpp,template_template_parameter_declaration,optional_type_parameter_declaration,$.members[2].members[2]
S000580,cpp,explicit_object_parameter_declaration,this,$.members[0]
S000580,cpp,explicit_object_parameter_declaration,parameter_declaration,$.members[1]
S000581,cpp,optional_parameter_declaration,_declaration_specifiers,$.members[0]
S000581,cpp,optional_parameter_declaration,_declarator,$.members[1].content.members[0].members[0]
S000581,cpp,optional_parameter_declaration,abstract_reference_declarator,$.members[1].content.members[0].members[1]
S000581,cpp,optional_parameter_declaration,expression,$.members[3].content
S000582,cpp,variadic_parameter_declaration,_declaration_specifiers,$.members[0]
S000582,cpp,variadic_parameter_declaration,variadic_declarator,$.members[1].content.members[0]
S000582,cpp,variadic_parameter_declaration,variadic_reference_declarator,$.members[1].content.members[1].content
S000583,cpp,variadic_declarator,identifier,$.members[1].members[0]
S000584,cpp,variadic_reference_declarator,variadic_declarator,$.members[1]
S000585,cpp,operator_cast,_declaration_specifiers,$.content.members[1]
S000585,cpp,operator_cast,_abstract_declarator,$.content.members[2].content
S000586,cpp,field_initializer_list,field_initializer,$.members[1].members[0]
S000586,cpp,field_initializer_list,field_initializer,$.members[1].members[1].content.members[1]
S000587,cpp,field_initializer,_field_identifier,$.content.members[0].members[0]
S000587,cpp,field_initializer,template_method,$.content.members[0].members[1]
S000587,cpp,field_initializer,qualified_field_identifier,$.content.members[0].members[2].content
S000587,cpp,field_initializer,initializer_list,$.content.members[1].members[0]
S000587,cpp,field_initializer,argument_list,$.content.members[1].members[1]
S000588,cpp,inline_method_definition,_declaration_specifiers,$.members[0]
S000588,cpp,inline_method_definition,_field_declarator,$.members[1].content
S000588,cpp,inline_method_definition,compound_statement,$.members[2].members[0].content.members[0]
S000588,cpp,inline_method_definition,try_statement,$.members[2].members[0].content.members[1]
S000588,cpp,inline_method_definition,default_method_clause,$.members[2].members[1]
S000588,cpp,inline_method_definition,delete_method_clause,$.members[2].members[2]
S000588,cpp,inline_method_definition,pure_virtual_clause,$.members[2].members[3]
S000589,cpp,_constructor_specifiers,_declaration_modifiers,$.members[0]
S000589,cpp,_constructor_specifiers,explicit_function_specifier,$.members[1]
S000590,cpp,operator_cast_definition,_constructor_specifiers,$.members[0].content
S000590,cpp,operator_cast_definition,operator_cast,$.members[1].content.members[0]
S000590,cpp,operator_cast_definition,qualified_operator_cast_identifier,$.members[1].content.members[1].content
S000590,cpp,operator_cast_definition,compound_statement,$.members[2].content.members[0]
S000590,cpp,operator_cast_definition,try_statement,$.members[2].content.members[1]
S000591,cpp,operator_cast_declaration,_constructor_specifiers,$.content.members[0].content
S000591,cpp,operator_cast_declaration,operator_cast,$.content.members[1].content.members[0]
S000591,cpp,operator_cast_declaration,qualified_operator_cast_identifier,$.content.members[1].content.members[1].content
S000591,cpp,operator_cast_declaration,expression,$.content.members[2].members[0].members[1].content
S000592,cpp,constructor_try_statement,field_initializer_list,$.members[1].members[0]
S000592,cpp,constructor_try_statement,compound_statement,$.members[2].content
S000592,cpp,constructor_try_statement,catch_clause,$.members[3].content
S000593,cpp,constructor_or_destructor_definition,_constructor_specifiers,$.members[0].content
S000593,cpp,constructor_or_destructor_definition,function_declarator,$.members[1].content
S000593,cpp,constructor_or_destructor_definition,field_initializer_list,$.members[2].members[0].members[0].members[0]
S000593,cpp,constructor_or_destructor_definition,compound_statement,$.members[2].members[0].members[1].content
S000593,cpp,constructor_or_destructor_definition,constructor_try_statement,$.members[2].members[1].content
S000593,cpp,constructor_or_destructor_definition,default_method_clause,$.members[2].members[2]
S000593,cpp,constructor_or_destructor_definition,delete_method_clause,$.members[2].members[3]
S000593,cpp,constructor_or_destructor_definition,pure_virtual_clause,$.members[2].members[4]
S000594,cpp,constructor_or_destructor_declaration,_constructor_specifiers,$.members[0].content
S000594,cpp,constructor_or_destructor_declaration,function_declarator,$.members[1].content
S000598,cpp,friend_declaration,declaration,$.members[2].members[0]
S000598,cpp,friend_declaration,function_definition,$.members[2].members[1]
S000598,cpp,friend_declaration,_class_name,$.members[2].members[2].members[1]
S000600,cpp,reference_declarator,_declarator,$.content.content.members[1]
S000601,cpp,reference_field_declarator,_field_declarator,$.content.content.members[1]
S000602,cpp,reference_type_declarator,_type_declarator,$.content.content.members[1]
S000603,cpp,abstract_reference_declarator,_abstract_declarator,$.content.members[1].members[0]
S000604,cpp,structured_binding_declarator,identifier,$.content.members[1].members[0]
S000604,cpp,structured_binding_declarator,identifier,$.content.members[1].members[1].content.members[1]
S000606,cpp,_function_declarator_seq,parameter_list,$.members[0].content
S000606,cpp,_function_declarator_seq,_function_attributes_start,$.members[1].members[0]
S000606,cpp,_function_declarator_seq,ref_qualifier,$.members[2].members[0]
S000606,cpp,_function_declarator_seq,_function_exception_specification,$.members[3].members[0]
S000606,cpp,_function_declarator_seq,_function_attributes_end,$.members[4].members[0]
S000606,cpp,_function_declarator_seq,trailing_return_type,$.members[5].members[0]
S000606,cpp,_function_declarator_seq,_function_postfix,$.members[6].members[0]
S000607,cpp,_function_attributes_start,attribute_specifier,$.content.members[0].members[0].content
S000607,cpp,_function_attributes_start,type_qualifier,$.content.members[0].members[1].content
S000607,cpp,_function_attributes_start,attribute_specifier,$.content.members[1].members[0].content
S000607,cpp,_function_attributes_start,type_qualifier,$.content.members[1].members[1].content
S000608,cpp,_function_exception_specification,noexcept,$.members[0]
S000608,cpp,_function_exception_specification,throw_specifier,$.members[1]
S000609,cpp,_function_attributes_end,gnu_asm_expression,$.content.members[0].members[0]
S000609,cpp,_function_attributes_end,attribute_specifier,$.content.members[1].members[0].members[0].content
S000609,cpp,_function_attributes_end,attribute_declaration,$.content.members[1].members[0].members[1].content
S000609,cpp,_function_attributes_end,attribute_specifier,$.content.members[1].members[1].members[0].content
S000609,cpp,_function_attributes_end,attribute_declaration,$.content.members[1].members[1].members[1].content
S000610,cpp,_function_postfix,virtual_specifier,$.content.members[0].content
S000610,cpp,_function_postfix,requires_clause,$.content.members[1]
S000611,cpp,trailing_return_type,type_descriptor,$.members[1]
S000612,cpp,noexcept,expression,$.content.members[1].members[0].members[1].members[0]
S000613,cpp,throw_specifier,type_descriptor,$.members[1].members[1].members[0].members[0]
S000613,cpp,throw_specifier,type_descriptor,$.members[1].members[1].members[0].members[1].content.members[1]
S000614,cpp,template_type,_type_identifier,$.members[0].content
S000614,cpp,template_type,template_argument_list,$.members[1].content
S000615,cpp,template_method,_field_identifier,$.members[0].content.members[0]
S000615,cpp,template_method,operator_name,$.members[0].content.members[1]
S000615,cpp,template_method,template_argument_list,$.members[1].content
S000616,cpp,template_function,identifier,$.members[0].content
S000616,cpp,template_function,template_argument_list,$.members[1].content
S000617,cpp,template_argument_list,type_descriptor,$.members[1].members[0].members[0].members[0].content
S000617,cpp,template_argument_list,type_parameter_pack_expansion,$.members[1].members[0].members[0].members[1].content.content
S000617,cpp,template_argument_list,expression,$.members[1].members[0].members[0].members[2].content
S000617,cpp,template_argument_list,type_descriptor,$.members[1].members[0].members[1].content.members[1].members[0].content
S000617,cpp,template_argument_list,type_parameter_pack_expansion,$.members[1].members[0].members[1].content.members[1].members[1].content.content
S000617,cpp,template_argument_list,expression,$.members[1].members[0].members[1].content.members[1].members[2].content
S000618,cpp,namespace_definition,attribute_declaration,$.members[2].members[0]
S000618,cpp,namespace_definition,_namespace_identifier,$.members[3].content.members[0].members[0]
S000618,cpp,namespace_definition,nested_namespace_specifier,$.members[3].content.members[0].members[1]
S000618,cpp,namespace_definition,declaration_list,$.members[4].content
S000619,cpp,namespace_alias_definition,_namespace_identifier,$.members[1].content
S000619,cpp,namespace_alias_definition,_namespace_identifier,$.members[3].members[0]
S000619,cpp,namespace_alias_definition,nested_namespace_specifier,$.members[3].members[1]
S000619,cpp,namespace_alias_definition,splice_specifier,$.members[3].members[2]
S000620,cpp,_namespace_specifier,_namespace_identifier,$.members[1]
S000621,cpp,nested_namespace_specifier,_namespace_specifier,$.content.members[0].members[0]
S000621,cpp,nested_namespace_specifier,nested_namespace_specifier,$.content.members[2].members[0]
S000621,cpp,nested_namespace_specifier,_namespace_specifier,$.content.members[2].members[1]
S000622,cpp,using_declaration,attribute_declaration,$.members[0].content
S000622,cpp,using_declaration,identifier,$.members[3].members[0]
S000622,cpp,using_declaration,qualified_identifier,$.members[3].members[1]
S000622,cpp,using_declaration,splice_type_specifier,$.members[3].members[2]
S000623,cpp,alias_declaration,_type_identifier,$.members[1].content
S000623,cpp,alias_declaration,attribute_declaration,$.members[2].content
S000623,cpp,alias_declaration,type_descriptor,$.members[4].content
S000624,cpp,static_assert_declaration,expression,$.members[2].content
S000624,cpp,static_assert_declaration,_string,$.members[3].members[0].members[1].content
S000625,cpp,consteval_block_declaration,compound_statement,$.members[1].content
S000626,cpp,concept_definition,identifier,$.members[1].content
S000626,cpp,concept_definition,expression,$.members[3]
S000627,cpp,for_range_loop,_for_range_loop_body,$.members[2]
S000627,cpp,for_range_loop,statement,$.members[4].content
S000628,cpp,_for_range_loop_body,init_statement,$.members[0].content.members[0]
S000628,cpp,_for_range_loop_body,_declaration_specifiers,$.members[1]
S000628,cpp,_for_range_loop_body,_declarator,$.members[2].content
S000628,cpp,_for_range_loop_body,expression,$.members[4].content.members[0]
S000628,cpp,_for_range_loop_body,initializer_list,$.members[4].content.members[1]
S000629,cpp,init_statement,alias_declaration,$.members[0]
S000629,cpp,init_statement,type_definition,$.members[1]
S000629,cpp,init_statement,declaration,$.members[2]
S000629,cpp,init_statement,expression_statement,$.members[3]
S000630,cpp,condition_clause,init_statement,$.members[1].content.members[0]
S000630,cpp,condition_clause,expression,$.members[2].content.members[0]
S000630,cpp,condition_clause,comma_expression,$.members[2].content.members[1]
S000630,cpp,condition_clause,condition_declaration,$.members[2].content.members[2].content
S000631,cpp,condition_declaration,_declaration_specifiers,$.members[0]
S000631,cpp,condition_declaration,_declarator,$.members[1].content
S000631,cpp,condition_declaration,expression,$.members[2].members[0].members[1].content
S000631,cpp,condition_declaration,initializer_list,$.members[2].members[1].content
S000632,cpp,co_return_statement,expression,$.members[1].members[0]
S000633,cpp,co_yield_statement,expression,$.members[1]
S000634,cpp,throw_statement,expression,$.members[1].members[0]
S000635,cpp,try_statement,compound_statement,$.members[1].content
S000635,cpp,try_statement,catch_clause,$.members[2].content
S000636,cpp,catch_clause,parameter_list,$.members[1].content
S000636,cpp,catch_clause,compound_statement,$.members[2].content
S000637,cpp,raw_string_literal,raw_string_delimiter,$.members[1].members[0].members[0].content
S000637,cpp,raw_string_literal,raw_string_content,$.members[1].members[0].members[2]
S000637,cpp,raw_string_literal,raw_string_delimiter,$.members[1].members[0].members[4]
S000637,cpp,raw_string_literal,raw_string_content,$.members[1].members[1].members[1]
S000638,cpp,subscript_argument_list,expression,$.members[1].members[0].members[0].members[0]
S000638,cpp,subscript_argument_list,initializer_list,$.members[1].members[0].members[0].members[1]
S000638,cpp,subscript_argument_list,expression,$.members[1].members[0].members[1].content.members[1].members[0]
S000638,cpp,subscript_argument_list,initializer_list,$.members[1].members[0].members[1].content.members[1].members[1]
S000639,cpp,co_await_expression,expression,$.content.members[1].content
S000640,cpp,new_expression,argument_list,$.content.members[2].content.members[0]
S000640,cpp,new_expression,type_specifier,$.content.members[3].content
S000640,cpp,new_expression,new_declarator,$.content.members[4].content.members[0]
S000640,cpp,new_expression,argument_list,$.content.members[5].content.members[0].members[0]
S000640,cpp,new_expression,initializer_list,$.content.members[5].content.members[0].members[1]
S000641,cpp,new_declarator,expression,$.content.members[1].content
S000641,cpp,new_declarator,new_declarator,$.content.members[3].members[0]
S000642,cpp,delete_expression,expression,$.members[3]
S000643,cpp,type_requirement,_class_name,$.members[1]
S000644,cpp,compound_requirement,expression,$.members[1]
S000644,cpp,compound_requirement,trailing_return_type,$.members[4].members[0]
S000645,cpp,_requirement,expression_statement,$.members[0].content
S000645,cpp,_requirement,type_requirement,$.members[1]
S000645,cpp,_requirement,compound_requirement,$.members[2]
S000646,cpp,requirement_seq,_requirement,$.members[1].content
S000647,cpp,constraint_conjunction,_requirement_clause_constraint,$.content.members[0].content
S000647,cpp,constraint_conjunction,_requirement_clause_constraint,$.content.members[2].content
S000648,cpp,constraint_disjunction,_requirement_clause_constraint,$.content.members[0].content
S000648,cpp,constraint_disjunction,_requirement_clause_constraint,$.content.members[2].content
S000649,cpp,_requirement_clause_constraint,true,$.members[0]
S000649,cpp,_requirement_clause_constraint,false,$.members[1]
S000649,cpp,_requirement_clause_constraint,_class_name,$.members[2]
S000649,cpp,_requirement_clause_constraint,fold_expression,$.members[3]
S000649,cpp,_requirement_clause_constraint,lambda_expression,$.members[4]
S000649,cpp,_requirement_clause_constraint,requires_expression,$.members[5]
S000649,cpp,_requirement_clause_constraint,expression,$.members[6].members[1]
S000649,cpp,_requirement_clause_constraint,constraint_conjunction,$.members[7]
S000649,cpp,_requirement_clause_constraint,constraint_disjunction,$.members[8]
S000650,cpp,requires_clause,_requirement_clause_constraint,$.members[1].content
S000651,cpp,requires_parameter_list,parameter_declaration,$.members[1].members[0].members[0].members[0]
S000651,cpp,requires_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[0].members[1]
S000651,cpp,requires_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[0].members[2]
S000651,cpp,requires_parameter_list,parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[0]
S000651,cpp,requires_parameter_list,optional_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[1]
S000651,cpp,requires_parameter_list,variadic_parameter_declaration,$.members[1].members[0].members[1].content.members[1].members[2]
S000652,cpp,requires_expression,requires_parameter_list,$.members[1].content.members[0].content
S000652,cpp,requires_expression,requirement_seq,$.members[2].content
S000654,cpp,lambda_declarator,attribute_declaration,$.members[0].members[0].content
S000654,cpp,lambda_declarator,parameter_list,$.members[0].members[1].content
S000654,cpp,lambda_declarator,lambda_specifier,$.members[0].members[2].content
S000654,cpp,lambda_declarator,_function_exception_specification,$.members[0].members[3].members[0]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[0].members[4].content
S000654,cpp,lambda_declarator,trailing_return_type,$.members[0].members[5].members[0]
S000654,cpp,lambda_declarator,requires_clause,$.members[0].members[6].members[0]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[1].content
S000654,cpp,lambda_declarator,attribute_declaration,$.members[2].members[0].content
S000654,cpp,lambda_declarator,trailing_return_type,$.members[2].members[1]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[3].members[0].content
S000654,cpp,lambda_declarator,_function_exception_specification,$.members[3].members[1]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[3].members[2].content
S000654,cpp,lambda_declarator,trailing_return_type,$.members[3].members[3].members[0]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[4].members[0].content
S000654,cpp,lambda_declarator,lambda_specifier,$.members[4].members[1].content
S000654,cpp,lambda_declarator,_function_exception_specification,$.members[4].members[2].members[0]
S000654,cpp,lambda_declarator,attribute_declaration,$.members[4].members[3].content
S000654,cpp,lambda_declarator,trailing_return_type,$.members[4].members[4].members[0]
S000655,cpp,lambda_expression,lambda_capture_specifier,$.members[0].content
S000655,cpp,lambda_expression,template_parameter_list,$.members[1].members[0].members[0].content
S000655,cpp,lambda_expression,requires_clause,$.members[1].members[0].members[1].members[0].content
S000655,cpp,lambda_expression,lambda_declarator,$.members[2].members[0].content
S000655,cpp,lambda_expression,compound_statement,$.members[3].content
S000656,cpp,lambda_capture_specifier,lambda_default_capture,$.content.members[1].members[0]
S000656,cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[1].members[0].members[0]
S000656,cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[1].members[0].members[1].content.members[1]
S000656,cpp,lambda_capture_specifier,lambda_default_capture,$.content.members[1].members[2].members[0]
S000656,cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[2].members[2].members[0]
S000656,cpp,lambda_capture_specifier,_lambda_capture,$.content.members[1].members[2].members[2].members[1].content.members[1]
S000658,cpp,_lambda_capture_identifier,identifier,$.members[1].members[0]
S000658,cpp,_lambda_capture_identifier,qualified_identifier,$.members[1].members[1]
S000658,cpp,_lambda_capture_identifier,identifier_parameter_pack_expansion,$.members[1].members[2].content
S000659,cpp,lambda_capture_initializer,identifier,$.members[2].content
S000659,cpp,lambda_capture_initializer,expression,$.members[4].content
S000660,cpp,_lambda_capture,this,$.members[0].members[1]
S000660,cpp,_lambda_capture,_lambda_capture_identifier,$.members[1]
S000660,cpp,_lambda_capture,lambda_capture_initializer,$.members[2]
S000663,cpp,_unary_left_fold,_fold_operator,$.members[1].content
S000663,cpp,_unary_left_fold,expression,$.members[2].content
S000664,cpp,_unary_right_fold,expression,$.members[0].content
S000664,cpp,_unary_right_fold,_fold_operator,$.members[1].content
S000665,cpp,_binary_fold,expression,$.members[0].content
S000665,cpp,_binary_fold,_binary_fold_operator,$.members[1]
S000665,cpp,_binary_fold,expression,$.members[2].content
S000666,cpp,fold_expression,_unary_right_fold,$.members[1].members[0]
S000666,cpp,fold_expression,_unary_left_fold,$.members[1].members[1]
S000666,cpp,fold_expression,_binary_fold,$.members[1].members[2]
S000667,cpp,parameter_pack_expansion,expression,$.content.members[0].content
S000668,cpp,type_parameter_pack_expansion,type_descriptor,$.members[0].content
S000669,cpp,identifier_parameter_pack_expansion,identifier,$.members[0].content
S000670,cpp,destructor_name,identifier,$.content.members[1]
S000671,cpp,dependent_identifier,template_function,$.members[1]
S000672,cpp,dependent_field_identifier,template_method,$.members[1]
