case_id,language,case_name,exact_row_class,atoms
606,python,Bitwise operators,failure_row_005,EXPRESSION|PARSER
608,python,Comparison operators,failure_row_005,EXPRESSION|PARSER
611,python,Augmented assignments,failure_row_005,EXPRESSION|PARSER
616,python,Tuples with yield,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
618,python,Conditional if expressions,failure_row_106,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|PARSER
619,python,Async context managers and iterators,failure_row_107,AGGREGATE|COMPREHENSION|CONTAINER|CONTROL_FLOW|EXPRESSION|FIELD|PARSER|PATTERN
627,python,Strings,failure_row_011,PARSER
629,python,Raw strings with escaped quotes,failure_row_108,AGGREGATE|CALL|CONTAINER|PARSER
630,python,Format strings,failure_row_109,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|FUNCTION|PARSER
640,python,Dictionary comprehensions,failure_row_110,AGGREGATE|COMPREHENSION|CONTAINER|CONTROL_FLOW|PARSER|PATTERN
642,python,Set comprehensions,failure_row_111,AGGREGATE|COMPREHENSION|CONTAINER|CONTROL_FLOW|INDEX_SLICE|PARSER|PATTERN
644,python,Generator expression,failure_row_112,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|INDEX_SLICE|PARSER|PATTERN
649,python,As patterns,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
655,python,If guards,failure_row_114,CONTROL_FLOW|EXPRESSION|PARSER|PATTERN
656,python,Literals,failure_row_115,EXPRESSION|PARSER|PATTERN
657,python,Comma separated cases,failure_row_116,AGGREGATE|CONTAINER|EXPRESSION|PARSER|PATTERN
658,python,Case terminating in comma,failure_row_115,EXPRESSION|PARSER|PATTERN
659,python,Multiple match patterns,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
660,python,"Match match, case case",failure_row_115,EXPRESSION|PARSER|PATTERN
661,python,Walrus match (Issue #150),failure_row_106,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|PARSER
662,python,Matching objects,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
663,python,Positional arguments,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
664,python,Constants and enums,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
667,python,Complex case patterns on classes,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
668,python,Complex case patterns on complex numbers,failure_row_115,EXPRESSION|PARSER|PATTERN
669,python,Maybe sequence pattern right hand side precedence validation,failure_row_115,EXPRESSION|PARSER|PATTERN
673,python,Print statements,failure_row_005,EXPRESSION|PARSER
674,python,Print statements with redirection,failure_row_005,EXPRESSION|PARSER
675,python,Assert statements,failure_row_005,EXPRESSION|PARSER
676,python,Expression statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
677,python,Delete statements,failure_row_117,AGGREGATE|CONTAINER|EXPRESSION|INDEX_SLICE|PARSER
679,python,Return statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
684,python,For statements,failure_row_118,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|FIELD|PARSER|PATTERN
685,python,Try statements,failure_row_119,EXCEPTION|EXPRESSION|FIELD|PARSER|PATTERN
686,python,With statements,failure_row_113,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|PATTERN
699,python,Global statements,failure_row_005,EXPRESSION|PARSER
700,python,Exec statements,failure_row_120,AGGREGATE|FUNCTION|PARSER
702,python,Escaped newline,failure_row_108,AGGREGATE|CALL|CONTAINER|PARSER
707,julia,named tuple collections,failure_row_121,AGGREGATE|CONTAINER|EXPRESSION|FIELD|PARSER
709,julia,matrix array collections,failure_row_122,EXPRESSION|INDEX_SLICE|PARSER
711,julia,generators,failure_row_106,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|PARSER
713,julia,abstract type definitions,failure_row_050,EXPRESSION|PARSER|TYPE
714,julia,primitive type definitions,failure_row_050,EXPRESSION|PARSER|TYPE
716,julia,parametric struct definitions,failure_row_050,EXPRESSION|PARSER|TYPE
718,julia,function definitions,failure_row_123,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|PARSER|TYPE
720,julia,function definition parameters,failure_row_090,AGGREGATE|CALL|CONTAINER|EXPRESSION|FUNCTION|PARSER|TYPE
725,julia,identifiers,failure_row_011,PARSER
726,julia,field expressions,failure_row_124,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|INDEX_SLICE|PARSER
728,julia,type parametrized expressions,failure_row_090,AGGREGATE|CALL|CONTAINER|EXPRESSION|FUNCTION|PARSER|TYPE
730,julia,function call expressions with do blocks,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
731,julia,macro call expressions,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
732,julia,Qualified macro identifiers,failure_row_125,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|PARSER
733,julia,closed macro call expressions,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
734,julia,quote expressions,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
735,julia,interpolation expressions,failure_row_126,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|INDEX_SLICE|PARSER|TYPE
736,julia,adjoint expressions,failure_row_127,AGGREGATE|CALL|CONTAINER|EXPRESSION|INDEX_SLICE|LEXER|PARSER
737,julia,juxtaposition expressions,failure_row_128,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|INDEX_SLICE|LEXER|PARSER
744,julia,command string literals,failure_row_129,FIELD|PARSER
746,julia,comments,failure_row_005,EXPRESSION|PARSER
747,julia,assignment operators,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
748,julia,binary arithmetic operators,failure_row_005,EXPRESSION|PARSER
750,julia,binary comparison operators,failure_row_005,EXPRESSION|PARSER
751,julia,unary operators,failure_row_130,AGGREGATE|CALL|CONTAINER|EXPRESSION|LEXER|PARSER
753,julia,ternary operator,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
754,julia,operators as values,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
757,julia,let statements,failure_row_005,EXPRESSION|PARSER
758,julia,if statements,failure_row_106,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|PARSER
762,julia,while statements,failure_row_106,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|PARSER
763,julia,return statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
764,julia,export statements,failure_row_005,EXPRESSION|PARSER
766,julia,const statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
771,nim,Let declarations,failure_row_131,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER|TYPE
776,nim,Concept declarations,failure_row_078,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|GENERIC|PARSER|TYPE
777,nim,Routine declarations,failure_row_132,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
778,nim,Enum declarations,failure_row_133,AGGREGATE|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
790,nim,Quoted identifiers,failure_row_011,PARSER
792,nim,Infix expressions,failure_row_080,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|PARSER
793,nim,Dot expressions,failure_row_080,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|PARSER
796,nim,Parenthesized calls,failure_row_134,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|FUNCTION|LEXER|PARSER|TYPE
799,nim,Block statements,failure_row_022,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER
800,nim,If statements,failure_row_135,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|FIELD|FUNCTION|PARSER
801,nim,When statements,failure_row_033,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER
802,nim,Case statements,failure_row_033,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER
803,nim,Try statements,failure_row_080,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|PARSER
806,nim,Routine expressions,failure_row_131,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER|TYPE
816,nim,Block comments,failure_row_108,AGGREGATE|CALL|CONTAINER|PARSER
819,nim,String literals,failure_row_136,AGGREGATE|CONTAINER|FIELD|PARSER
826,nim,Export statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
828,nim,Include statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
834,nim,Return statements,failure_row_005,EXPRESSION|PARSER
835,nim,Bind statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
836,nim,Mixin statements,failure_row_105,AGGREGATE|CONTAINER|EXPRESSION|PARSER
838,nim,Static statements,failure_row_080,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|PARSER
839,nim,Assignment,failure_row_081,AGGREGATE|CALL|CONTAINER|EXPRESSION|FUNCTION|PARSER
840,nim,Defer statements,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
858,csharp,Assignment to Prefix Unary Expressions,failure_row_009,EXPRESSION|FIELD|PARSER
859,csharp,Assignment to Binary Expressions,failure_row_009,EXPRESSION|FIELD|PARSER
861,csharp,Assignment Binary Expressions,failure_row_009,EXPRESSION|FIELD|PARSER
865,csharp,Ternary expressions is type,failure_row_137,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
866,csharp,Ternary expressions is nullable type,failure_row_137,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
915,csharp,Generic type name no type args,failure_row_029,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|GENERIC|PARSER|TYPE
918,csharp,Element binding expression,failure_row_029,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|GENERIC|PARSER|TYPE
923,csharp,Precedence between is operator and conditional_expression,failure_row_138,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
924,csharp,Precedence between is operator and as operator,failure_row_139,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
927,csharp,Negated pattern,failure_row_138,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
928,csharp,Parenthesized pattern,failure_row_140,DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
929,csharp,Pattern Combinators and relational pattern,failure_row_141,DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|RELATION|TYPE
931,csharp,Property patterns,failure_row_140,DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
935,csharp,List patterns,failure_row_142,AGGREGATE|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|INDEX_SLICE|PARSER|PATTERN|TYPE
937,csharp,Conditional expression with member accesses,failure_row_137,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
938,csharp,Conditional access expression,failure_row_137,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
939,csharp,Conditional access to element (should be implicit_element_access),failure_row_143,CALL|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
940,csharp,Conditional access expression with member binding,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
942,csharp,Conditional access expression with simple member access,failure_row_144,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|EXPRESSION|FIELD|PARSER|TYPE
943,csharp,Null-coalescing operator is right-associative,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
944,csharp,Precedence between null-coalescing operator and conditional OR,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
945,csharp,Precedence between null-coalescing operator and conditional operator,failure_row_137,CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
949,csharp,Precedence between is and comparison operators,failure_row_145,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|PARSER|PATTERN|TYPE
950,csharp,Nameof expressions,failure_row_078,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|GENERIC|PARSER|TYPE
951,csharp,Nameof with unbound generic types (C# 14),failure_row_078,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|GENERIC|PARSER|TYPE
952,csharp,Generic invocation expression,failure_row_084,AGGREGATE|CALL|CONTAINER|EXPRESSION|FIELD|FUNCTION|GENERIC|PARSER|TYPE
958,csharp,Precedence between with and equals,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
959,csharp,Associativity of with expression,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
968,csharp,Collection expression in coalescing expression,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
973,csharp,Identifiers,failure_row_093,DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
975,csharp,Literals,failure_row_146,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|FUNCTION|LEXER|PARSER|TYPE
976,csharp,"If, elif and else directives",failure_row_103,CONTROL_FLOW|DECLARATION|FIELD|PARSER|TYPE
977,csharp,If conditions,failure_row_097,CALL|CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1000,csharp,Partial event declarations (C# 14),failure_row_039,AGGREGATE|CONTAINER|DECLARATION|FIELD|PARSER|TYPE
1018,csharp,Class with bodyless properties,failure_row_092,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|FIELD|PARSER|TYPE
1025,java,module with normal annotation,failure_row_098,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|PARSER
1027,java,module with single element annotation,failure_row_098,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|PARSER
1050,java,enum declaration inside an interface,failure_row_147,DECLARATION|FIELD|PARSER|TYPE
1064,java,standalone binary expression,failure_row_005,EXPRESSION|PARSER
1065,java,instanceof expressions,failure_row_148,AGGREGATE|CALL|CONTAINER|EXPRESSION|GENERIC|PARSER|TYPE
1069,java,if statements with assignment without braces,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1070,java,if then else statement,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1072,java,ternary expressions,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1073,java,for statement,failure_row_088,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FIELD|FUNCTION|PARSER|TYPE
1078,java,annotation,failure_row_098,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|PARSER
1080,java,single element annotation,failure_row_149,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FIELD|PARSER
1093,java,wildcard,failure_row_150,CALL|DECLARATION|EXPRESSION|FIELD|GENERIC|PARSER|TYPE
1095,java,empty type arguments,failure_row_089,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|GENERIC|PARSER|TYPE
1107,java,for loops and underscore pattern,failure_row_151,AGGREGATE|CALL|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1117,java,text block,failure_row_005,EXPRESSION|PARSER
1133,kotlin,Annotations,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1134,kotlin,Annotations with use-site-target,failure_row_152,DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1135,kotlin,Multi-annotations,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1136,kotlin,Multiple annotations on a variable,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1146,kotlin,Annotation on declaration still uses modifiers,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1157,kotlin,Primary constructors,failure_row_155,DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1168,kotlin,"Object declaration with explicit delegation, generic type, by on next line",failure_row_156,CALL|DECLARATION|EXPRESSION|PARSER|TYPE
1174,kotlin,Property delegation with by on next line,failure_row_157,CALL|CLOSURE|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1175,kotlin,"Property delegation, line comment before by",failure_row_157,CALL|CLOSURE|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1176,kotlin,"Property delegation, block comment before by",failure_row_157,CALL|CLOSURE|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1180,kotlin,Data class with hanging comma,failure_row_155,DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1181,kotlin,Value class: https://kotlinlang.org/docs/inline-classes.html,failure_row_152,DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1183,kotlin,Functional Interface,failure_row_158,DECLARATION|FUNCTION|PARSER|TYPE
1184,kotlin,Interface with function type delegation specifier,failure_row_159,DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1186,kotlin,Class with several annotations followed by another declaration,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1187,kotlin,Comments,failure_row_005,EXPRESSION|PARSER
1191,kotlin,Comment before safe navigation,failure_row_160,CALL|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN
1194,kotlin,Nested block comment before chain call,failure_row_160,CALL|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN
1197,kotlin,Line comment before else,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1198,kotlin,Block comment before else,failure_row_007,CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1225,kotlin,Name-based destructuring with renaming (short form),failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1226,kotlin,Name-based destructuring with renaming (full form),failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1227,kotlin,Name-based destructuring with mixed renaming,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1228,kotlin,Name-based destructuring with type and renaming,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1246,kotlin,Safe Navigation,failure_row_006,CALL|EXPRESSION|PARSER
1251,kotlin,When expression with prefix unary expressions,failure_row_061,CONTROL_FLOW|EXPRESSION|PARSER
1256,kotlin,Expressions with Soft Keywords,failure_row_162,CALL|CLOSURE|DECLARATION|EXPRESSION|FUNCTION|PARSER
1263,kotlin,Type arguments before navigation suffix,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1265,kotlin,Lambda literals with multi variable declaration with types,failure_row_163,AGGREGATE|CALL|CLOSURE|CONTAINER|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1273,kotlin,If-else without braces or semicolons or newlines,failure_row_061,CONTROL_FLOW|EXPRESSION|PARSER
1300,kotlin,Anonymous function,failure_row_164,CLOSURE|DECLARATION|FUNCTION|PARSER|PATTERN
1301,kotlin,Anonymous function with parameters,failure_row_165,CLOSURE|DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1302,kotlin,Anonymous function with return type,failure_row_165,CLOSURE|DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1303,kotlin,Anonymous function with body,failure_row_166,CALL|CLOSURE|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN
1305,kotlin,Function with backticked name,failure_row_167,DECLARATION|FUNCTION|PARSER
1307,kotlin,Function block with trailing comma,failure_row_043,CLOSURE|DECLARATION|EXPRESSION|FUNCTION|PARSER
1312,kotlin,String literal with lots of repeated quotes,failure_row_005,EXPRESSION|PARSER
1316,kotlin,Multiline string interpolation with prefix,failure_row_005,EXPRESSION|PARSER
1317,kotlin,Single-line string interpolation with prefix,failure_row_005,EXPRESSION|PARSER
1318,kotlin,Expression interpolation with prefix,failure_row_005,EXPRESSION|PARSER
1319,kotlin,Triple-dollar prefix interpolation,failure_row_005,EXPRESSION|PARSER
1320,kotlin,Excess dollars before interpolation,failure_row_005,EXPRESSION|PARSER
1321,kotlin,Excess dollars before expression interpolation,failure_row_005,EXPRESSION|PARSER
1322,kotlin,Literal dollar in multi-dollar string,failure_row_005,EXPRESSION|PARSER
1323,kotlin,Multiple interpolations in multi-dollar string,failure_row_005,EXPRESSION|PARSER
1324,kotlin,Nested multi-dollar strings,failure_row_005,EXPRESSION|PARSER
1334,kotlin,Regex built from triple-quoted parts ending with backslash,failure_row_168,CALL|DECLARATION|EXPRESSION|LEXER|PARSER|PATTERN
1343,kotlin,Else after newline,failure_row_097,CALL|CONTROL_FLOW|EXPRESSION|FIELD|PARSER
1348,kotlin,Comment before safe navigation,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1350,kotlin,Nested block comment before dot,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1365,kotlin,File annotations,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1366,kotlin,Multiple file annotations,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1376,kotlin,Generic wildcard types,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1377,kotlin,Generic parameterized types,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1379,kotlin,Function types with multiple parameters,failure_row_052,CALL|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1384,kotlin,Type alias with type parameters,failure_row_052,CALL|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1385,kotlin,Type alias with type parameters and trailing comma,failure_row_052,CALL|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1395,kotlin,annotationClass,failure_row_155,DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1407,kotlin,const,failure_row_170,DECLARATION|PARSER|PATTERN|TYPE
1411,kotlin,delegatedWithInitializer,failure_row_157,CALL|CLOSURE|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1414,kotlin,DocCommentAfterFileAnnotations,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1418,kotlin,DynamicReceiver,failure_row_171,DECLARATION|FIELD|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1422,kotlin,EnumCommas,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1426,kotlin,EnumIn,failure_row_019,DECLARATION|PARSER|TYPE
1435,kotlin,FloatingPointLiteral,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1441,kotlin,Inner,failure_row_019,DECLARATION|PARSER|TYPE
1442,kotlin,innerClassEnumEntry,failure_row_019,DECLARATION|PARSER|TYPE
1446,kotlin,LineCommentAfterFileAnnotations,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1454,kotlin,NamedClassObject,failure_row_019,DECLARATION|PARSER|TYPE
1461,kotlin,parameterizedSuspendFunctionType,failure_row_172,CALL|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1462,kotlin,parameterizedSuspendFunctionTypeComplex,failure_row_172,CALL|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1463,kotlin,privateConstField,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1468,kotlin,QuotedIdentifiers,failure_row_173,CALL|DECLARATION|EXPRESSION|FUNCTION|PARSER|TYPE
1470,kotlin,repeatableAnnotationClass,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1473,kotlin,sealedInterface,failure_row_019,DECLARATION|PARSER|TYPE
1476,kotlin,specialNames,failure_row_170,DECLARATION|PARSER|PATTERN|TYPE
1480,kotlin,TraitConstructor,failure_row_155,DECLARATION|FUNCTION|PARSER|PATTERN|TYPE
1482,kotlin,typeBoundsAndDelegationSpecifiers,failure_row_174,CALL|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1484,kotlin,TypeModifiers,failure_row_175,CALL|DECLARATION|FIELD|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1488,kotlin,UnderscoredTypeArgumentsOfCall,failure_row_176,CALL|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1490,kotlin,UnderscoredTypeArgumentsOfType,failure_row_172,CALL|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1493,kotlin,validKotlinFunInterface,failure_row_158,DECLARATION|FUNCTION|PARSER|TYPE
1496,swift,Annotations,failure_row_083,DECLARATION|EXPRESSION|PARSER|TYPE
1497,swift,Multiple annotations on a variable,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1509,swift,Effectful getters,failure_row_170,DECLARATION|PARSER|PATTERN|TYPE
1510,swift,Class declaration without any newlines,failure_row_170,DECLARATION|PARSER|PATTERN|TYPE
1511,swift,Protocol composition types,failure_row_170,DECLARATION|PARSER|PATTERN|TYPE
1515,swift,Typealias,failure_row_019,DECLARATION|PARSER|TYPE
1525,swift,Modify declarations,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1539,swift,Both willSet and didSet together,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1541,swift,Noncopyable struct,failure_row_177,DECLARATION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1547,swift,Multi-codepoint emojis,failure_row_173,CALL|DECLARATION|EXPRESSION|FUNCTION|PARSER|TYPE
1548,swift,Emojis with numbers in them,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1551,swift,Nil-coalescing expression,failure_row_005,EXPRESSION|PARSER
1553,swift,Conjunction,failure_row_005,EXPRESSION|PARSER
1554,swift,Conjunction with call sites,failure_row_006,CALL|EXPRESSION|PARSER
1555,swift,Bitwise operations,failure_row_005,EXPRESSION|PARSER
1556,swift,Tuple access operator,failure_row_005,EXPRESSION|PARSER
1557,swift,Ternary expression,failure_row_006,CALL|EXPRESSION|PARSER
1558,swift,Ternary within another expression,failure_row_061,CONTROL_FLOW|EXPRESSION|PARSER
1559,swift,Ternary with a function at the end,failure_row_006,CALL|EXPRESSION|PARSER
1560,swift,Ternary expression with nil arms,failure_row_005,EXPRESSION|PARSER
1569,swift,Function calls,failure_row_006,CALL|EXPRESSION|PARSER
1570,swift,Constructor calls,failure_row_178,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1572,swift,Selectors,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1574,swift,Complex ternary expression,failure_row_179,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1577,swift,Range with force unwrapped contents,failure_row_006,CALL|EXPRESSION|PARSER
1578,swift,Split nullable navigation expression,failure_row_006,CALL|EXPRESSION|PARSER
1579,swift,Property wrapper projections,failure_row_006,CALL|EXPRESSION|PARSER
1581,swift,Tuple expression in function,failure_row_104,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER
