language,tree_sitter_feature,missing_kind
cpp,relation:type_definition>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_definition>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_definition>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_definition>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>abstract_function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>abstract_reference_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>decltype,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>splice_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>template_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_descriptor>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_parameter_declaration>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:type_requirement>splice_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:unary_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:unary_expression>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:union_specifier>field_declaration_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:union_specifier>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:update_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:using_declaration>splice_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:while_statement>compound_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:while_statement>condition_clause,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:abstract_function_declarator>parameter_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:abstract_pointer_declarator>abstract_function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:abstract_pointer_declarator>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>cast_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>concatenated_string,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>extension_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>pointer_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:argument_list>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:array_declarator>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:array_declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:array_declarator>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:assignment_expression>cast_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:assignment_expression>generic_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:assignment_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:assignment_expression>pointer_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:attribute_specifier>argument_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>offsetof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>sizeof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:binary_expression>unary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:bitfield_clause>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:cast_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:cast_expression>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:char_literal>character,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:char_literal>escape_sequence,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:comma_expression>assignment_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:comma_expression>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:comma_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:comma_expression>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:comma_expression>update_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>comment,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>for_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>macro_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>preproc_if,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:compound_statement>return_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:concatenated_string>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:concatenated_string>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>array_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>enum_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>gnu_asm_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>init_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>ms_call_modifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>parenthesized_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>storage_class_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:declaration>union_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enum_specifier>enumerator_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enum_specifier>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enum_specifier>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator>char_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator_list>enumerator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator_list>preproc_if,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:enumerator_list>preproc_ifdef,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>generic_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>gnu_asm_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>offsetof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:expression_statement>sizeof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:extension_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:alternative>preproc_elif,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:alternative>preproc_elifdef,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:alternative>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:argument>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:argument>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:arguments>argument_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:body>compound_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:body>enumerator_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:body>field_declaration_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:condition>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:condition>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:condition>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:condition>unary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>init_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>ms_call_modifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>parenthesized_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:declarator>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:directive>preproc_directive,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:function>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:left>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:left>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:name>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:name>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:parameters>parameter_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:parameters>preproc_params,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:path>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:path>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:path>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:path>system_lib_string,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:right>cast_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:right>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>enum_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:type>union_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:underlying_type>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:value>char_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:value>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:value>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field:value>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>array_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>bitfield_clause,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration_list>field_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration_list>preproc_call,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration_list>preproc_def,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_declaration_list>preproc_ifdef,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_expression>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:field_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>compound_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>expression_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:for_statement>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:function_declarator>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:function_declarator>parenthesized_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:function_declarator>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:function_definition>ms_call_modifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:function_definition>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:generic_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:generic_expression>char_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:generic_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:generic_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:generic_expression>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_clobber_list>concatenated_string,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_clobber_list>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>concatenated_string,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>gnu_asm_clobber_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>gnu_asm_input_operand_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>gnu_asm_output_operand_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>gnu_asm_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_expression>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_input_operand>cast_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_input_operand>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_input_operand>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_input_operand>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_input_operand_list>gnu_asm_input_operand,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_output_operand>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_output_operand>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_output_operand>subscript_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:gnu_asm_output_operand_list>gnu_asm_output_operand,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:init_declarator>char_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:init_declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:init_declarator>initializer_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:init_declarator>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:init_declarator>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:initializer_list>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:macro_type_specifier>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:macro_type_specifier>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:offsetof_expression>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:offsetof_expression>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>array_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_declaration>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_list>parameter_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parameter_list>variadic_parameter,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_declarator>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_declarator>ms_call_modifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_declarator>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_expression>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_expression>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_expression>field_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:parenthesized_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_declarator>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_declarator>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_declarator>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_declarator>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:pointer_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_call>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_call>preproc_directive,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_def>comment,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_def>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_def>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_defined>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>preproc_def,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>preproc_elif,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>return_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elif>unary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elifdef>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elifdef>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_elifdef>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>enumerator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>expression_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>field_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>preproc_include,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_else>return_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_function_def>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_function_def>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_function_def>preproc_params,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>enumerator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>expression_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>preproc_def,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>preproc_elif,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>preproc_elifdef,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_if>return_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>enumerator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>field_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>preproc_elif,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_ifdef>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_include>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_include>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_include>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_include>system_lib_string,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:preproc_params>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:return_statement>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:sized_type_specifier>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:sizeof_expression>field_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:sizeof_expression>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:sizeof_expression>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:string_literal>escape_sequence,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:string_literal>string_content,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:struct_specifier>field_declaration_list,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:struct_specifier>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:subscript_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:subscript_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>comment,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>enum_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>expression_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_call,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_def,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_function_def,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_if,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_ifdef,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>preproc_include,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>type_definition,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:translation_unit>union_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>attribute_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_definition>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_descriptor>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_descriptor>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_descriptor>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_descriptor>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
c,relation:type_descriptor>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
