case_id,fact,present
CASE_673500eb968182755c9afff3,family:CONTROL,0
CASE_673500eb968182755c9afff3,family:ITERATION,0
CASE_673500eb968182755c9afff3,family:LITERAL,0
CASE_673500eb968182755c9afff3,family:LOAD,0
CASE_673500eb968182755c9afff3,family:LOGICAL_BINARY,0
CASE_673500eb968182755c9afff3,family:LOGICAL_UNARY,0
CASE_673500eb968182755c9afff3,family:OPERATION,0
CASE_673500eb968182755c9afff3,kind:AddressOf,0
CASE_673500eb968182755c9afff3,kind:AggregateExpr,0
CASE_673500eb968182755c9afff3,kind:AssignStmt,0
CASE_673500eb968182755c9afff3,kind:BindingPattern,0
CASE_673500eb968182755c9afff3,kind:CallExpr,0
CASE_673500eb968182755c9afff3,kind:ClosureExpr,0
CASE_673500eb968182755c9afff3,kind:Deref,0
CASE_673500eb968182755c9afff3,kind:ForEachStmt,0
CASE_673500eb968182755c9afff3,kind:IfStmt,0
CASE_673500eb968182755c9afff3,kind:IndexExpr,0
CASE_673500eb968182755c9afff3,kind:LiteralExpr,0
CASE_673500eb968182755c9afff3,kind:MemberAccessExpr,0
CASE_673500eb968182755c9afff3,kind:ModuleDecl,1
CASE_673500eb968182755c9afff3,kind:OperationExpr,0
CASE_673500eb968182755c9afff3,kind:ReturnStmt,0
CASE_673500eb968182755c9afff3,kind:Scope,1
CASE_673500eb968182755c9afff3,kind:SliceExpr,0
CASE_673500eb968182755c9afff3,kind:SymbolRef,0
CASE_673500eb968182755c9afff3,language_operation:ASSIGNMENT,0
CASE_673500eb968182755c9afff3,language_operation:BIT_AND,0
CASE_673500eb968182755c9afff3,language_operation:BIT_OR,0
CASE_673500eb968182755c9afff3,language_operation:CALL,0
CASE_673500eb968182755c9afff3,language_operation:DIV,0
CASE_673500eb968182755c9afff3,language_operation:EQ,0
CASE_673500eb968182755c9afff3,language_operation:GT,0
CASE_673500eb968182755c9afff3,language_operation:ITERATION,0
CASE_673500eb968182755c9afff3,language_operation:LE,0
CASE_673500eb968182755c9afff3,language_operation:LITERAL,0
CASE_673500eb968182755c9afff3,language_operation:LOAD,0
CASE_673500eb968182755c9afff3,language_operation:LT,0
CASE_673500eb968182755c9afff3,language_operation:MUL,0
CASE_673500eb968182755c9afff3,language_operation:NE,0
CASE_673500eb968182755c9afff3,language_operation:NOT,0
CASE_673500eb968182755c9afff3,language_operation:OR,0
CASE_673500eb968182755c9afff3,language_operation:RETURN,0
CASE_673500eb968182755c9afff3,language_operation:SUB,0
CASE_673500eb968182755c9afff3,language_operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_673500eb968182755c9afff3,language_operation:UNSUPPORTED.BINARY.LEFT,0
CASE_673500eb968182755c9afff3,language_operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_673500eb968182755c9afff3,language_operation:UNSUPPORTED.IF.CONDITION,0
CASE_673500eb968182755c9afff3,language_operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_673500eb968182755c9afff3,numeric:binary64,1
CASE_673500eb968182755c9afff3,operand:alternate,0
CASE_673500eb968182755c9afff3,operand:argument,0
CASE_673500eb968182755c9afff3,operand:base,0
CASE_673500eb968182755c9afff3,operand:binding,0
CASE_673500eb968182755c9afff3,operand:body,0
CASE_673500eb968182755c9afff3,operand:condition,0
CASE_673500eb968182755c9afff3,operand:consequent,0
CASE_673500eb968182755c9afff3,operand:else,0
CASE_673500eb968182755c9afff3,operand:expression,0
CASE_673500eb968182755c9afff3,operand:key,0
CASE_673500eb968182755c9afff3,operand:left,0
CASE_673500eb968182755c9afff3,operand:member,0
CASE_673500eb968182755c9afff3,operand:operand,0
CASE_673500eb968182755c9afff3,operand:parameter,0
CASE_673500eb968182755c9afff3,operand:right,0
CASE_673500eb968182755c9afff3,operand:sequence,0
CASE_673500eb968182755c9afff3,operand:statement,1
CASE_673500eb968182755c9afff3,operand:target,0
CASE_673500eb968182755c9afff3,operand:then,0
CASE_673500eb968182755c9afff3,operand:value,0
CASE_673500eb968182755c9afff3,operation:ASSIGNMENT,0
CASE_673500eb968182755c9afff3,operation:BIT_AND,0
CASE_673500eb968182755c9afff3,operation:BIT_OR,0
CASE_673500eb968182755c9afff3,operation:CALL,0
CASE_673500eb968182755c9afff3,operation:DIV,0
CASE_673500eb968182755c9afff3,operation:EQ,0
CASE_673500eb968182755c9afff3,operation:GT,0
CASE_673500eb968182755c9afff3,operation:ITERATION,0
CASE_673500eb968182755c9afff3,operation:LE,0
CASE_673500eb968182755c9afff3,operation:LITERAL,0
CASE_673500eb968182755c9afff3,operation:LOAD,0
CASE_673500eb968182755c9afff3,operation:LT,0
CASE_673500eb968182755c9afff3,operation:MUL,0
CASE_673500eb968182755c9afff3,operation:NE,0
CASE_673500eb968182755c9afff3,operation:NOT,0
CASE_673500eb968182755c9afff3,operation:OR,0
CASE_673500eb968182755c9afff3,operation:RETURN,0
CASE_673500eb968182755c9afff3,operation:SUB,0
CASE_673500eb968182755c9afff3,operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_673500eb968182755c9afff3,operation:UNSUPPORTED.BINARY.LEFT,0
CASE_673500eb968182755c9afff3,operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_673500eb968182755c9afff3,operation:UNSUPPORTED.IF.CONDITION,0
CASE_673500eb968182755c9afff3,operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_673500eb968182755c9afff3,primitive:ASSIGNMENT,0
CASE_673500eb968182755c9afff3,primitive:BIT_AND,0
CASE_673500eb968182755c9afff3,primitive:BIT_OR,0
CASE_673500eb968182755c9afff3,primitive:CALL,0
CASE_673500eb968182755c9afff3,primitive:DIV,0
CASE_673500eb968182755c9afff3,primitive:EQ,0
CASE_673500eb968182755c9afff3,primitive:GT,0
CASE_673500eb968182755c9afff3,primitive:ITERATION,0
CASE_673500eb968182755c9afff3,primitive:LE,0
CASE_673500eb968182755c9afff3,primitive:LITERAL,0
CASE_673500eb968182755c9afff3,primitive:LOAD,0
CASE_673500eb968182755c9afff3,primitive:LT,0
CASE_673500eb968182755c9afff3,primitive:MUL,0
CASE_673500eb968182755c9afff3,primitive:NE,0
CASE_673500eb968182755c9afff3,primitive:NOT,0
CASE_673500eb968182755c9afff3,primitive:OR,0
CASE_673500eb968182755c9afff3,primitive:RETURN,0
CASE_673500eb968182755c9afff3,primitive:SUB,0
CASE_673500eb968182755c9afff3,primitive_family:BINDING,0
CASE_673500eb968182755c9afff3,primitive_family:CALL,0
CASE_673500eb968182755c9afff3,primitive_family:COMPARE,0
CASE_673500eb968182755c9afff3,primitive_family:CONTROL,0
CASE_673500eb968182755c9afff3,primitive_family:ITERATION,0
CASE_673500eb968182755c9afff3,primitive_family:LITERAL,0
CASE_673500eb968182755c9afff3,primitive_family:LOAD,0
CASE_673500eb968182755c9afff3,primitive_family:LOGICAL_BINARY,0
CASE_673500eb968182755c9afff3,primitive_family:LOGICAL_UNARY,0
CASE_673500eb968182755c9afff3,primitive_family:OPERATION,0
CASE_673500eb968182755c9afff3,representation:tagged_dynamic_binary64,1
CASE_673500eb968182755c9afff3,result:statement,1
CASE_673500eb968182755c9afff3,result:value,0
CASE_673500eb968182755c9afff3,route:DIRECT,0
CASE_673500eb968182755c9afff3,route:RUNTIME,1
CASE_673500eb968182755c9afff3,target:go,1
CASE_673500eb968182755c9afff3,target:python,1
CASE_673500eb968182755c9afff3,target:rust,1
CASE_673500eb968182755c9afff3,uast:AddressOf,0
CASE_673500eb968182755c9afff3,uast:AggregateExpr,0
CASE_673500eb968182755c9afff3,uast:AssignStmt,0
CASE_673500eb968182755c9afff3,uast:BindingPattern,0
CASE_673500eb968182755c9afff3,uast:CallExpr,0
CASE_673500eb968182755c9afff3,uast:ClosureExpr,0
CASE_673500eb968182755c9afff3,uast:Deref,0
CASE_673500eb968182755c9afff3,uast:ForEachStmt,0
CASE_673500eb968182755c9afff3,uast:IfStmt,0
CASE_673500eb968182755c9afff3,uast:IndexExpr,0
CASE_673500eb968182755c9afff3,uast:LiteralExpr,0
CASE_673500eb968182755c9afff3,uast:MemberAccessExpr,0
CASE_673500eb968182755c9afff3,uast:ModuleDecl,1
CASE_673500eb968182755c9afff3,uast:OperationExpr,0
CASE_673500eb968182755c9afff3,uast:ReturnStmt,0
CASE_673500eb968182755c9afff3,uast:Scope,1
CASE_673500eb968182755c9afff3,uast:SliceExpr,0
CASE_673500eb968182755c9afff3,uast:SymbolRef,0
CASE_6cbd41d77365a146f4751abc,arity:0,1
CASE_6cbd41d77365a146f4751abc,arity:1,1
CASE_6cbd41d77365a146f4751abc,arity:10,0
CASE_6cbd41d77365a146f4751abc,arity:11,0
CASE_6cbd41d77365a146f4751abc,arity:12,0
CASE_6cbd41d77365a146f4751abc,arity:13,0
CASE_6cbd41d77365a146f4751abc,arity:14,0
CASE_6cbd41d77365a146f4751abc,arity:17,0
CASE_6cbd41d77365a146f4751abc,arity:2,1
CASE_6cbd41d77365a146f4751abc,arity:3,0
CASE_6cbd41d77365a146f4751abc,arity:37,0
CASE_6cbd41d77365a146f4751abc,arity:38,0
CASE_6cbd41d77365a146f4751abc,arity:4,0
CASE_6cbd41d77365a146f4751abc,arity:5,0
CASE_6cbd41d77365a146f4751abc,arity:6,0
CASE_6cbd41d77365a146f4751abc,arity:7,0
CASE_6cbd41d77365a146f4751abc,arity:8,0
CASE_6cbd41d77365a146f4751abc,arity:9,0
CASE_6cbd41d77365a146f4751abc,control_flow:structured,0
CASE_6cbd41d77365a146f4751abc,effects:call.unknown,0
CASE_6cbd41d77365a146f4751abc,effects:control,1
CASE_6cbd41d77365a146f4751abc,effects:local.read,1
CASE_6cbd41d77365a146f4751abc,effects:local.write,1
CASE_6cbd41d77365a146f4751abc,evaluation_order:eager_left_to_right,1
CASE_6cbd41d77365a146f4751abc,family:BINDING,1
CASE_6cbd41d77365a146f4751abc,family:CALL,0
CASE_6cbd41d77365a146f4751abc,family:COMPARE,0
CASE_6cbd41d77365a146f4751abc,family:CONTROL,0
CASE_6cbd41d77365a146f4751abc,family:ITERATION,0
CASE_6cbd41d77365a146f4751abc,family:LITERAL,1
CASE_6cbd41d77365a146f4751abc,family:LOAD,1
CASE_6cbd41d77365a146f4751abc,family:LOGICAL_BINARY,0
CASE_6cbd41d77365a146f4751abc,family:LOGICAL_UNARY,0
CASE_6cbd41d77365a146f4751abc,family:OPERATION,0
CASE_6cbd41d77365a146f4751abc,kind:AddressOf,0
CASE_6cbd41d77365a146f4751abc,kind:AggregateExpr,1
CASE_6cbd41d77365a146f4751abc,kind:AssignStmt,1
CASE_6cbd41d77365a146f4751abc,kind:BindingPattern,0
CASE_6cbd41d77365a146f4751abc,kind:CallExpr,0
CASE_6cbd41d77365a146f4751abc,kind:ClosureExpr,0
CASE_6cbd41d77365a146f4751abc,kind:Deref,0
CASE_6cbd41d77365a146f4751abc,kind:ForEachStmt,0
CASE_6cbd41d77365a146f4751abc,kind:IfStmt,0
CASE_6cbd41d77365a146f4751abc,kind:IndexExpr,0
CASE_6cbd41d77365a146f4751abc,kind:LiteralExpr,1
CASE_6cbd41d77365a146f4751abc,kind:MemberAccessExpr,0
CASE_6cbd41d77365a146f4751abc,kind:ModuleDecl,1
CASE_6cbd41d77365a146f4751abc,kind:OperationExpr,0
CASE_6cbd41d77365a146f4751abc,kind:ReturnStmt,0
CASE_6cbd41d77365a146f4751abc,kind:Scope,1
CASE_6cbd41d77365a146f4751abc,kind:SliceExpr,0
CASE_6cbd41d77365a146f4751abc,kind:SymbolRef,1
CASE_6cbd41d77365a146f4751abc,language_operation:ASSIGNMENT,1
CASE_6cbd41d77365a146f4751abc,language_operation:BIT_AND,0
CASE_6cbd41d77365a146f4751abc,language_operation:BIT_OR,0
CASE_6cbd41d77365a146f4751abc,language_operation:CALL,0
CASE_6cbd41d77365a146f4751abc,language_operation:DIV,0
CASE_6cbd41d77365a146f4751abc,language_operation:EQ,0
CASE_6cbd41d77365a146f4751abc,language_operation:GT,0
CASE_6cbd41d77365a146f4751abc,language_operation:ITERATION,0
CASE_6cbd41d77365a146f4751abc,language_operation:LE,0
CASE_6cbd41d77365a146f4751abc,language_operation:LITERAL,1
CASE_6cbd41d77365a146f4751abc,language_operation:LOAD,1
CASE_6cbd41d77365a146f4751abc,language_operation:LT,0
CASE_6cbd41d77365a146f4751abc,language_operation:MUL,0
CASE_6cbd41d77365a146f4751abc,language_operation:NE,0
CASE_6cbd41d77365a146f4751abc,language_operation:NOT,0
CASE_6cbd41d77365a146f4751abc,language_operation:OR,0
CASE_6cbd41d77365a146f4751abc,language_operation:RETURN,0
CASE_6cbd41d77365a146f4751abc,language_operation:SUB,0
CASE_6cbd41d77365a146f4751abc,language_operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_6cbd41d77365a146f4751abc,language_operation:UNSUPPORTED.BINARY.LEFT,0
CASE_6cbd41d77365a146f4751abc,language_operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_6cbd41d77365a146f4751abc,language_operation:UNSUPPORTED.IF.CONDITION,0
CASE_6cbd41d77365a146f4751abc,language_operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_6cbd41d77365a146f4751abc,numeric:binary64,1
CASE_6cbd41d77365a146f4751abc,operand:alternate,0
CASE_6cbd41d77365a146f4751abc,operand:argument,1
CASE_6cbd41d77365a146f4751abc,operand:base,0
CASE_6cbd41d77365a146f4751abc,operand:binding,0
CASE_6cbd41d77365a146f4751abc,operand:body,0
CASE_6cbd41d77365a146f4751abc,operand:condition,0
CASE_6cbd41d77365a146f4751abc,operand:consequent,0
CASE_6cbd41d77365a146f4751abc,operand:else,0
CASE_6cbd41d77365a146f4751abc,operand:expression,0
CASE_6cbd41d77365a146f4751abc,operand:key,0
CASE_6cbd41d77365a146f4751abc,operand:left,0
CASE_6cbd41d77365a146f4751abc,operand:member,0
CASE_6cbd41d77365a146f4751abc,operand:operand,0
CASE_6cbd41d77365a146f4751abc,operand:parameter,0
CASE_6cbd41d77365a146f4751abc,operand:right,0
CASE_6cbd41d77365a146f4751abc,operand:sequence,0
CASE_6cbd41d77365a146f4751abc,operand:statement,1
CASE_6cbd41d77365a146f4751abc,operand:target,1
CASE_6cbd41d77365a146f4751abc,operand:then,0
CASE_6cbd41d77365a146f4751abc,operand:value,1
CASE_6cbd41d77365a146f4751abc,operation:ASSIGNMENT,1
CASE_6cbd41d77365a146f4751abc,operation:BIT_AND,0
CASE_6cbd41d77365a146f4751abc,operation:BIT_OR,0
CASE_6cbd41d77365a146f4751abc,operation:CALL,0
CASE_6cbd41d77365a146f4751abc,operation:DIV,0
CASE_6cbd41d77365a146f4751abc,operation:EQ,0
CASE_6cbd41d77365a146f4751abc,operation:GT,0
CASE_6cbd41d77365a146f4751abc,operation:ITERATION,0
CASE_6cbd41d77365a146f4751abc,operation:LE,0
CASE_6cbd41d77365a146f4751abc,operation:LITERAL,1
CASE_6cbd41d77365a146f4751abc,operation:LOAD,1
CASE_6cbd41d77365a146f4751abc,operation:LT,0
CASE_6cbd41d77365a146f4751abc,operation:MUL,0
CASE_6cbd41d77365a146f4751abc,operation:NE,0
CASE_6cbd41d77365a146f4751abc,operation:NOT,0
CASE_6cbd41d77365a146f4751abc,operation:OR,0
CASE_6cbd41d77365a146f4751abc,operation:RETURN,0
CASE_6cbd41d77365a146f4751abc,operation:SUB,0
CASE_6cbd41d77365a146f4751abc,operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_6cbd41d77365a146f4751abc,operation:UNSUPPORTED.BINARY.LEFT,0
CASE_6cbd41d77365a146f4751abc,operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_6cbd41d77365a146f4751abc,operation:UNSUPPORTED.IF.CONDITION,0
CASE_6cbd41d77365a146f4751abc,operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_6cbd41d77365a146f4751abc,primitive:ASSIGNMENT,1
CASE_6cbd41d77365a146f4751abc,primitive:BIT_AND,0
CASE_6cbd41d77365a146f4751abc,primitive:BIT_OR,0
CASE_6cbd41d77365a146f4751abc,primitive:CALL,0
CASE_6cbd41d77365a146f4751abc,primitive:DIV,0
CASE_6cbd41d77365a146f4751abc,primitive:EQ,0
CASE_6cbd41d77365a146f4751abc,primitive:GT,0
CASE_6cbd41d77365a146f4751abc,primitive:ITERATION,0
CASE_6cbd41d77365a146f4751abc,primitive:LE,0
CASE_6cbd41d77365a146f4751abc,primitive:LITERAL,1
CASE_6cbd41d77365a146f4751abc,primitive:LOAD,1
CASE_6cbd41d77365a146f4751abc,primitive:LT,0
CASE_6cbd41d77365a146f4751abc,primitive:MUL,0
CASE_6cbd41d77365a146f4751abc,primitive:NE,0
CASE_6cbd41d77365a146f4751abc,primitive:NOT,0
CASE_6cbd41d77365a146f4751abc,primitive:OR,0
CASE_6cbd41d77365a146f4751abc,primitive:RETURN,0
CASE_6cbd41d77365a146f4751abc,primitive:SUB,0
CASE_6cbd41d77365a146f4751abc,primitive_family:BINDING,1
CASE_6cbd41d77365a146f4751abc,primitive_family:CALL,0
CASE_6cbd41d77365a146f4751abc,primitive_family:COMPARE,0
CASE_6cbd41d77365a146f4751abc,primitive_family:CONTROL,0
CASE_6cbd41d77365a146f4751abc,primitive_family:ITERATION,0
CASE_6cbd41d77365a146f4751abc,primitive_family:LITERAL,1
CASE_6cbd41d77365a146f4751abc,primitive_family:LOAD,1
CASE_6cbd41d77365a146f4751abc,primitive_family:LOGICAL_BINARY,0
CASE_6cbd41d77365a146f4751abc,primitive_family:LOGICAL_UNARY,0
CASE_6cbd41d77365a146f4751abc,primitive_family:OPERATION,0
CASE_6cbd41d77365a146f4751abc,representation:tagged_dynamic_binary64,1
CASE_6cbd41d77365a146f4751abc,result:statement,1
CASE_6cbd41d77365a146f4751abc,result:value,1
CASE_6cbd41d77365a146f4751abc,route:DIRECT,0
CASE_6cbd41d77365a146f4751abc,route:RUNTIME,1
CASE_6cbd41d77365a146f4751abc,target:go,1
CASE_6cbd41d77365a146f4751abc,target:python,1
CASE_6cbd41d77365a146f4751abc,target:rust,1
CASE_6cbd41d77365a146f4751abc,uast:AddressOf,0
CASE_6cbd41d77365a146f4751abc,uast:AggregateExpr,1
CASE_6cbd41d77365a146f4751abc,uast:AssignStmt,1
CASE_6cbd41d77365a146f4751abc,uast:BindingPattern,0
CASE_6cbd41d77365a146f4751abc,uast:CallExpr,0
CASE_6cbd41d77365a146f4751abc,uast:ClosureExpr,0
CASE_6cbd41d77365a146f4751abc,uast:Deref,0
CASE_6cbd41d77365a146f4751abc,uast:ForEachStmt,0
CASE_6cbd41d77365a146f4751abc,uast:IfStmt,0
CASE_6cbd41d77365a146f4751abc,uast:IndexExpr,0
CASE_6cbd41d77365a146f4751abc,uast:LiteralExpr,1
CASE_6cbd41d77365a146f4751abc,uast:MemberAccessExpr,0
CASE_6cbd41d77365a146f4751abc,uast:ModuleDecl,1
CASE_6cbd41d77365a146f4751abc,uast:OperationExpr,0
CASE_6cbd41d77365a146f4751abc,uast:ReturnStmt,0
CASE_6cbd41d77365a146f4751abc,uast:Scope,1
CASE_6cbd41d77365a146f4751abc,uast:SliceExpr,0
CASE_6cbd41d77365a146f4751abc,uast:SymbolRef,1
CASE_6dedd508f1022eedd4f7d998,arity:0,1
CASE_6dedd508f1022eedd4f7d998,arity:1,0
CASE_6dedd508f1022eedd4f7d998,arity:10,0
CASE_6dedd508f1022eedd4f7d998,arity:11,0
CASE_6dedd508f1022eedd4f7d998,arity:12,0
CASE_6dedd508f1022eedd4f7d998,arity:13,0
CASE_6dedd508f1022eedd4f7d998,arity:14,0
CASE_6dedd508f1022eedd4f7d998,arity:17,0
CASE_6dedd508f1022eedd4f7d998,arity:2,1
CASE_6dedd508f1022eedd4f7d998,arity:3,0
CASE_6dedd508f1022eedd4f7d998,arity:37,0
CASE_6dedd508f1022eedd4f7d998,arity:38,0
CASE_6dedd508f1022eedd4f7d998,arity:4,0
CASE_6dedd508f1022eedd4f7d998,arity:5,0
CASE_6dedd508f1022eedd4f7d998,arity:6,0
CASE_6dedd508f1022eedd4f7d998,arity:7,1
CASE_6dedd508f1022eedd4f7d998,arity:8,1
CASE_6dedd508f1022eedd4f7d998,arity:9,0
CASE_6dedd508f1022eedd4f7d998,control_flow:structured,0
CASE_6dedd508f1022eedd4f7d998,effects:call.unknown,0
CASE_6dedd508f1022eedd4f7d998,effects:control,1
CASE_6dedd508f1022eedd4f7d998,effects:local.read,1
CASE_6dedd508f1022eedd4f7d998,effects:local.write,1
CASE_6dedd508f1022eedd4f7d998,evaluation_order:eager_left_to_right,1
CASE_6dedd508f1022eedd4f7d998,family:BINDING,1
CASE_6dedd508f1022eedd4f7d998,family:CALL,0
CASE_6dedd508f1022eedd4f7d998,family:COMPARE,0
CASE_6dedd508f1022eedd4f7d998,family:CONTROL,0
CASE_6dedd508f1022eedd4f7d998,family:ITERATION,0
CASE_6dedd508f1022eedd4f7d998,family:LITERAL,1
CASE_6dedd508f1022eedd4f7d998,family:LOAD,1
CASE_6dedd508f1022eedd4f7d998,family:LOGICAL_BINARY,0
CASE_6dedd508f1022eedd4f7d998,family:LOGICAL_UNARY,0
CASE_6dedd508f1022eedd4f7d998,family:OPERATION,0
CASE_6dedd508f1022eedd4f7d998,kind:AddressOf,0
CASE_6dedd508f1022eedd4f7d998,kind:AggregateExpr,1
CASE_6dedd508f1022eedd4f7d998,kind:AssignStmt,1
CASE_6dedd508f1022eedd4f7d998,kind:BindingPattern,0
CASE_6dedd508f1022eedd4f7d998,kind:CallExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:ClosureExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:Deref,0
CASE_6dedd508f1022eedd4f7d998,kind:ForEachStmt,0
CASE_6dedd508f1022eedd4f7d998,kind:IfStmt,0
CASE_6dedd508f1022eedd4f7d998,kind:IndexExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:LiteralExpr,1
CASE_6dedd508f1022eedd4f7d998,kind:MemberAccessExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:ModuleDecl,1
CASE_6dedd508f1022eedd4f7d998,kind:OperationExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:ReturnStmt,0
CASE_6dedd508f1022eedd4f7d998,kind:Scope,1
CASE_6dedd508f1022eedd4f7d998,kind:SliceExpr,0
CASE_6dedd508f1022eedd4f7d998,kind:SymbolRef,1
CASE_6dedd508f1022eedd4f7d998,language_operation:ASSIGNMENT,1
CASE_6dedd508f1022eedd4f7d998,language_operation:BIT_AND,0
CASE_6dedd508f1022eedd4f7d998,language_operation:BIT_OR,0
CASE_6dedd508f1022eedd4f7d998,language_operation:CALL,0
CASE_6dedd508f1022eedd4f7d998,language_operation:DIV,0
CASE_6dedd508f1022eedd4f7d998,language_operation:EQ,0
CASE_6dedd508f1022eedd4f7d998,language_operation:GT,0
CASE_6dedd508f1022eedd4f7d998,language_operation:ITERATION,0
CASE_6dedd508f1022eedd4f7d998,language_operation:LE,0
CASE_6dedd508f1022eedd4f7d998,language_operation:LITERAL,1
CASE_6dedd508f1022eedd4f7d998,language_operation:LOAD,1
CASE_6dedd508f1022eedd4f7d998,language_operation:LT,0
CASE_6dedd508f1022eedd4f7d998,language_operation:MUL,0
CASE_6dedd508f1022eedd4f7d998,language_operation:NE,0
CASE_6dedd508f1022eedd4f7d998,language_operation:NOT,0
CASE_6dedd508f1022eedd4f7d998,language_operation:OR,0
CASE_6dedd508f1022eedd4f7d998,language_operation:RETURN,0
CASE_6dedd508f1022eedd4f7d998,language_operation:SUB,0
CASE_6dedd508f1022eedd4f7d998,language_operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_6dedd508f1022eedd4f7d998,language_operation:UNSUPPORTED.BINARY.LEFT,0
CASE_6dedd508f1022eedd4f7d998,language_operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_6dedd508f1022eedd4f7d998,language_operation:UNSUPPORTED.IF.CONDITION,0
CASE_6dedd508f1022eedd4f7d998,language_operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_6dedd508f1022eedd4f7d998,numeric:binary64,1
CASE_6dedd508f1022eedd4f7d998,operand:alternate,0
CASE_6dedd508f1022eedd4f7d998,operand:argument,1
CASE_6dedd508f1022eedd4f7d998,operand:base,0
CASE_6dedd508f1022eedd4f7d998,operand:binding,0
CASE_6dedd508f1022eedd4f7d998,operand:body,0
CASE_6dedd508f1022eedd4f7d998,operand:condition,0
CASE_6dedd508f1022eedd4f7d998,operand:consequent,0
CASE_6dedd508f1022eedd4f7d998,operand:else,0
CASE_6dedd508f1022eedd4f7d998,operand:expression,0
CASE_6dedd508f1022eedd4f7d998,operand:key,0
CASE_6dedd508f1022eedd4f7d998,operand:left,0
CASE_6dedd508f1022eedd4f7d998,operand:member,0
CASE_6dedd508f1022eedd4f7d998,operand:operand,0
CASE_6dedd508f1022eedd4f7d998,operand:parameter,0
CASE_6dedd508f1022eedd4f7d998,operand:right,0
CASE_6dedd508f1022eedd4f7d998,operand:sequence,0
CASE_6dedd508f1022eedd4f7d998,operand:statement,1
CASE_6dedd508f1022eedd4f7d998,operand:target,1
CASE_6dedd508f1022eedd4f7d998,operand:then,0
CASE_6dedd508f1022eedd4f7d998,operand:value,1
CASE_6dedd508f1022eedd4f7d998,operation:ASSIGNMENT,1
CASE_6dedd508f1022eedd4f7d998,operation:BIT_AND,0
CASE_6dedd508f1022eedd4f7d998,operation:BIT_OR,0
CASE_6dedd508f1022eedd4f7d998,operation:CALL,0
CASE_6dedd508f1022eedd4f7d998,operation:DIV,0
CASE_6dedd508f1022eedd4f7d998,operation:EQ,0
CASE_6dedd508f1022eedd4f7d998,operation:GT,0
CASE_6dedd508f1022eedd4f7d998,operation:ITERATION,0
CASE_6dedd508f1022eedd4f7d998,operation:LE,0
CASE_6dedd508f1022eedd4f7d998,operation:LITERAL,1
CASE_6dedd508f1022eedd4f7d998,operation:LOAD,1
CASE_6dedd508f1022eedd4f7d998,operation:LT,0
CASE_6dedd508f1022eedd4f7d998,operation:MUL,0
CASE_6dedd508f1022eedd4f7d998,operation:NE,0
CASE_6dedd508f1022eedd4f7d998,operation:NOT,0
CASE_6dedd508f1022eedd4f7d998,operation:OR,0
CASE_6dedd508f1022eedd4f7d998,operation:RETURN,0
CASE_6dedd508f1022eedd4f7d998,operation:SUB,0
CASE_6dedd508f1022eedd4f7d998,operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_6dedd508f1022eedd4f7d998,operation:UNSUPPORTED.BINARY.LEFT,0
CASE_6dedd508f1022eedd4f7d998,operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_6dedd508f1022eedd4f7d998,operation:UNSUPPORTED.IF.CONDITION,0
CASE_6dedd508f1022eedd4f7d998,operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_6dedd508f1022eedd4f7d998,primitive:ASSIGNMENT,1
CASE_6dedd508f1022eedd4f7d998,primitive:BIT_AND,0
CASE_6dedd508f1022eedd4f7d998,primitive:BIT_OR,0
CASE_6dedd508f1022eedd4f7d998,primitive:CALL,0
CASE_6dedd508f1022eedd4f7d998,primitive:DIV,0
CASE_6dedd508f1022eedd4f7d998,primitive:EQ,0
CASE_6dedd508f1022eedd4f7d998,primitive:GT,0
CASE_6dedd508f1022eedd4f7d998,primitive:ITERATION,0
CASE_6dedd508f1022eedd4f7d998,primitive:LE,0
CASE_6dedd508f1022eedd4f7d998,primitive:LITERAL,1
CASE_6dedd508f1022eedd4f7d998,primitive:LOAD,1
CASE_6dedd508f1022eedd4f7d998,primitive:LT,0
CASE_6dedd508f1022eedd4f7d998,primitive:MUL,0
CASE_6dedd508f1022eedd4f7d998,primitive:NE,0
CASE_6dedd508f1022eedd4f7d998,primitive:NOT,0
