truth_id,antecedent,consequent,support,confidence_percent,counterexamples,languages,targets,domains,classification,productive_closure_rule
T8295,control_flow:structured+uast:Scope,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T8405,control_flow:structured+uast:SymbolRef,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T8625,family:BINDING+family:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T8841,family:BINDING+family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T9627,family:BINDING+kind:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T9737,family:BINDING+kind:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T10275,family:BINDING+kind:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T10385,family:BINDING+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T10825,family:BINDING+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T11147,family:BINDING+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T11465,family:BINDING+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T12231,family:BINDING+operation:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T12935,family:BINDING+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T13629,family:BINDING+primitive:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T14650,family:BINDING+primitive_family:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T14866,family:BINDING+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T15872,family:BINDING+uast:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T15982,family:BINDING+uast:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T16520,family:BINDING+uast:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T16630,family:BINDING+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T17177,family:CALL+family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T17856,family:CALL+kind:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T18727,family:CALL+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T19492,family:CALL+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T20137,family:CALL+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T20468,family:CALL+operation:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T21285,family:CALL+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T21869,family:CALL+primitive:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T22893,family:CALL+primitive_family:BINDING,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T23220,family:CALL+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T24121,family:CALL+uast:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T24992,family:CALL+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T33343,family:CONTROL+family:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T33453,family:CONTROL+family:LOAD,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T33849,family:CONTROL+kind:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T33959,family:CONTROL+kind:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34069,family:CONTROL+kind:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34393,family:CONTROL+kind:LiteralExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34607,family:CONTROL+kind:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34717,family:CONTROL+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34827,family:CONTROL+kind:Scope,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T34937,family:CONTROL+kind:SymbolRef,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T35047,family:CONTROL+operand:argument,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T35157,family:CONTROL+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T35479,family:CONTROL+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T35797,family:CONTROL+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36013,family:CONTROL+operand:statement,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36123,family:CONTROL+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36343,family:CONTROL+operand:value,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36453,family:CONTROL+operation:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36563,family:CONTROL+operation:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36769,family:CONTROL+operation:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T36879,family:CONTROL+operation:LOAD,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T37267,family:CONTROL+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T37851,family:CONTROL+primitive:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T37961,family:CONTROL+primitive:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T38167,family:CONTROL+primitive:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T38277,family:CONTROL+primitive:LOAD,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T38872,family:CONTROL+primitive_family:BINDING,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T38982,family:CONTROL+primitive_family:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T39198,family:CONTROL+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T39308,family:CONTROL+primitive_family:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T39418,family:CONTROL+primitive_family:LOAD,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T39718,family:CONTROL+result:statement,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T39828,family:CONTROL+result:value,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40034,family:CONTROL+uast:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40144,family:CONTROL+uast:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40254,family:CONTROL+uast:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40578,family:CONTROL+uast:LiteralExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40792,family:CONTROL+uast:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T40902,family:CONTROL+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41012,family:CONTROL+uast:Scope,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41122,family:CONTROL+uast:SymbolRef,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T42107,family:LITERAL+kind:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T42647,family:LITERAL+kind:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T42757,family:LITERAL+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T43200,family:LITERAL+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T43522,family:LITERAL+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T43840,family:LITERAL+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T45315,family:LITERAL+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T47250,family:LITERAL+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T48372,family:LITERAL+uast:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T48912,family:LITERAL+uast:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49022,family:LITERAL+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T50683,family:LOAD+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T51448,family:LOAD+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T53241,family:LOAD+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T55176,family:LOAD+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T56948,family:LOAD+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T78158,kind:AssignStmt+kind:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T78268,kind:AssignStmt+kind:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T78806,kind:AssignStmt+kind:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T78916,kind:AssignStmt+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T79356,kind:AssignStmt+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T79678,kind:AssignStmt+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T79996,kind:AssignStmt+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T80762,kind:AssignStmt+operation:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T81466,kind:AssignStmt+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T82160,kind:AssignStmt+primitive:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T83181,kind:AssignStmt+primitive_family:CALL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T83397,kind:AssignStmt+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T84403,kind:AssignStmt+uast:CallExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T84513,kind:AssignStmt+uast:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T85051,kind:AssignStmt+uast:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T85161,kind:AssignStmt+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T86336,kind:CallExpr+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T87101,kind:CallExpr+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T87746,kind:CallExpr+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T88077,kind:CallExpr+operation:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T88894,kind:CallExpr+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T89478,kind:CallExpr+primitive:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T90502,kind:CallExpr+primitive_family:BINDING,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T90829,kind:CallExpr+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T91730,kind:CallExpr+uast:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T92601,kind:CallExpr+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T93257,kind:ClosureExpr+kind:LiteralExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T93581,kind:ClosureExpr+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T94343,kind:ClosureExpr+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T94987,kind:ClosureExpr+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T95317,kind:ClosureExpr+operation:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T95633,kind:ClosureExpr+operation:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T96131,kind:ClosureExpr+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T96715,kind:ClosureExpr+primitive:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T97031,kind:ClosureExpr+primitive:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T97736,kind:ClosureExpr+primitive_family:BINDING,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T98062,kind:ClosureExpr+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T98172,kind:ClosureExpr+primitive_family:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T98898,kind:ClosureExpr+uast:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T99442,kind:ClosureExpr+uast:LiteralExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T99766,kind:ClosureExpr+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113655,kind:LiteralExpr+kind:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113765,kind:LiteralExpr+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T114208,kind:LiteralExpr+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T114530,kind:LiteralExpr+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T114848,kind:LiteralExpr+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T116323,kind:LiteralExpr+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T118258,kind:LiteralExpr+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T119380,kind:LiteralExpr+uast:ClosureExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T119920,kind:LiteralExpr+uast:OperationExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120030,kind:LiteralExpr+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T127057,kind:OperationExpr+kind:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T127819,kind:OperationExpr+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T128463,kind:OperationExpr+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T128793,kind:OperationExpr+operation:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T129109,kind:OperationExpr+operation:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T129607,kind:OperationExpr+operation:RETURN,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T130191,kind:OperationExpr+primitive:ASSIGNMENT,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T130507,kind:OperationExpr+primitive:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T131212,kind:OperationExpr+primitive_family:BINDING,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T131538,kind:OperationExpr+primitive_family:CONTROL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T131648,kind:OperationExpr+primitive_family:LITERAL,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T132374,kind:OperationExpr+uast:AssignStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T132918,kind:OperationExpr+uast:LiteralExpr,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T133242,kind:OperationExpr+uast:ReturnStmt,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T133682,kind:ReturnStmt+kind:Scope,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T133792,kind:ReturnStmt+kind:SymbolRef,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T133902,kind:ReturnStmt+operand:argument,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T134012,kind:ReturnStmt+operand:body,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T134334,kind:ReturnStmt+operand:expression,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T134652,kind:ReturnStmt+operand:parameter,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T134868,kind:ReturnStmt+operand:statement,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T134978,kind:ReturnStmt+operand:target,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
