witness_id,demand_primitive,closure_primitive,classification,exact_existing,parameterized_existing,derived_existing
CASE_8272072bb3da56a9be678a95,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_327c90745048c16d35daab86,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_9224f86edd29f674491ab538,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_4a319d28e77a38a4aedee3ea,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_5acf5706c439278202d04d4e,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_c4280857befb9a48b834e01f,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_8111cdbffca89c1afb56bb78,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2f4e81ff80f5040c61d801c1,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_130bc15027c4f9d20095eccb,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_2b55f9a01d1a7b1df8cc7cb0,BINARY:POW,BINARY:POW,EXACT_EXISTING,true,false,false
CASE_d7f62e2548941c24c751519f,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_99dba66d3000c26038d05961,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_1c98cfbcc09e61415b5eb6af,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_005b7c3d281e1d647fc238f1,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_ef4abb4a559df45c21bd1eb4,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_3d5248fe2c046db24af99438,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_f671f1c3d88399c1e4f4aa77,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_013373dad439a3dd97bb54fa,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_efbd73547940c7c392ba82a2,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_829181a8a07c4b97bc989b52,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_6c29d0567cdc5463aa28dc80,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_623dc5c113680a0b2c2f06c6,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_e313beba9485e5d73daa9409,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_1f680efd048135f9d426f810,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_3e46f3ecc5ca6b9ee0ac78f6,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_b8a5176d3f628c573e616773,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_02c3ae4efac4c25961987e07,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_161bb5d7eade1bf9431372eb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_72dc7903682751af9af3177b,BINARY:POW,BINARY:POW,EXACT_EXISTING,true,false,false
CASE_405fa8d1e428cc1b8f653baa,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_3667c18b71145ced2d0af2d4,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_e200d6288334da1735c7398f,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_c7a8212e2ce7f70abc0f85f3,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_02cb000d5ed3e132c022a8fc,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_c0f18f5896b2ab541c831fee,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ebea968d57cd11de84e9367d,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_53b8f5dd86013ded4e53a0bf,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_f6235058bf4a7c8b23679252,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_d2a6def91e5697d6eb238033,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_2ea2ee3cdbafdd67b9a92dfc,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_0c662355757458731e87f936,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_dc9d9e81043b5c485e124e5b,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_9553af888a5329232f1a1dd7,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_4afacee0187ef364562edd81,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_fdb5a37eb12988a0af887bbf,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_796bde1afaf8e2d983f9f636,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_6f4ee9d849aca6299d73d8d6,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_30db40a46ffcdc0231b24c9a,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_5e2872e246a72be8f164db81,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_a954525a950dd7da38a8cf2a,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_c5e5b008348b6ada68dc02fd,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_130bc15027c4f9d20095eccb,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_ebea968d57cd11de84e9367d,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_aa085225f92096c20aae683b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_9418f456aa9610895f95ef6a,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_06373e76fd32c15de3b2d263,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_da9f8a2fa86544da72c166eb,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_582a25b4720ae80f6708dbaa,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_9dd250ac83b723e2e0d93b65,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_31247782d5f6c185ce7a67f1,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_aa5eee9dde69fb68e181e4bf,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_ee7ef0fe03d240e7a39e7aa5,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_796bde1afaf8e2d983f9f636,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_c9abb1b2ce21d0e64fa6a082,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_8161622727e704677f8620ce,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_b5a1f706347c4eaec1f203bb,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_30db40a46ffcdc0231b24c9a,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_becc7504046cfe9e93f449d6,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_a9af65734f40865f125bcb8a,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_04f3913302ab876162ea20fc,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_5580bf15db1b0f39b1e7533a,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_ba0db4036706a387f6b8c5c3,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_3801cfbd99266fc8aef2afdd,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_dc4d1ab58280a80f8bf2c07f,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_9a5cc5b1706bac7c4a3f3f4b,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_0c662355757458731e87f936,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_0c94dae2bf02a0f2e5ba2e1e,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_4fe68381d6cbca85e1a6f646,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_c58c884db305ffb78735b375,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_37c49a5699c4bf42c65261e7,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_0ee77207ff491cb99f727cd0,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_7665ce51a2cfd1acce935122,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_161bb5d7eade1bf9431372eb,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_b8d674deab77a9c9d4b08786,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_ab18b10a5f69a7f230170131,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2eb4bdd3b796220967abd748,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_bd1391b709a11a2ce2fcd3bc,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_3164e0e681f9a41653b6d292,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_020cc0ed9c73befb9efdd83b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_46a3f4312967c7e1e03b5e8a,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_5bc710ce1e200c11438e54cd,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_34616da21c4279e3d01a0411,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_e3cb619ea45431fc6d93f8ad,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_a91390b04fd4045a3c356cf0,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_a118304e5f3bdbd651bca0b8,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_aa085225f92096c20aae683b,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_768931787508ff07ba5a9aa9,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_c70dfddfba8855eaeb722e69,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_230d7b520ad03f5fd592c17e,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_bb57b4bf5da904df5da65067,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_f13b2763fcd630071751a2bc,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_a4bb797cc02c564d2ac778a1,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_2b207ad16aac4dc8b2bf278d,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_5a1b3093c0d475c55828cd4c,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_2d5552cf67e36777bc6177f7,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_31247782d5f6c185ce7a67f1,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_1030e1a925e4cffd9822f3e2,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_c6911dd921ea5dea5659aed6,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_e9862801ccaaa05096bc9865,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_5aa8735b9ae7ba627dc7cb47,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_83a807c6dd045cdb2cf72fe1,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_31ef706391171807a1a092ba,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_6e75b93ef1c9a07115d237a3,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_e4c50598d6bd3507723650b2,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_0073f1a3f0aee23765fd99da,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c411281fb1e11b7fdb2f9d9f,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_3b1361ff3c0e07bae609c911,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_040fdaf7030d93622e16f3b1,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_e0529528c6bf58fe752cb43b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_5df1a3b8ddf35743b9d73b5b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_b604a5c68760d0abcb74109b,BITWISE_BINARY:AND,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_f1e3aad295abd791c003ca5f,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_f1e3aad295abd791c003ca5f,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_456ed97e53adebd088a118d3,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_9fe46966091e64287ff22137,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_528763d1f9634336f2e10adb,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_01e7c956bcf668885da42147,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_3e46f3ecc5ca6b9ee0ac78f6,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_3d1e1da0c5e26016fc648db5,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_ff25e90745a6de3dbc9e9e00,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ec8143048748ec0131cd574d,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_1194e6bdd274aa3ab197e3f8,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_161bb5d7eade1bf9431372eb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_3e95b7717bea63101baf5db4,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_14d443c4ee79bdfacfb2cd83,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_029c543d399f0c75374b9240,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_e32b1d5bb6daa92d193db53c,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_68bcb8b4ea188b2f1ad11ec4,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ac38a485969855dbeefabf7d,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_8207b07176508d23b6f7f708,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_f2a9f822e60495a10dfed15b,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_3c59aefb43732cfd936bccaa,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_0b584384d877175c6fa41ab1,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_543b0f0648542bfc1fb1c832,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ffb4329f4eeeb928a4761f08,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_88ec0f75ae90ce62ed10733d,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_b17d8cb1198d1a3c6eef306e,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_99dba66d3000c26038d05961,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_a8c4f02cd5ecb97fd2c142f7,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_e4a64c812f971c4de45b2c95,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_10989dcb73d1c7d41efada80,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2fe31d345d9da042ceb76899,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_0ee77207ff491cb99f727cd0,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_99236e667378c1c8d10062fe,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_e71bf007d5196797e85a5a34,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_49b94d375f26f2c8c33aeeb2,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_e5aee4c98fa1ba57ee9ee4ad,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_99236e667378c1c8d10062fe,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_c8309016cdc7f33d032ffc8c,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_81499e38aa9f5a925fabf7f9,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_98e47622f8f9739a44c020b9,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_73381ea2e8ba9396f9ade9ef,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_dc9d9e81043b5c485e124e5b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_405af3a6a7896c9db049598c,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_0d1bcd921f40b40f09c087be,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_16e198002867a0da1c5f3f07,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_b18b94557f504aa30ad8f72f,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_dba7314ec607803b5c096f6e,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_72dc7903682751af9af3177b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_c6bc489c6ee917d6855b2d5b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_9fe46966091e64287ff22137,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_7cef38569dcf7ff583e0335f,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c083f0e8f91d6f3751315906,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_d6195700e89da48241ad4c14,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_8f67842544faa71a23aa8f4b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_e5aa1f39ac76904b77ab56b3,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_797b5bc32528d711c05ba332,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_d727c3ec25c4b28648e795a1,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_6e91155a5f3b93cc1ccc88b5,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_1aa4ad55cad499fc7250081e,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_fdb5a37eb12988a0af887bbf,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_7c973aa5fb8e4d101ab233f7,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_58e11f6a16190a77ef4e998d,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_4c7fef38814374efecf1ef0f,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_71f5d03e7a1bca9e62e0db41,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_a384621d6ab65d72665ea123,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_1f61117ef3b3f9e214f68353,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_688c73613a8cdb8870825068,COMPARE:LE,COMPARE:LE,EXACT_EXISTING,true,false,false
CASE_648dc829a91f6bc798209ec6,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_ffb4329f4eeeb928a4761f08,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_91b2764cfa4fdc7e76756722,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_5b4b400d46627cc191fe9d40,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_3761bc5855e69217f5b701b8,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_f2d2fdc3b2430152b713d580,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_a91390b04fd4045a3c356cf0,BITWISE_BINARY:OR,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_df913a009c11066382b5fe8a,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_9bf3822d3ff942ae54a3f948,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_61d0f16987fd6fb72fa2f5c4,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_a121932bbedafda0896cbe11,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_39f85b05ccc287d63fd41837,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_a5293e3b73973871789c653d,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_c3ecbd47fbc80dd74ac3935e,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_aba167de8f491c015a6cd594,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_31216f9a57e4ad143f86bff5,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_1c3f338d1873b30c4f7c3030,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_fd82a37d45398c012728a873,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_5bc710ce1e200c11438e54cd,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_d6195700e89da48241ad4c14,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_f1e3aad295abd791c003ca5f,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_f296f67d236339dc84b875ec,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_f9911800afbe8725a71cae23,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_72dc7903682751af9af3177b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_91b2764cfa4fdc7e76756722,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_52fe971f428bb8e50091c66d,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_af795fdd67360d3c003ec6e3,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_040fdaf7030d93622e16f3b1,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_723ad088bd084eaa7b283e9d,COMPARE:LE,COMPARE:LE,EXACT_EXISTING,true,false,false
CASE_cce76cd0bbd4c5095570b5e2,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_840ece4c6961309cd2338f6a,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_8ea24faedfadaadbddb6be57,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_c083f0e8f91d6f3751315906,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_1250aa6fea294eacfbe520e3,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_30db40a46ffcdc0231b24c9a,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_3589be9b3260fa94637c5eed,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_39eed1f9a671d3b8099a44d4,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_dc9d9e81043b5c485e124e5b,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_e0b939148906dbe69c80fbc1,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_37314b679f0633237af80ea0,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_bf8b1d2682d9e8a4f0accbf8,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_8e8cdd3cc1a5950f6db483cf,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_5580bf15db1b0f39b1e7533a,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_163bb50aafcd4c39c3c089dc,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_dba7d2f7a706520b11efa9c5,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_ef4abb4a559df45c21bd1eb4,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_c12c3d9103b93dc6f793b8cc,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_710f895363e95ecd264680ce,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_f671f1c3d88399c1e4f4aa77,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_623dc5c113680a0b2c2f06c6,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_ee87564b14737cece45fdf5f,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_1640fa34ed86b528ea02dcf0,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_405af3a6a7896c9db049598c,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_6f058aafb8171b291492f794,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_e32b1d5bb6daa92d193db53c,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_3b1361ff3c0e07bae609c911,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_86971b705c693d37bee68dad,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_fdac0062e92486efb4698331,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_0a9fb2051fdb6745f0dcbb04,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_37461aec0ab2a7f0f50c316c,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_bdd8e2a70eabcc43a8bdcebb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_1e883cfa9fd5747cf752254f,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_91938034d9b00fee2804cd92,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_43a295118a3cc79dca75b7a6,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_7cef38569dcf7ff583e0335f,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_450fb584c7f592f2cd248894,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_b604a5c68760d0abcb74109b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_59df18aad7ddb271eb94da44,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_1c98cfbcc09e61415b5eb6af,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_6b0752e726e10cd58189886b,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_af795fdd67360d3c003ec6e3,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_b50168eb4d9f399c547a05b6,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_e32b1d5bb6daa92d193db53c,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_fc68d8c36702184b534436ba,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_f4bf5442710883d5c9c40fb7,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_56b9dbc40adc71b5e49febd0,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
