language,layer,project,source_file,source_kind,compiler_node,evidence,canonical_primitive,evidence_status
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,DependentTemplateIdExpr,def DependentTemplateIdExpr : StmtNode<Expr>;,COMPILETIME,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,DesignatedInitExpr,def DesignatedInitExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,DesignatedInitUpdateExpr,def DesignatedInitUpdateExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,DoStmt,def DoStmt : StmtNode<Stmt>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,EmbedExpr,def EmbedExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ExplicitCastExpr,"def ExplicitCastExpr : StmtNode<CastExpr, 1>;",CONVERSION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,Expr,"def Expr : StmtNode<ValueStmt, 1>;",UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ExpressionTraitExpr,def ExpressionTraitExpr : StmtNode<Expr>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ExprWithCleanups,def ExprWithCleanups : StmtNode<FullExpr>;,LIFETIME,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ExtVectorElementExpr,def ExtVectorElementExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,FixedPointLiteral,def FixedPointLiteral : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,FloatingLiteral,def FloatingLiteral : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ForStmt,def ForStmt : StmtNode<Stmt>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,FullExpr,"def FullExpr : StmtNode<Expr, 1>;",UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,FunctionParmPackExpr,def FunctionParmPackExpr : StmtNode<Expr>;,CLOSURE_FUNCTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,GCCAsmStmt,def GCCAsmStmt : StmtNode<AsmStmt>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,GenericSelectionExpr,def GenericSelectionExpr : StmtNode<Expr>;,CONDITIONAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,GNUNullExpr,def GNUNullExpr : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,GotoStmt,def GotoStmt : StmtNode<Stmt>;,CONTROL_TRANSFER,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,HLSLOutArgExpr,def HLSLOutArgExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,IfStmt,def IfStmt : StmtNode<Stmt>;,CONDITIONAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ImaginaryLiteral,def ImaginaryLiteral : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ImplicitCastExpr,def ImplicitCastExpr : StmtNode<CastExpr>;,CONVERSION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ImplicitValueInitExpr,def ImplicitValueInitExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,IndirectGotoStmt,def IndirectGotoStmt : StmtNode<Stmt>;,CONTROL_TRANSFER,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,InitListExpr,def InitListExpr : StmtNode<Expr>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,IntegerLiteral,def IntegerLiteral : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,LabelStmt,def LabelStmt : StmtNode<ValueStmt>;,CONTROL_TRANSFER,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,LambdaExpr,def LambdaExpr : StmtNode<Expr>;,CLOSURE_FUNCTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,LoopControlStmt,"def LoopControlStmt : StmtNode<Stmt, 1>;",ITERATION,STRUCTURALLY_EVIDENCED_FAMILY
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MaterializeTemporaryExpr,def MaterializeTemporaryExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MatrixElementExpr,def MatrixElementExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MatrixSingleSubscriptExpr,def MatrixSingleSubscriptExpr : StmtNode<Expr>;,INDEX_SLICE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MatrixSubscriptExpr,def MatrixSubscriptExpr : StmtNode<Expr>;,INDEX_SLICE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MemberExpr,def MemberExpr : StmtNode<Expr>;,MEMBER_ACCESS,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MSAsmStmt,def MSAsmStmt : StmtNode<AsmStmt>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MSDependentExistsStmt,def MSDependentExistsStmt : StmtNode<Stmt>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MSPropertyRefExpr,def MSPropertyRefExpr : StmtNode<Expr>;,MEMBER_ACCESS,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,MSPropertySubscriptExpr,def MSPropertySubscriptExpr : StmtNode<Expr>;,INDEX_SLICE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,NoInitExpr,def NoInitExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,NullStmt,def NullStmt : StmtNode<Stmt>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCArrayLiteral,def ObjCArrayLiteral : StmtNode<ObjCObjectLiteral>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAtCatchStmt,def ObjCAtCatchStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAtFinallyStmt,def ObjCAtFinallyStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAtSynchronizedStmt,def ObjCAtSynchronizedStmt : StmtNode<Stmt>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAtThrowStmt,def ObjCAtThrowStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAtTryStmt,def ObjCAtTryStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAutoreleasePoolStmt,def ObjCAutoreleasePoolStmt : StmtNode<Stmt>;,DEALLOCATION,STRUCTURALLY_EVIDENCED_SCHEMA
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCAvailabilityCheckExpr,def ObjCAvailabilityCheckExpr : StmtNode<Expr>;,FFI_ABI,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCBoolLiteralExpr,def ObjCBoolLiteralExpr : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCBoxedExpr,def ObjCBoxedExpr : StmtNode<ObjCObjectLiteral>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCBridgedCastExpr,def ObjCBridgedCastExpr : StmtNode<ExplicitCastExpr>;,CONVERSION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCDictionaryLiteral,def ObjCDictionaryLiteral : StmtNode<ObjCObjectLiteral>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCEncodeExpr,def ObjCEncodeExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCForCollectionStmt,def ObjCForCollectionStmt : StmtNode<Stmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCIndirectCopyRestoreExpr,def ObjCIndirectCopyRestoreExpr : StmtNode<Expr>;,ASSIGNMENT,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCIsaExpr,def ObjCIsaExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCIvarRefExpr,def ObjCIvarRefExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCMessageExpr,def ObjCMessageExpr : StmtNode<Expr>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCObjectLiteral,"def ObjCObjectLiteral : StmtNode<Expr, 1>;",LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCPropertyRefExpr,def ObjCPropertyRefExpr : StmtNode<Expr>;,MEMBER_ACCESS,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCProtocolExpr,def ObjCProtocolExpr : StmtNode<Expr>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCSelectorExpr,def ObjCSelectorExpr : StmtNode<Expr>;,MEMBER_ACCESS,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCStringLiteral,def ObjCStringLiteral : StmtNode<ObjCObjectLiteral>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ObjCSubscriptRefExpr,def ObjCSubscriptRefExpr : StmtNode<Expr>;,INDEX_SLICE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OffsetOfExpr,def OffsetOfExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPArrayShapingExpr,def OMPArrayShapingExpr : StmtNode<Expr>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPAssumeDirective,def OMPAssumeDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPAtomicDirective,def OMPAtomicDirective : StmtNode<OMPExecutableDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPBarrierDirective,def OMPBarrierDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPCancelDirective,def OMPCancelDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPCancellationPointDirective,def OMPCancellationPointDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPCanonicalLoop,def OMPCanonicalLoop : StmtNode<Stmt>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPCriticalDirective,def OMPCriticalDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDepobjDirective,def OMPDepobjDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDispatchDirective,def OMPDispatchDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDistributeDirective,def OMPDistributeDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDistributeParallelForDirective,def OMPDistributeParallelForDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDistributeParallelForSimdDirective,def OMPDistributeParallelForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPDistributeSimdDirective,def OMPDistributeSimdDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPErrorDirective,def OMPErrorDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPExecutableDirective,"def OMPExecutableDirective : StmtNode<Stmt, 1>;",UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPFlushDirective,def OMPFlushDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPForDirective,def OMPForDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPForSimdDirective,def OMPForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPGenericLoopDirective,def OMPGenericLoopDirective : StmtNode<OMPLoopDirective>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPInteropDirective,def OMPInteropDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPIteratorExpr,def OMPIteratorExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPLoopBasedDirective,"def OMPLoopBasedDirective : StmtNode<OMPExecutableDirective, 1>;",ITERATION,STRUCTURALLY_EVIDENCED_FAMILY
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPLoopDirective,"def OMPLoopDirective : StmtNode<OMPLoopBasedDirective, 1>;",ITERATION,STRUCTURALLY_EVIDENCED_FAMILY
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMaskedDirective,def OMPMaskedDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMaskedTaskLoopDirective,def OMPMaskedTaskLoopDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMaskedTaskLoopSimdDirective,def OMPMaskedTaskLoopSimdDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMasterDirective,def OMPMasterDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMasterTaskLoopDirective,def OMPMasterTaskLoopDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMasterTaskLoopSimdDirective,def OMPMasterTaskLoopSimdDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPMetaDirective,def OMPMetaDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPOrderedBlockAssocDirective,def OMPOrderedBlockAssocDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPOrderedStandaloneDirective,def OMPOrderedStandaloneDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelDirective,def OMPParallelDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelForDirective,def OMPParallelForDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelForSimdDirective,def OMPParallelForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelGenericLoopDirective,def OMPParallelGenericLoopDirective : StmtNode<OMPLoopDirective>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMaskedDirective,def OMPParallelMaskedDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMaskedTaskLoopDirective,def OMPParallelMaskedTaskLoopDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMaskedTaskLoopSimdDirective,def OMPParallelMaskedTaskLoopSimdDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMasterDirective,def OMPParallelMasterDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMasterTaskLoopDirective,def OMPParallelMasterTaskLoopDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelMasterTaskLoopSimdDirective,def OMPParallelMasterTaskLoopSimdDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
