language_id,normalized_signature,known_pattern_match,observed,package_count,file_count,occurrences,ecosystems
r,NUM ],0,1,4,5,6,cran
r,NUM ] ),0,1,4,4,5,cran
r,STR ) ) ) {,0,1,4,4,9,cran
r,STR ) ],0,1,4,6,7,cran
r,"STR , STR , STR ) ) ) {",0,1,4,4,4,cran
r,"null ,",0,1,4,4,4,cran
r,"true ,",0,1,4,4,9,cran
r,} ) % > %,0,1,4,17,23,cran
r,} +,0,1,4,6,10,cran
r,"} , ID )",0,1,4,4,4,cran
r,} ;,0,1,4,18,41,cran
r,! ID,0,1,3,3,10,cran
r,! ID (,0,1,3,5,8,cran
r,"! ID ( ID , STR ) ) {",0,1,3,5,5,cran
r,"! ID ( STR , ID )",0,1,3,3,4,cran
r,! ID . na ( ID ) &,0,1,3,3,4,cran
r,"! ID . na ( ID ) ,",0,1,3,4,12,cran
r,) % in %,0,1,3,8,19,cran
r,") [ , NUM ]",0,1,3,3,4,cran
r,) ] ),0,1,3,6,6,cran
r,) } else {,0,1,3,3,5,cran
r,ID % in % ID,0,1,3,8,14,cran
r,ID % in % ID ( ID ),0,1,3,3,3,cran
r,"ID % in % ID ( STR , STR )",0,1,3,4,4,cran
r,ID ( ! ID . null ( ID ( ID ) ) ),0,1,3,4,7,cran
r,ID ( ! STR % in % ID ( ID ) ),0,1,3,6,7,cran
r,"ID ( ID % in % ID ( STR , STR ) )",0,1,3,3,4,cran
r,"ID ( ID ( ID ( ID ) % in % ID ( STR , STR ) ) )",0,1,3,3,5,cran
r,"ID ( ID ( ID ( STR , STR , STR , STR , STR ) % in %",0,1,3,4,4,cran
r,"ID ( ID ( ID ( STR , STR , STR , STR , STR , STR ) % in % ID ( ID ) ) )",0,1,3,3,3,cran
r,"ID ( ID ( ID ) [ NUM ] , STR )",0,1,3,5,10,cran
r,ID ( ID ( ID . na ( ID [ NUM : NUM ] ) ) ),0,1,3,3,4,cran
r,ID ( ID ( ID @ID ) ),0,1,3,3,4,cran
r,"ID ( ID ( ID [ , NUM ] ) , NUM )",0,1,3,3,7,cran
r,"ID ( ID ( STR ) , false )",0,1,3,3,6,cran
r,"ID ( ID ( STR , ID ) , {",0,1,3,3,3,cran
r,"ID ( ID ) ; ID [ NUM : NUM , ]",0,1,3,3,7,cran
r,ID ( ID ) [ ID . ID ( ID ) ],0,1,3,5,6,cran
r,"ID ( ID , STR , ID [ ID ] )",0,1,3,3,16,cran
r,"ID ( ID . null ( ID ) || ID ( ID , STR ) )",0,1,3,14,17,cran
r,ID ( ID . null ( ID ) || ID . ID ( ID ) ),0,1,3,3,12,cran
r,"ID ( ID [ , NUM : NUM ] )",0,1,3,3,3,cran
r,"ID ( ID [ , NUM : NUM ] ,",0,1,3,3,6,cran
r,"ID ( ID [ , NUM ] , ID [ , NUM ] )",0,1,3,3,3,cran
r,ID ( ID [ - NUM ] ),0,1,3,3,3,cran
r,ID ( ID [ ID ] ) ),0,1,3,3,4,cran
r,"ID ( ID [ NUM , NUM ] , NUM )",0,1,3,3,9,cran
r,"ID ( ID [ NUM , ] )",0,1,3,3,3,cran
r,"ID ( ID [ NUM : NUM , ] )",0,1,3,3,5,cran
r,"ID ( ID [ NUM ] , STR , ID [ NUM ] )",0,1,3,4,5,cran
r,ID ) ] ),0,1,3,3,3,cran
r,"ID , ID , ID , ID , ID , ID , ID ) {",0,1,3,3,4,cran
r,"ID , ID , ID , ID , ID , ID , ID , ID ) {",0,1,3,4,9,cran
r,"ID . ID , ID ) {",0,1,3,4,4,cran
r,ID . na ( ID ),0,1,3,3,4,cran
r,ID . na ( ID ) ||,0,1,3,3,4,cran
r,ID . null ( ID ( ID ) ) ) {,0,1,3,5,9,cran
r,"ID . null ( ID ) ,",0,1,3,3,7,cran
r,ID . null ( ID ) ||,0,1,3,3,3,cran
r,ID @ID ),0,1,3,10,19,cran
r,"ID [ , ID ( STR , STR , STR , STR ) ] ,",0,1,3,6,7,cran
r,ID [ - NUM ] ),0,1,3,3,4,cran
r,"ID [ - NUM ] ,",0,1,3,3,3,cran
r,"ID [ ID , STR ] ,",0,1,3,3,13,cran
r,"ID [ ID , ] ,",0,1,3,4,4,cran
r,"ID [ ID . ID ( ID ( ID ( ID , ID ) ) ) ]",0,1,3,3,3,cran
r,ID [ ID . ID ( ID ) ],0,1,3,3,6,cran
r,ID [ ID ] ) ),0,1,3,3,5,cran
r,"ID [ NUM , NUM ]",0,1,3,7,10,cran
r,"ID [ NUM : NUM , NUM : NUM ]",0,1,3,5,5,cran
r,ID [ NUM : NUM ],0,1,3,3,6,cran
r,ID {,0,1,3,4,25,cran
r,ID } ),0,1,3,3,6,cran
r,NUM ) ],0,1,3,4,6,cran
r,NUM ] ) ),0,1,3,6,14,cran
r,STR % in % ID ( ID ),0,1,3,4,4,cran
r,STR % in % ID ( ID ) ||,0,1,3,3,4,cran
r,STR ) ] ),0,1,3,3,4,cran
r,STR ) {,0,1,3,4,16,cran
r,"STR , STR ) ]",0,1,3,3,3,cran
r,"STR , STR , STR , STR ) ) {",0,1,3,7,7,cran
r,"STR , STR , STR , STR , STR ) ]",0,1,3,3,4,cran
r,STR else STR,0,1,3,3,3,cran
r,\ ID {,0,1,3,6,6,cran
r,\ \ ID { ID },0,1,3,3,9,cran
r,else ID ( ),0,1,3,4,6,cran
r,else ID . ID,0,1,3,3,3,cran
r,else false,0,1,3,3,4,cran
r,next ( ),0,1,3,10,18,cran
r,null ),0,1,3,3,3,cran
r,} ) ) % > %,0,1,3,3,4,cran
r,} ) ) ) ) {,0,1,3,4,4,cran
r,} ) ) | >,0,1,3,5,7,cran
r,"} , ID ( NUM ) ) ,",0,1,3,3,6,cran
r,} else STR,0,1,3,3,4,cran
r,} } ),0,1,3,3,3,cran
r,} } else {,0,1,3,3,4,cran
r,} } } } },0,1,3,3,3,cran
r,"! ( ID % in % ID ( STR , STR ) ) ) {",0,1,2,2,11,cran
r,"! ( ID % in % ID ( STR , STR , STR ) ) ) {",0,1,2,2,16,cran
r,! ( ID % in % ID ) ) {,0,1,2,2,3,cran
r,! ( STR % in % ID ) ) {,0,1,2,2,2,cran
r,"! . ID ( ID , STR ) ) {",0,1,2,2,2,cran
r,! ID % in % ID ) {,0,1,2,2,2,cran
r,! ID &&,0,1,2,2,2,cran
r,"! ID ( ID ) ,",0,1,2,7,18,cran
r,! ID ( ID ) ||,0,1,2,2,4,cran
r,"! ID ( ID , STR ) )",0,1,2,4,5,cran
r,! ID ( ID . ID ( ID ) ) ) {,0,1,2,2,2,cran
r,! ID ( ID . na ( ID ) ),0,1,2,2,3,cran
r,! ID ) {,0,1,2,3,4,cran
r,"! ID ,",0,1,2,2,3,cran
r,! ID . ID ( ID ) || ! ID . ID ( ID ) ) {,0,1,2,2,2,cran
r,! ID . ID ( ID ) || ! ID . ID ( ID ) ||,0,1,2,3,5,cran
r,! ID . ID ( ID ) || ! ID . ID ( ID ) || ! ID . ID ( ID ) ||,0,1,2,2,3,cran
r,! ID . ID ( ID . ID ) ||,0,1,2,3,3,cran
r,! ID . na ( ID ),0,1,2,7,7,cran
r,! ID . na ( ID ) &&,0,1,2,2,2,cran
r,! ID . na ( ID ) && ID > NUM ) {,0,1,2,2,2,cran
r,! ID . na ( ID ) ) {,0,1,2,2,5,cran
r,! ID . null ( ID ) &&,0,1,2,3,3,cran
r,! ID . null ( ID ) && ! ID . null ( ID ) ) {,0,1,2,2,2,cran
r,! ID ||,0,1,2,2,2,cran
r,( ID [ ID ] + ID [ ID ] ),0,1,2,2,2,cran
r,) % ID % {,0,1,2,7,7,cran
r,") [ , - NUM ]",0,1,2,2,3,cran
r,) [ NUM ],0,1,2,3,3,cran
r,") } ,",0,1,2,2,2,cran
r,. ID ( true ),0,1,2,2,4,cran
r,. ID ) {,0,1,2,4,4,cran
r,. ID - ID - ID {,0,1,2,2,2,cran
r,. ID - ID {,0,1,2,2,3,cran
r,. ID { ID - ID : ID ; ID :,0,1,2,2,2,cran
r,. ID { ID :,0,1,2,2,3,cran
r,? ID,0,1,2,2,3,cran
r,ID % in % ID (,0,1,2,3,3,cran
r,"ID % in % ID ( STR , STR , STR )",0,1,2,2,2,cran
r,"ID % in % ID ( STR , STR , STR , STR ) ) {",0,1,2,2,8,cran
r,"ID % in % ID ( STR , STR , STR , STR ) ~ STR ,",0,1,2,2,9,cran
r,ID % in % ID ) {,0,1,2,3,4,cran
r,ID ( ! ! ID ( ID ) ) % > %,0,1,2,4,5,cran
r,ID ( ! ID ( ID . na ( ID ) ) ),0,1,2,3,9,cran
r,ID ( ! ID ),0,1,2,17,18,cran
r,ID ( ! ID . na ( ID ) ) | >,0,1,2,3,3,cran
r,ID ( ! ID . null ( ID . ID ) ),0,1,2,2,3,cran
r,ID ( ) },0,1,2,6,8,cran
r,"ID ( - NUM , - NUM , - NUM , NUM , NUM , NUM , NUM , NUM ) [ ID ] * ( ID / NUM ) +",0,1,2,2,2,cran
r,ID ( ID % in % ID ( ) ),0,1,2,2,9,cran
r,"ID ( ID % in % ID ( NUM , NUM , NUM , NUM ) )",0,1,2,3,9,cran
r,"ID ( ID % in % ID ( STR , STR , STR ) )",0,1,2,2,2,cran
r,"ID ( ID % in % ID ( STR , STR , STR , STR ) )",0,1,2,4,5,cran
r,"ID ( ID ( ) , {",0,1,2,20,42,cran
r,ID ( ID ( ID % in % ID ( ID ( ID ) ) ) ),0,1,2,2,2,cran
r,"ID ( ID ( ID % in % ID ( NUM , NUM ) ) )",0,1,2,2,3,cran
r,"ID ( ID ( ID ( ID ) [ NUM ] , STR ) )",0,1,2,2,3,cran
r,"ID ( ID ( ID ( STR , STR ) % in %",0,1,2,3,3,cran
r,ID ( ID ( ID ) ) ) ) {,0,1,2,2,2,cran
r,"ID ( ID ( ID ) , ID [ NUM ] )",0,1,2,2,2,cran
r,ID ( ID ( ID ) [ NUM ] ),0,1,2,2,2,cran
r,"ID ( ID ( ID , ID . ID [ , NUM : NUM ] , ID . ID [ , NUM : NUM ] ) ) + NUM ) )",0,1,2,2,2,cran
r,"ID ( ID ( ID . ID [ , NUM ] ) ) / NUM + ID ( ID . ID [ , NUM ] ) )",0,1,2,2,4,cran
r,"ID ( ID ( ID . na ( ID ) ) , NUM )",0,1,2,2,2,cran
r,"ID ( ID ( ID @ID ) , ID )",0,1,2,2,3,cran
r,"ID ( ID ( ID @ID ) , NUM )",0,1,2,2,2,cran
r,"ID ( ID ( ID [ , NUM ] ) ) / NUM + ID ( ID [ , NUM ] ) )",0,1,2,2,2,cran
r,"ID ( ID ( ID [ NUM ] ) , NUM )",0,1,2,2,2,cran
r,"ID ( ID ( ID [ STR ] ) , NUM )",0,1,2,4,7,cran
r,ID ( ID ( STR ) % in %,0,1,2,2,2,cran
r,"ID ( ID ( STR ) , true )",0,1,2,2,3,cran
r,"ID ( ID ( STR , ID , STR , ID ) , {",0,1,2,2,2,cran
r,"ID ( ID ( STR , ID [ ID ] ,",0,1,2,3,5,cran
r,"ID ( ID ( true ) , STR )",0,1,2,3,3,cran
r,ID ( ID ( {,0,1,2,2,15,cran
r,ID ( ID ) % in %,0,1,2,2,9,cran
r,ID ( ID ) > ID ) {,0,1,2,2,3,cran
r,ID ( ID ) [ NUM ] ),0,1,2,2,2,cran
r,ID ( ID + ID - ID / NUM ) < ID [ NUM ] | ID ( ID + ID + ID / NUM ) > ID [ NUM ] ),0,1,2,2,2,cran
r,"ID ( ID , ID ) } )",0,1,2,4,4,cran
r,"ID ( ID , ID , true )",0,1,2,2,2,cran
r,"ID ( ID , ID [ ID ] )",0,1,2,2,2,cran
r,"ID ( ID . ID ( ID ) , {",0,1,2,2,2,cran
r,"ID ( ID . ID ) [ NUM : NUM ] ,",0,1,2,2,3,cran
r,"ID ( ID . ID . ID , {",0,1,2,8,9,cran
r,"ID ( ID . ID [ ID ] , ID . ID [ ID ] )",0,1,2,2,3,cran
r,ID ( ID . na ( ID ) ) ),0,1,2,3,4,cran
r,"ID ( ID . na ( ID ) ) ,",0,1,2,2,2,cran
r,"ID ( ID . na ( ID ) , NUM , ID )",0,1,2,3,3,cran
r,"ID ( ID . na ( ID [ NUM , NUM ] ) )",0,1,2,2,6,cran
r,"ID ( ID @ID ) ,",0,1,2,5,14,cran
r,"ID ( ID @ID , ID )",0,1,2,6,33,cran
r,"ID ( ID @ID , ID @ID )",0,1,2,3,6,cran
r,"ID ( ID @ID , NUM )",0,1,2,3,101,cran
r,ID ( ID [,0,1,2,3,4,cran
r,ID ( ID [ ! ID ] ),0,1,2,2,5,cran
r,"ID ( ID [ , ID . ID ] )",0,1,2,2,2,cran
r,"ID ( ID [ , NUM ] )",0,1,2,4,11,cran
r,"ID ( ID [ , NUM ] ,",0,1,2,3,5,cran
r,"ID ( ID [ , NUM ] , ID ,",0,1,2,2,2,cran
r,"ID ( ID [ , NUM ] , ID [ , NUM ] ,",0,1,2,4,7,cran
r,"ID ( ID [ , NUM ] , STR )",0,1,2,4,10,cran
r,ID ( ID [ ID . ID ( ID ) ] ),0,1,2,5,5,cran
r,ID ( ID [ ID > NUM ] ),0,1,2,2,5,cran
r,ID ( ID [ ID ] ) +,0,1,2,5,5,cran
r,"ID ( ID [ ID ] ) ,",0,1,2,2,5,cran
r,"ID ( ID [ ID ] , ID [ ID ] ,",0,1,2,2,3,cran
r,"ID ( ID [ NUM : NUM ] ,",0,1,2,2,2,cran
r,"ID ( ID [ NUM : NUM ] , ID [ NUM : NUM ] )",0,1,2,2,2,cran
r,ID ( ID [ NUM ] ),0,1,2,3,3,cran
r,"ID ( ID [ NUM ] , ID )",0,1,2,3,15,cran
r,"ID ( ID [ NUM ] , ID [ NUM ] , ID [ , NUM ] , ID [ , NUM ] ,",0,1,2,4,6,cran
r,"ID ( ID [ NUM ] , NUM )",0,1,2,3,3,cran
r,ID ( ID [ STR ] < ID [ STR ] ),0,1,2,2,4,cran
r,ID ( NUM ) ) ],0,1,2,3,3,cran
r,"ID ( NUM , ID [ ID ] )",0,1,2,2,2,cran
r,"ID ( NUM , NUM , ID [ , NUM ] , ID [ , NUM ] ,",0,1,2,2,2,cran
r,ID ( STR % in % ID ( ) ),0,1,2,7,25,cran
r,ID ( STR % in % ID ( ID ( ID ) ) ),0,1,2,2,4,cran
r,"ID ( STR % in % ID ( ID ) ,",0,1,2,3,3,cran
r,ID ( STR ) } else {,0,1,2,2,3,cran
r,"ID ( STR , ! ID ( ) )",0,1,2,2,2,cran
r,"ID ( STR , ID , STR , ID , STR , ID ( ID . ID [ ID , ID ] , NUM ) , STR , ID ( ID . ID [ ID , ID ] , NUM ) , STR )",0,1,2,2,2,cran
r,"ID ( STR , STR ) ) ) ) {",0,1,2,2,2,cran
r,"ID ( STR , STR , ID [ ID ( ID ) ] )",0,1,2,2,2,cran
r,"ID ( STR , STR , STR , STR ) ) {",0,1,2,2,2,cran
r,"ID ( STR , STR , STR , STR , STR , STR ) ) ) ) {",0,1,2,3,3,cran
r,"ID ( STR , true )",0,1,2,2,2,cran
r,"ID ( null , ID )",0,1,2,3,14,cran
r,ID ( { ID ( STR ) } ),0,1,2,3,6,cran
r,ID ) ) {,0,1,2,6,7,cran
r,"ID * ID ( - NUM , NUM , NUM , - NUM , NUM , - NUM , NUM , NUM ) [ ID ] * ( ID / NUM )",0,1,2,2,2,cran
r,"ID * ID [ NUM , NUM ] + ID [ NUM , NUM ]",0,1,2,2,2,cran
r,"ID , ID , ID , ID , ID , ID , ID , ID , ID ) {",0,1,2,2,6,cran
r,"ID , ID , ID , ID , ID , ID , ID , ID , ID , ID , ID ) {",0,1,2,2,3,cran
r,"ID . ID ( ID ) [ ID ] ,",0,1,2,2,2,cran
r,"ID . ID ( ID @ID ) ,",0,1,2,3,8,cran
r,"ID . ID ( ID [ ID , ID ] )",0,1,2,2,2,cran
r,"ID . ID , ID , ID ) {",0,1,2,2,2,cran
r,"ID . ID [ ID ( ID . ID ) , ]",0,1,2,2,2,cran
r,"ID . ID [ ID . ID , ]",0,1,2,2,3,cran
r,"ID . ID [ NUM ] ,",0,1,2,2,2,cran
r,ID . null ( ID ( ID ) ) &&,0,1,2,4,4,cran
r,ID . null ( ID ) &&,0,1,2,2,2,cran
r,ID @ID . @ID,0,1,2,5,12,cran
r,ID @ID . @ID ID,0,1,2,4,20,cran
r,ID ID ( ) {,0,1,2,3,5,cran
r,ID ID @ID . @ID ID,0,1,2,5,42,cran
r,ID ID @ID . ID ID,0,1,2,3,3,cran
r,ID ID ID ID ID . \ ID ),0,1,2,2,2,cran
r,ID ID ID ID in ID ID ID . ID ID ID ID,0,1,2,2,2,cran
r,ID ID {,0,1,2,10,28,cran
r,ID [ ! ID % in % ID ],0,1,2,2,2,cran
r,"ID [ ! ID ( ID , ID . null ) ]",0,1,2,2,2,cran
r,"ID [ ( ID + NUM ) : ID ( ID ) , ]",0,1,2,3,20,cran
r,"ID [ , ID ( ID ( ID ) , ID ) ] ,",0,1,2,2,5,cran
r,"ID [ , ID ( ID , ID ) ] ,",0,1,2,2,3,cran
r,"ID [ , ID ( STR ) ]",0,1,2,4,5,cran
r,"ID [ , ID ( STR , ID ) ] ,",0,1,2,3,3,cran
r,"ID [ , ID ( STR , STR , STR ) ]",0,1,2,2,2,cran
r,"ID [ , ID ( STR , STR , STR ) ] )",0,1,2,3,3,cran
r,"ID [ , ID ( STR , STR , STR ) ] ,",0,1,2,3,4,cran
r,"ID [ , NUM : NUM ]",0,1,2,3,5,cran
r,"ID [ , STR ]",0,1,2,3,3,cran
r,"ID [ - ID ] ,",0,1,2,2,2,cran
r,ID [ ID (,0,1,2,2,2,cran
r,"ID [ ID ( ID ( ID , ID ) ) ]",0,1,2,2,2,cran
r,ID [ ID ( ID ) ] ),0,1,2,2,4,cran
r,"ID [ ID ( ID ) ] ,",0,1,2,2,2,cran
r,"ID [ ID ( ID ,",0,1,2,2,2,cran
r,"ID [ ID ( STR , STR , STR , STR , STR , STR ) ]",0,1,2,2,2,cran
r,"ID [ ID + NUM ] ,",0,1,2,2,2,cran
r,ID [ ID . ID ( ID ( ID - ID ) ) ],0,1,2,2,2,cran
r,ID [ ID : ( ID + ID - NUM ) ],0,1,2,2,2,cran
r,ID [ ID > NUM ],0,1,2,2,3,cran
r,"ID [ ID [ NUM ] ] ,",0,1,2,2,3,cran
r,"ID [ ID ] * ID [ ID - NUM , ID ] )",0,1,2,2,2,cran
r,"ID [ ID ] + ID [ ID ] , ID [ ID ] ) )",0,1,2,2,2,cran
r,"ID [ ID ] + ID [ ID ] , ID [ ID ] ) > NUM",0,1,2,2,2,cran
r,"ID [ ID ] , NUM * ID [ ID ] ) > NUM",0,1,2,2,2,cran
r,"ID [ ID ] , STR ,",0,1,2,2,13,cran
r,ID [ ID ] ^ NUM ) ^ ( - NUM ),0,1,2,2,2,cran
r,"ID [ NUM , NUM ] )",0,1,2,3,9,cran
r,"ID [ NUM , NUM ] ,",0,1,2,2,16,cran
r,"ID [ NUM : ID , NUM : ID ]",0,1,2,2,3,cran
r,"ID [ NUM : NUM , NUM ]",0,1,2,3,3,cran
r,"ID [ NUM : NUM ] ,",0,1,2,3,4,cran
r,"ID [ NUM ] , STR , ID [ NUM ] )",0,1,2,2,3,cran
r,"ID [ STR , STR ]",0,1,2,2,3,cran
r,ID ],0,1,2,2,5,cran
r,ID ] ) ),0,1,2,2,2,cran
r,ID for ID ID . ),0,1,2,2,5,cran
r,NUM ) ) {,0,1,2,2,2,cran
r,"NUM ] , STR )",0,1,2,2,2,cran
r,STR % in % ID ( ID ) ),0,1,2,2,3,cran
r,STR % in % ID ( ID ) ) {,0,1,2,4,4,cran
r,STR ) },0,1,2,2,2,cran
r,"STR , ID ( ID ( ! ID ) > NUM , STR , STR ) ,",0,1,2,2,2,cran
r,"STR , ID ( ID ) [ ID ] , STR )",0,1,2,2,2,cran
r,"STR , ID ( ID ) [ NUM ] , STR ,",0,1,2,2,8,cran
r,"STR , STR ) % in %",0,1,2,2,3,cran
r,"STR , STR ) ) ) {",0,1,2,2,2,cran
r,"STR , STR ) ) ]",0,1,2,2,4,cran
r,"STR , STR , STR ) % in % ID ( ID ) ) )",0,1,2,2,2,cran
r,"STR , STR , STR , STR ) ]",0,1,2,2,3,cran
r,"STR , STR , STR , STR ) ] )",0,1,2,2,2,cran
r,break },0,1,2,2,3,cran
r,else ID ( ID ) [ NUM ],0,1,2,3,3,cran
r,"else ID ( ID , ID ( ID ) )",0,1,2,2,2,cran
r,"else ID ( ID , ID )",0,1,2,4,4,cran
r,else ID . ID ( ID ),0,1,2,3,3,cran
r,else STR ),0,1,2,2,2,cran
r,else break,0,1,2,2,2,cran
r,else true,0,1,2,2,4,cran
r,else { STR },0,1,2,2,8,cran
r,else { },0,1,2,3,3,cran
r,false ),0,1,2,3,5,cran
r,na . ID,0,1,2,2,3,cran
r,na . ID ( ),0,1,2,2,2,cran
r,true ) ) {,0,1,2,3,3,cran
r,"true , false",0,1,2,3,11,cran
r,"true , false )",0,1,2,4,6,cran
r,{ @ID } ? {,0,1,2,2,6,cran
r,{ ID },0,1,2,6,9,cran
r,} ) ) ) {,0,1,2,3,5,cran
r,} ) +,0,1,2,2,3,cran
r,} ) ;,0,1,2,2,4,cran
r,"} , ID ( ID ) ) )",0,1,2,2,2,cran
r,"} , ID ( ID ) , ID )",0,1,2,4,4,cran
r,"} , ID ( NUM ) ) ]",0,1,2,3,3,cran
r,"} , ID , ID ) )",0,1,2,2,3,cran
r,"} , NUM )",0,1,2,3,3,cran
r,"} , STR",0,1,2,2,5,cran
r,"} , {",0,1,2,3,7,cran
r,} \,0,1,2,2,3,cran
r,} else ID ( ),0,1,2,2,3,cran
r,} else ID ( ID ),0,1,2,2,2,cran
r,} else ID ( NUM ),0,1,2,2,3,cran
r,} else { ID (,0,1,2,2,5,cran
r,"} } ,",0,1,2,4,4,cran
swift,ID = [ ],0,1,6,28,31,github
swift,ID = nil,0,1,6,51,100,github
swift,ID = true,0,1,6,67,136,github
swift,ID [ ID ] = ID,0,1,6,68,105,github
swift,didset {,0,1,6,19,30,github
swift,do {,0,1,6,167,406,github
swift,else {,0,1,6,110,172,github
swift,extension ID : ID {,0,1,6,122,216,github
swift,extension ID {,0,1,6,439,686,github
swift,guard ! ID . ID else {,0,1,6,38,49,github
swift,if ! ID . ID {,0,1,6,55,82,github
swift,if ! ID {,0,1,6,33,44,github
swift,if ID > NUM {,0,1,6,18,23,github
swift,if ID {,0,1,6,107,196,github
swift,init ( ID : ID ) {,0,1,6,37,58,github
swift,"init ( ID : ID , ID : ID ) {",0,1,6,16,18,github
swift,let ID : ID,0,1,6,227,700,github
swift,let ID = ID (,0,1,6,104,229,github
swift,let ID = ID ( ),0,1,6,251,952,github
swift,let ID = ID ( ID ),0,1,6,79,146,github
swift,let ID = ID ( ID . ID ),0,1,6,28,42,github
swift,"let ID = ID ( ID : ID , ID : ID )",0,1,6,55,113,github
swift,let ID = ID ( ID : ID . ID ),0,1,6,39,59,github
swift,let ID = ID ( NUM ),0,1,6,13,30,github
swift,let ID = ID . ID ( ID ),0,1,6,43,100,github
swift,let ID = ID . ID ( ID : ID ),0,1,6,56,109,github
swift,let ID = ID . ID ( ID : STR ),0,1,6,28,82,github
swift,let ID = ID [ ID ],0,1,6,39,49,github
swift,let ID = ID [ NUM ],0,1,6,19,215,github
swift,let ID = [,0,1,6,33,59,github
swift,private let ID : ID,0,1,6,103,234,github
swift,private var ID : ID {,0,1,6,32,52,github
swift,public static var ID : ID {,0,1,6,25,43,github
swift,public var ID : ID {,0,1,6,225,591,github
swift,return . ID,0,1,6,44,129,github
swift,return ID ( ID ),0,1,6,133,361,github
swift,"return ID ( ID : ID , ID : ID )",0,1,6,27,41,github
swift,"return ID ( ID : ID , ID : ID , ID : ID )",0,1,6,13,17,github
swift,return ID . ID ( ),0,1,6,53,101,github
swift,return ID . ID ( ID : ID ),0,1,6,25,37,github
swift,return false,0,1,6,117,352,github
swift,return nil,0,1,6,232,518,github
swift,return self,0,1,6,37,88,github
swift,return true,0,1,6,106,195,github
swift,self . ID ( ),0,1,6,32,90,github
swift,self . ID ( ID ),0,1,6,20,25,github
swift,self . ID ( ID : ID ),0,1,6,9,12,github
swift,self . ID = ID,0,1,6,406,1498,github
swift,self . ID = ID . ID,0,1,6,30,54,github
swift,set {,0,1,6,46,68,github
swift,"switch ( ID , ID ) {",0,1,6,13,15,github
swift,switch ID {,0,1,6,162,364,github
swift,switch self {,0,1,6,81,205,github
swift,typealias ID = ID,0,1,6,24,39,github
swift,var ID : ID = NUM,0,1,6,44,72,github
swift,var ID : ID {,0,1,6,156,469,github
swift,var ID : ID { get },0,1,6,40,67,github
swift,var ID : [ ID ] = [ ],0,1,6,88,166,github
swift,var ID : [ ID ] {,0,1,6,21,27,github
swift,var ID = ID,0,1,6,223,418,github
swift,var ID = ID . ID . ID,0,1,6,18,19,github
swift,var ID = NUM,0,1,6,96,156,github
swift,var ID = false,0,1,6,64,163,github
swift,var ID = self,0,1,6,29,48,github
swift,var ID = true,0,1,6,13,13,github
swift,} ),0,1,6,69,164,github
swift,} else {,0,1,6,367,906,github
swift,#ID ID ( ID ),0,1,5,182,323,github
swift,) -> ID {,0,1,5,26,51,github
swift,. ID {,0,1,5,14,28,github
swift,ID ( ID : ID ) {,0,1,5,8,14,github
swift,ID . ID ( ID : true ),0,1,5,11,26,github
swift,"ID : ID = false ,",0,1,5,25,50,github
swift,"ID : ID = nil ,",0,1,5,66,324,github
swift,"ID : ID = true ,",0,1,5,11,28,github
swift,ID : [,0,1,5,80,314,github
swift,"ID : [ ID ] ,",0,1,5,29,107,github
swift,"ID : false ,",0,1,5,14,91,github
swift,ID : nil,0,1,5,22,48,github
swift,"ID : nil ,",0,1,5,26,93,github
swift,ID : return nil,0,1,5,12,17,github
swift,"ID : true ,",0,1,5,31,117,github
swift,ID : {,0,1,5,14,24,github
swift,ID = false,0,1,5,37,52,github
swift,] ),0,1,5,86,195,github
swift,associatedtype ID,0,1,5,6,6,github
swift,deinit {,0,1,5,19,20,github
swift,extension ID . ID {,0,1,5,32,65,github
swift,extension ID : ID { },0,1,5,22,73,github
swift,fileprivate var ID : ID {,0,1,5,6,7,github
swift,get {,0,1,5,53,96,github
swift,guard ID else {,0,1,5,19,22,github
swift,guard let ID = ID ( ID : ID ) else {,0,1,5,19,27,github
swift,guard let ID = ID . ID ( ID : ID ) else {,0,1,5,14,24,github
swift,guard let ID = ID ID ID else {,0,1,5,8,45,github
swift,guard let ID = ID else {,0,1,5,27,41,github
swift,guard let ID else {,0,1,5,55,127,github
swift,guard let ID else { return },0,1,5,8,9,github
swift,"if #ID ( ID NUM , * ) {",0,1,5,16,20,github
swift,if ID != nil {,0,1,5,16,18,github
swift,if ID . ID == . ID {,0,1,5,28,41,github
swift,if ID . ID == NUM {,0,1,5,14,23,github
swift,if ID . ID > NUM {,0,1,5,12,24,github
swift,if ID < NUM {,0,1,5,12,14,github
swift,if ID == . ID {,0,1,5,25,28,github
swift,if ID == ID {,0,1,5,38,50,github
swift,if ID == NUM {,0,1,5,40,55,github
swift,if ID == nil {,0,1,5,24,32,github
swift,init ( ) {,0,1,5,21,22,github
swift,init ( ID ID : ID ) {,0,1,5,22,24,github
swift,let ID : ID . ID,0,1,5,26,30,github
swift,let ID : ID = NUM,0,1,5,13,24,github
swift,let ID : ID = {,0,1,5,16,30,github
swift,let ID : [ ID ],0,1,5,21,32,github
swift,let ID : [ ID ] = [,0,1,5,13,20,github
swift,"let ID = ID ( ID , ID )",0,1,5,12,40,github
swift,"let ID = ID ( ID , ID : ID )",0,1,5,21,41,github
swift,"let ID = ID ( ID : ID , ID : ID , ID : ID )",0,1,5,12,17,github
swift,let ID = ID ( ID : NUM ),0,1,5,18,66,github
swift,let ID = ID ( STR ),0,1,5,7,15,github
